year,garnizon,sex,suicides,outcome
2020,Wrocław,Male,363,Fatal
2021,Bydgoszcz,Male,229,Fatal
2021,Białystok,Male,126,Fatal
2021,Gdańsk,Male,269,Fatal
2021,Gorzów Wlkp.,Male,143,Fatal
2021,Katowice,Male,494,Fatal
2021,Kielce,Male,167,Fatal
2021,Kraków,Male,361,Fatal
2021,Łódź,Male,279,Fatal
2021,Lublin,Male,263,Fatal
2021,Olsztyn,Male,177,Fatal
2021,Opole,Male,111,Fatal
2021,Poznań,Male,363,Fatal
2021,Rzeszów,Male,233,Fatal
2021,Szczecin,Male,206,Fatal
2021,Warszawa,Male,333,Fatal
2021,Radom,Male,317,Fatal
2021,Wrocław,Male,342,Fatal
2017,Bydgoszcz,Female,31,Fatal
2017,Białystok,Female,31,Fatal
2017,Gdańsk,Female,52,Fatal
2017,Gorzów Wlkp.,Female,27,Fatal
2017,Katowice,Female,88,Fatal
2017,Kielce,Female,20,Fatal
2017,Kraków,Female,73,Fatal
2017,Łódź,Female,55,Fatal
2017,Lublin,Female,48,Fatal
2017,Olsztyn,Female,34,Fatal
2017,Opole,Female,17,Fatal
2017,Poznań,Female,58,Fatal
2017,Rzeszów,Female,36,Fatal
2017,Szczecin,Female,46,Fatal
2017,Warszawa,Female,44,Fatal
2017,Radom,Female,42,Fatal
2017,Wrocław,Female,49,Fatal
2018,Bydgoszcz,Female,42,Fatal
2018,Białystok,Female,15,Fatal
2018,Gdańsk,Female,34,Fatal
2018,Gorzów Wlkp.,Female,24,Fatal
2018,Katowice,Female,66,Fatal
2018,Kielce,Female,30,Fatal
2018,Kraków,Female,63,Fatal
2018,Łódź,Female,67,Fatal
2018,Lublin,Female,42,Fatal
2018,Olsztyn,Female,22,Fatal
2018,Opole,Female,16,Fatal
2018,Poznań,Female,49,Fatal
2018,Rzeszów,Female,34,Fatal
2018,Szczecin,Female,35,Fatal
2018,Warszawa,Female,59,Fatal
2018,Radom,Female,43,Fatal
2018,Wrocław,Female,70,Fatal
2019,Bydgoszcz,Female,32,Fatal
2019,Białystok,Female,25,Fatal
2019,Gdańsk,Female,48,Fatal
2019,Gorzów Wlkp.,Female,26,Fatal
2019,Katowice,Female,93,Fatal
2019,Kielce,Female,26,Fatal
2019,Kraków,Female,70,Fatal
2019,Łódź,Female,43,Fatal
2019,Lublin,Female,38,Fatal
2019,Olsztyn,Female,31,Fatal
2019,Opole,Female,24,Fatal
2019,Poznań,Female,56,Fatal
2019,Rzeszów,Female,31,Fatal
2019,Szczecin,Female,33,Fatal
2019,Warszawa,Female,72,Fatal
2019,Radom,Female,37,Fatal
2019,Wrocław,Female,71,Fatal
2020,Bydgoszcz,Female,37,Fatal
2020,Białystok,Female,23,Fatal
2020,Gdańsk,Female,40,Fatal
2020,Gorzów Wlkp.,Female,20,Fatal
2020,Katowice,Female,99,Fatal
2020,Kielce,Female,26,Fatal
2020,Kraków,Female,82,Fatal
2020,Łódź,Female,51,Fatal
2020,Lublin,Female,41,Fatal
2020,Olsztyn,Female,33,Fatal
2020,Opole,Female,15,Fatal
2020,Poznań,Female,56,Fatal
2020,Rzeszów,Female,30,Fatal
2020,Szczecin,Female,39,Fatal
2020,Warszawa,Female,75,Fatal
2020,Radom,Female,51,Fatal
2020,Wrocław,Female,60,Fatal
2021,Bydgoszcz,Female,49,Fatal
2021,Białystok,Female,21,Fatal
2021,Gdańsk,Female,51,Fatal
2021,Gorzów Wlkp.,Female,34,Fatal
2021,Katowice,Female,88,Fatal
2021,Kielce,Female,21,Fatal
2021,Kraków,Female,61,Fatal
2021,Łódź,Female,46,Fatal
2021,Lublin,Female,57,Fatal
2021,Olsztyn,Female,41,Fatal
2021,Opole,Female,9,Fatal
2021,Poznań,Female,50,Fatal
2021,Rzeszów,Female,36,Fatal
2021,Szczecin,Female,39,Fatal
2021,Warszawa,Female,74,Fatal
2021,Radom,Female,42,Fatal
2021,Wrocław,Female,68,Fatal
