Year,Garnizon,Age,Suicides
2016,KWP Poznań,60-64,39
2016,KSP Warszawa,60-64,37
2016,Polska,60-64,542
2013,KWP Katowice,65-69,33
2013,KWP Kraków,65-69,19
2013,KWP Opole,65-69,6
2013,KWP Poznań,65-69,27
2013,KSP Warszawa,65-69,23
2013,Polska,65-69,294
2014,KWP Katowice,65-69,41
2014,KWP Kraków,65-69,31
2014,KWP Opole,65-69,9
2014,KWP Poznań,65-69,26
2014,KSP Warszawa,65-69,25
2014,Polska,65-69,368
2015,KWP Katowice,65-69,41
2015,KWP Kraków,65-69,27
2015,KWP Opole,65-69,9
2015,KWP Poznań,65-69,27
2015,KSP Warszawa,65-69,22
2015,Polska,65-69,332
2016,KWP Katowice,65-69,36
2016,KWP Kraków,65-69,41
2016,KWP Opole,65-69,12
2016,KWP Poznań,65-69,23
2016,KSP Warszawa,65-69,22
2016,Polska,65-69,355
2013,KWP Katowice,70-74,27
2013,KWP Kraków,70-74,24
2013,KWP Opole,70-74,3
2013,KWP Poznań,70-74,11
2013,KSP Warszawa,70-74,11
2013,Polska,70-74,207
2014,KWP Katowice,70-74,35
2014,KWP Kraków,70-74,15
2014,KWP Opole,70-74,3
2014,KWP Poznań,70-74,11
2014,KSP Warszawa,70-74,13
2014,Polska,70-74,195
2015,KWP Katowice,70-74,36
2015,KWP Kraków,70-74,13
2015,KWP Opole,70-74,5
2015,KWP Poznań,70-74,3
2015,KSP Warszawa,70-74,9
2015,Polska,70-74,194
2016,KWP Katowice,70-74,22
2016,KWP Kraków,70-74,21
2016,KWP Opole,70-74,7
2016,KWP Poznań,70-74,10
2016,KSP Warszawa,70-74,6
2016,Polska,70-74,204
2013,KWP Katowice,75-79,19
2013,KWP Kraków,75-79,11
2013,KWP Opole,75-79,6
2013,KWP Poznań,75-79,12
2013,KSP Warszawa,75-79,9
2013,Polska,75-79,153
2014,KWP Katowice,75-79,26
2014,KWP Kraków,75-79,10
2014,KWP Opole,75-79,7
2014,KWP Poznań,75-79,18
2014,KSP Warszawa,75-79,4
2014,Polska,75-79,185
2015,KWP Katowice,75-79,26
2015,KWP Kraków,75-79,23
2015,KWP Opole,75-79,7
2015,KWP Poznań,75-79,7
2015,KSP Warszawa,75-79,8
2015,Polska,75-79,170
2016,KWP Katowice,75-79,29
2016,KWP Kraków,75-79,21
2016,KWP Opole,75-79,2
2016,KWP Poznań,75-79,10
2016,KSP Warszawa,75-79,11
2016,Polska,75-79,171
2013,KWP Katowice,80-84,19
2013,KWP Kraków,80-84,15
2013,KWP Opole,80-84,2
2013,KWP Poznań,80-84,5
2013,KSP Warszawa,80-84,8
2013,Polska,80-84,125
2014,KWP Katowice,80-84,14
2014,KWP Kraków,80-84,19
2014,KWP Opole,80-84,5
2014,KWP Poznań,80-84,10
2014,KSP Warszawa,80-84,15
2014,Polska,80-84,149
2015,KWP Katowice,80-84,13
2015,KWP Kraków,80-84,9
2015,KWP Opole,80-84,3
2015,KWP Poznań,80-84,4
2015,KSP Warszawa,80-84,6
2015,Polska,80-84,121
2016,KWP Katowice,80-84,15
2016,KWP Kraków,80-84,9
2016,KWP Opole,80-84,5
2016,KWP Poznań,80-84,10
2016,KSP Warszawa,80-84,7
2016,Polska,80-84,138
2013,KWP Katowice,85+,14
2013,KWP Kraków,85+,10
2013,KWP Opole,85+,1
2013,KWP Poznań,85+,7
2013,KSP Warszawa,85+,15
2013,Polska,85+,118
2014,KWP Katowice,85+,8
2014,KWP Kraków,85+,7
2014,KWP Opole,85+,0
2014,KWP Poznań,85+,5
2014,KSP Warszawa,85+,13
2014,Polska,85+,98
2015,KWP Katowice,85+,13
2015,KWP Kraków,85+,5
2015,KWP Opole,85+,0
2015,KWP Poznań,85+,8
2015,KSP Warszawa,85+,9
2015,Polska,85+,107
2016,KWP Katowice,85+,19
2016,KWP Kraków,85+,9
2016,KWP Opole,85+,3
2016,KWP Poznań,85+,9
2016,KSP Warszawa,85+,17
2016,Polska,85+,133
2017,KWP Katowice,0-6,0
2017,KWP Kraków,0-6,0
2017,KWP Opole,0-6,0
2017,KWP Poznań,0-6,0
2017,KSP Warszawa,0-6,0
2017,Polska,0-6,0
2018,KWP Katowice,0-6,0
2018,KWP Kraków,0-6,0
2018,KWP Opole,0-6,0
2018,KWP Poznań,0-6,0
2018,KSP Warszawa,0-6,0
2018,Polska,0-6,0
2019,KWP Katowice,0-6,0
2019,KWP Kraków,0-6,0
2019,KWP Opole,0-6,0
2019,KWP Poznań,0-6,0
2019,KSP Warszawa,0-6,0
2019,Polska,0-6,0
2020,KWP Katowice,0-6,0
2020,KWP Kraków,0-6,0
2020,KWP Opole,0-6,0
2020,KWP Poznań,0-6,0
2020,KSP Warszawa,0-6,0
2020,Polska,0-6,0
2017,KWP Katowice,7-12,0
2017,KWP Kraków,7-12,0
2017,KWP Opole,7-12,0
2017,KWP Poznań,7-12,0
2017,KSP Warszawa,7-12,0
2017,Polska,7-12,1
2018,KWP Katowice,7-12,1
2018,KWP Kraków,7-12,0
2018,KWP Opole,7-12,2
2018,KWP Poznań,7-12,0
2018,KSP Warszawa,7-12,0
2018,Polska,7-12,5
2019,KWP Katowice,7-12,0
2019,KWP Kraków,7-12,1
2019,KWP Opole,7-12,0
2019,KWP Poznań,7-12,1
2019,KSP Warszawa,7-12,1
2019,Polska,7-12,4
2020,KWP Katowice,7-12,0
2020,KWP Kraków,7-12,0
2020,KWP Opole,7-12,0
2020,KWP Poznań,7-12,0
2020,KSP Warszawa,7-12,0
2020,Polska,7-12,1
2017,KWP Katowice,13-18,12
2017,KWP Kraków,13-18,10
2017,KWP Opole,13-18,0
2017,KWP Poznań,13-18,8
2017,KSP Warszawa,13-18,8
2017,Polska,13-18,115
2018,KWP Katowice,13-18,7
2018,KWP Kraków,13-18,6
2018,KWP Opole,13-18,3
2018,KWP Poznań,13-18,5
2018,KSP Warszawa,13-18,9
2018,Polska,13-18,92
2019,KWP Katowice,13-18,8
2019,KWP Kraków,13-18,9
2019,KWP Opole,13-18,1
2019,KWP Poznań,13-18,10
2019,KSP Warszawa,13-18,5
2019,Polska,13-18,94
2020,KWP Katowice,13-18,11
2020,KWP Kraków,13-18,9
2020,KWP Opole,13-18,4
2020,KWP Poznań,13-18,6
2020,KSP Warszawa,13-18,14
2020,Polska,13-18,106
2017,KWP Katowice,19-24,33
2017,KWP Kraków,19-24,25
2017,KWP Opole,19-24,6
2017,KWP Poznań,19-24,25
2017,KSP Warszawa,19-24,22
2017,Polska,19-24,353
2018,KWP Katowice,19-24,44
2018,KWP Kraków,19-24,21
2018,KWP Opole,19-24,3
2018,KWP Poznań,19-24,15
2018,KSP Warszawa,19-24,27
2018,Polska,19-24,344
2019,KWP Katowice,19-24,44
2019,KWP Kraków,19-24,41
2019,KWP Opole,19-24,11
2019,KWP Poznań,19-24,23
2019,KSP Warszawa,19-24,19
2019,Polska,19-24,360
2020,KWP Katowice,19-24,39
2020,KWP Kraków,19-24,37
2020,KWP Opole,19-24,9
2020,KWP Poznań,19-24,20
2020,KSP Warszawa,19-24,29
2020,Polska,19-24,349
2017,KWP Katowice,25-29,54
2017,KWP Kraków,25-29,32
2017,KWP Opole,25-29,10
2017,KWP Poznań,25-29,28
2017,KSP Warszawa,25-29,24
2017,Polska,25-29,406
2018,KWP Katowice,25-29,48
2018,KWP Kraków,25-29,23
2018,KWP Opole,25-29,7
2018,KWP Poznań,25-29,34
2018,KSP Warszawa,25-29,29
2018,Polska,25-29,384
2019,KWP Katowice,25-29,45
2019,KWP Kraków,25-29,32
2019,KWP Opole,25-29,7
2019,KWP Poznań,25-29,34
2019,KSP Warszawa,25-29,34
2019,Polska,25-29,402
2020,KWP Katowice,25-29,52
2020,KWP Kraków,25-29,35
2020,KWP Opole,25-29,7
2020,KWP Poznań,25-29,35
2020,KSP Warszawa,25-29,30
2020,Polska,25-29,415
2017,KWP Katowice,30-34,76
2017,KWP Kraków,30-34,34
2017,KWP Opole,30-34,18
2017,KWP Poznań,30-34,40
2017,KSP Warszawa,30-34,40
2017,Polska,30-34,499
2018,KWP Katowice,30-34,50
2018,KWP Kraków,30-34,35
2018,KWP Opole,30-34,11
2018,KWP Poznań,30-34,36
2018,KSP Warszawa,30-34,45
2018,Polska,30-34,443
2019,KWP Katowice,30-34,62
2019,KWP Kraków,30-34,38
2019,KWP Opole,30-34,15
2019,KWP Poznań,30-34,37
2019,KSP Warszawa,30-34,37
2019,Polska,30-34,474
2020,KWP Katowice,30-34,51
2020,KWP Kraków,30-34,35
2020,KWP Opole,30-34,15
2020,KWP Poznań,30-34,31
2020,KSP Warszawa,30-34,35
2020,Polska,30-34,452
2017,KWP Katowice,35-39,44
2017,KWP Kraków,35-39,36
2017,KWP Opole,35-39,15
2017,KWP Poznań,35-39,43
2017,KSP Warszawa,35-39,31
2017,Polska,35-39,465
2018,KWP Katowice,35-39,51
2018,KWP Kraków,35-39,22
2018,KWP Opole,35-39,14
2018,KWP Poznań,35-39,32
2018,KSP Warszawa,35-39,36
2018,Polska,35-39,446
2019,KWP Katowice,35-39,53
2019,KWP Kraków,35-39,37
2019,KWP Opole,35-39,14
2019,KWP Poznań,35-39,33
2019,KSP Warszawa,35-39,33
2019,Polska,35-39,520
2020,KWP Katowice,35-39,42
2020,KWP Kraków,35-39,48
2020,KWP Opole,35-39,10
2020,KWP Poznań,35-39,41
2020,KSP Warszawa,35-39,40
2020,Polska,35-39,481
2017,KWP Katowice,40-44,52
2017,KWP Kraków,40-44,39
2017,KWP Opole,40-44,13
2017,KWP Poznań,40-44,41
2017,KSP Warszawa,40-44,39
2017,Polska,40-44,462
2018,KWP Katowice,40-44,59
2018,KWP Kraków,40-44,36
2018,KWP Opole,40-44,9
2018,KWP Poznań,40-44,33
2018,KSP Warszawa,40-44,34
2018,Polska,40-44,472
2019,KWP Katowice,40-44,45
2019,KWP Kraków,40-44,30
2019,KWP Opole,40-44,11
2019,KWP Poznań,40-44,43
2019,KSP Warszawa,40-44,37
2019,Polska,40-44,453
2020,KWP Katowice,40-44,55
2020,KWP Kraków,40-44,42
2020,KWP Opole,40-44,9
2020,KWP Poznań,40-44,59
2020,KSP Warszawa,40-44,29
2020,Polska,40-44,490
2017,KWP Katowice,45-49,49
2017,KWP Kraków,45-49,31
2017,KWP Opole,45-49,9
2017,KWP Poznań,45-49,32
2017,KSP Warszawa,45-49,20
2017,Polska,45-49,405
2018,KWP Katowice,45-49,60
2018,KWP Kraków,45-49,53
2018,KWP Opole,45-49,10
2018,KWP Poznań,45-49,34
2018,KSP Warszawa,45-49,23
2018,Polska,45-49,437
2019,KWP Katowice,45-49,57
2019,KWP Kraków,45-49,30
2019,KWP Opole,45-49,12
2019,KWP Poznań,45-49,43
2019,KSP Warszawa,45-49,33
2019,Polska,45-49,453
2020,KWP Katowice,45-49,49
2020,KWP Kraków,45-49,41
2020,KWP Opole,45-49,4
2020,KWP Poznań,45-49,39
2020,KSP Warszawa,45-49,37
2020,Polska,45-49,430
2017,KWP Katowice,50-54,51
2017,KWP Kraków,50-54,29
2017,KWP Opole,50-54,10
2017,KWP Poznań,50-54,31
2017,KSP Warszawa,50-54,23
2017,Polska,50-54,442
2018,KWP Katowice,50-54,40
2018,KWP Kraków,50-54,39
2018,KWP Opole,50-54,8
2018,KWP Poznań,50-54,32
2018,KSP Warszawa,50-54,29
2018,Polska,50-54,427
2019,KWP Katowice,50-54,42
2019,KWP Kraków,50-54,34
2019,KWP Opole,50-54,7
2019,KWP Poznań,50-54,36
2019,KSP Warszawa,50-54,19
2019,Polska,50-54,391
2020,KWP Katowice,50-54,38
2020,KWP Kraków,50-54,37
2020,KWP Opole,50-54,12
2020,KWP Poznań,50-54,20
2020,KSP Warszawa,50-54,26
2020,Polska,50-54,399
2017,KWP Katowice,55-59,72
2017,KWP Kraków,55-59,51
2017,KWP Opole,55-59,19
2017,KWP Poznań,55-59,45
2017,KSP Warszawa,55-59,29
2017,Polska,55-59,603
2018,KWP Katowice,55-59,71
2018,KWP Kraków,55-59,38
2018,KWP Opole,55-59,11
2018,KWP Poznań,55-59,51
2018,KSP Warszawa,55-59,31
2018,Polska,55-59,551
2019,KWP Katowice,55-59,39
2019,KWP Kraków,55-59,45
2019,KWP Opole,55-59,9
2019,KWP Poznań,55-59,42
2019,KSP Warszawa,55-59,26
2019,Polska,55-59,451
2020,KWP Katowice,55-59,57
2020,KWP Kraków,55-59,29
2020,KWP Opole,55-59,6
2020,KWP Poznań,55-59,34
2020,KSP Warszawa,55-59,19
2020,Polska,55-59,429
2017,KWP Katowice,60-64,45
2017,KWP Kraków,60-64,36
2017,KWP Opole,60-64,7
2017,KWP Poznań,60-64,42
2017,KSP Warszawa,60-64,39
2017,Polska,60-64,536
2018,KWP Katowice,60-64,48
2018,KWP Kraków,60-64,43
2018,KWP Opole,60-64,15
2018,KWP Poznań,60-64,53
2018,KSP Warszawa,60-64,33
2018,Polska,60-64,565
2019,KWP Katowice,60-64,39
2019,KWP Kraków,60-64,43
2019,KWP Opole,60-64,16
2019,KWP Poznań,60-64,40
2019,KSP Warszawa,60-64,29
2019,Polska,60-64,533
2020,KWP Katowice,60-64,54
2020,KWP Kraków,60-64,47
2020,KWP Opole,60-64,9
2020,KWP Poznań,60-64,39
2020,KSP Warszawa,60-64,19
2020,Polska,60-64,524
2017,KWP Katowice,65-69,39
2017,KWP Kraków,65-69,34
2017,KWP Opole,65-69,11
2017,KWP Poznań,65-69,33
2017,KSP Warszawa,65-69,20
2017,Polska,65-69,379
2018,KWP Katowice,65-69,44
2018,KWP Kraków,65-69,24
2018,KWP Opole,65-69,4
2018,KWP Poznań,65-69,28
2018,KSP Warszawa,65-69,24
2018,Polska,65-69,357
2019,KWP Katowice,65-69,45
2019,KWP Kraków,65-69,30
2019,KWP Opole,65-69,12
2019,KWP Poznań,65-69,31
2019,KSP Warszawa,65-69,25
2019,Polska,65-69,403
2020,KWP Katowice,65-69,33
2020,KWP Kraków,65-69,52
2020,KWP Opole,65-69,6
2020,KWP Poznań,65-69,35
2020,KSP Warszawa,65-69,31
2020,Polska,65-69,387
2017,KWP Katowice,70-74,24
2017,KWP Kraków,70-74,19
2017,KWP Opole,70-74,2
2017,KWP Poznań,70-74,15
2017,KSP Warszawa,70-74,16
2017,Polska,70-74,213
2018,KWP Katowice,70-74,20
2018,KWP Kraków,70-74,26
2018,KWP Opole,70-74,9
2018,KWP Poznań,70-74,11
2018,KSP Warszawa,70-74,24
2018,Polska,70-74,261
2019,KWP Katowice,70-74,24
2019,KWP Kraków,70-74,20
2019,KWP Opole,70-74,6
2019,KWP Poznań,70-74,30
2019,KSP Warszawa,70-74,19
2019,Polska,70-74,280
2020,KWP Katowice,70-74,30
2020,KWP Kraków,70-74,22
2020,KWP Opole,70-74,2
2020,KWP Poznań,70-74,17
2020,KSP Warszawa,70-74,29
2020,Polska,70-74,271
2017,KWP Katowice,75-79,20
2017,KWP Kraków,75-79,17
2017,KWP Opole,75-79,2
2017,KWP Poznań,75-79,8
2017,KSP Warszawa,75-79,10
2017,Polska,75-79,142
2018,KWP Katowice,75-79,25
2018,KWP Kraków,75-79,14
2018,KWP Opole,75-79,6
2018,KWP Poznań,75-79,5
2018,KSP Warszawa,75-79,9
2018,Polska,75-79,156
2019,KWP Katowice,75-79,21
2019,KWP Kraków,75-79,14
2019,KWP Opole,75-79,5
2019,KWP Poznań,75-79,12
2019,KSP Warszawa,75-79,7
2019,Polska,75-79,150
2020,KWP Katowice,75-79,15
2020,KWP Kraków,75-79,11
2020,KWP Opole,75-79,2
2020,KWP Poznań,75-79,11
2020,KSP Warszawa,75-79,9
2020,Polska,75-79,144
2017,KWP Katowice,80-84,21
2017,KWP Kraków,80-84,12
2017,KWP Opole,80-84,4
2017,KWP Poznań,80-84,11
2017,KSP Warszawa,80-84,13
2017,Polska,80-84,143
2018,KWP Katowice,80-84,12
2018,KWP Kraków,80-84,11
2018,KWP Opole,80-84,1
2018,KWP Poznań,80-84,9
2018,KSP Warszawa,80-84,14
2018,Polska,80-84,109
2019,KWP Katowice,80-84,11
2019,KWP Kraków,80-84,12
2019,KWP Opole,80-84,1
2019,KWP Poznań,80-84,8
2019,KSP Warszawa,80-84,7
2019,Polska,80-84,133
2020,KWP Katowice,80-84,22
2020,KWP Kraków,80-84,17
2020,KWP Opole,80-84,5
2020,KWP Poznań,80-84,9
2020,KSP Warszawa,80-84,10
2020,Polska,80-84,137
2017,KWP Katowice,85+,9
2017,KWP Kraków,85+,8
2017,KWP Opole,85+,0
2017,KWP Poznań,85+,8
2017,KSP Warszawa,85+,14
2017,Polska,85+,104
2018,KWP Katowice,85+,16
2018,KWP Kraków,85+,5
2018,KWP Opole,85+,3
2018,KWP Poznań,85+,8
2018,KSP Warszawa,85+,8
2018,Polska,85+,127
2019,KWP Katowice,85+,13
2019,KWP Kraków,85+,16
2019,KWP Opole,85+,2
2019,KWP Poznań,85+,15
2019,KSP Warszawa,85+,17
2019,Polska,85+,144
2020,KWP Katowice,85+,14
2020,KWP Kraków,85+,13
2020,KWP Opole,85+,5
2020,KWP Poznań,85+,13
2020,KSP Warszawa,85+,17
2020,Polska,85+,143
