Year,Garnizon,Total,Age,Suicides,Result
2001,KWP Wrocław,332,25-29,17,Fatal
2001,KWP Bydgoszcz,245,25-29,15,Fatal
2001,KWP Lublin,271,25-29,23,Fatal
2001,KWP Gorzów Wielk.,210,25-29,18,Fatal
2001,KWP Łódź,342,25-29,26,Fatal
2001,KWP Kraków,508,25-29,36,Fatal
2001,KWP Radom,426,25-29,32,Fatal
2001,KWP Opole,134,25-29,7,Fatal
2001,KWP Rzeszów,293,25-29,16,Fatal
2001,KWP Białystok,187,25-29,14,Fatal
2001,KWP Gdańsk,325,25-29,25,Fatal
2001,KWP Katowice,473,25-29,25,Fatal
2001,KWP Kielce,179,25-29,11,Fatal
2001,KWP Olsztyn,206,25-29,23,Fatal
2001,KWP Poznań,551,25-29,33,Fatal
2001,KWP Szczecin,208,25-29,18,Fatal
2001,KSP Warszawa,81,25-29,3,Fatal
2001,Polska,4971,25-29,342,Fatal
2002,KWP Wrocław,347,25-29,27,Fatal
2002,KWP Bydgoszcz,216,25-29,20,Fatal
2002,KWP Lublin,288,25-29,16,Fatal
2002,KWP Gorzów Wielk.,194,25-29,21,Fatal
2002,KWP Łódź,338,25-29,25,Fatal
2002,KWP Kraków,542,25-29,29,Fatal
2002,KWP Radom,369,25-29,25,Fatal
2002,KWP Opole,134,25-29,7,Fatal
2002,KWP Rzeszów,320,25-29,23,Fatal
2002,KWP Białystok,198,25-29,20,Fatal
2002,KWP Gdańsk,360,25-29,29,Fatal
2002,KWP Katowice,544,25-29,41,Fatal
2002,KWP Kielce,190,25-29,11,Fatal
2002,KWP Olsztyn,228,25-29,16,Fatal
2002,KWP Poznań,506,25-29,31,Fatal
2002,KWP Szczecin,210,25-29,9,Fatal
2002,KSP Warszawa,116,25-29,7,Fatal
2002,Polska,5100,25-29,357,Fatal
2003,KWP Wrocław,375,25-29,26,Fatal
2003,KWP Bydgoszcz,183,25-29,9,Fatal
2003,KWP Lublin,355,25-29,33,Fatal
2003,KWP Gorzów Wielk.,143,25-29,10,Fatal
2003,KWP Łódź,300,25-29,18,Fatal
2003,KWP Kraków,416,25-29,28,Fatal
2003,KWP Radom,310,25-29,27,Fatal
2003,KWP Opole,128,25-29,9,Fatal
2003,KWP Rzeszów,229,25-29,17,Fatal
2003,KWP Białystok,217,25-29,16,Fatal
2003,KWP Gdańsk,296,25-29,24,Fatal
2003,KWP Katowice,522,25-29,41,Fatal
2003,KWP Kielce,169,25-29,14,Fatal
2003,KWP Olsztyn,199,25-29,15,Fatal
2003,KWP Poznań,406,25-29,28,Fatal
2003,KWP Szczecin,219,25-29,12,Fatal
2003,KSP Warszawa,167,25-29,13,Fatal
2003,Polska,4634,25-29,340,Fatal
2004,KWP Wrocław,397,25-29,42,Fatal
2004,KWP Bydgoszcz,325,25-29,22,Fatal
2004,KWP Lublin,342,25-29,22,Fatal
2004,KWP Gorzów Wielk.,155,25-29,15,Fatal
2004,KWP Łódź,338,25-29,12,Fatal
2004,KWP Kraków,441,25-29,25,Fatal
2004,KWP Radom,312,25-29,23,Fatal
2004,KWP Opole,148,25-29,13,Fatal
2004,KWP Rzeszów,212,25-29,15,Fatal
2004,KWP Białystok,180,25-29,17,Fatal
2004,KWP Gdańsk,261,25-29,18,Fatal
2004,KWP Katowice,486,25-29,43,Fatal
2004,KWP Kielce,215,25-29,15,Fatal
2004,KWP Olsztyn,219,25-29,22,Fatal
2004,KWP Poznań,424,25-29,24,Fatal
2004,KWP Szczecin,197,25-29,10,Fatal
2004,KSP Warszawa,241,25-29,15,Fatal
2004,Polska,4893,25-29,353,Fatal
2005,KWP Wrocław,306,25-29,13,Fatal
2005,KWP Bydgoszcz,277,25-29,23,Fatal
2005,KWP Lublin,309,25-29,23,Fatal
2005,KWP Gorzów Wielk.,142,25-29,21,Fatal
2005,KWP Łódź,313,25-29,31,Fatal
2005,KWP Kraków,411,25-29,30,Fatal
2005,KWP Radom,341,25-29,19,Fatal
2005,KWP Opole,111,25-29,10,Fatal
2005,KWP Rzeszów,223,25-29,15,Fatal
2005,KWP Białystok,181,25-29,16,Fatal
2005,KWP Gdańsk,290,25-29,20,Fatal
2005,KWP Katowice,505,25-29,51,Fatal
2005,KWP Kielce,157,25-29,12,Fatal
2005,KWP Olsztyn,205,25-29,12,Fatal
2005,KWP Poznań,416,25-29,29,Fatal
2005,KWP Szczecin,209,25-29,19,Fatal
2005,KSP Warszawa,225,25-29,12,Fatal
2005,Polska,4621,25-29,356,Fatal
2006,KWP Wrocław,289,25-29,20,Fatal
2006,KWP Bydgoszcz,225,25-29,15,Fatal
2006,KWP Lublin,276,25-29,19,Fatal
2006,KWP Gorzów Wielk.,160,25-29,10,Fatal
2006,KWP Łódź,314,25-29,25,Fatal
2006,KWP Kraków,317,25-29,30,Fatal
2006,KWP Radom,277,25-29,19,Fatal
2006,KWP Opole,107,25-29,9,Fatal
2006,KWP Rzeszów,216,25-29,18,Fatal
2006,KWP Białystok,129,25-29,6,Fatal
2006,KWP Gdańsk,292,25-29,14,Fatal
2006,KWP Katowice,448,25-29,32,Fatal
2006,KWP Kielce,173,25-29,10,Fatal
2006,KWP Olsztyn,186,25-29,9,Fatal
2006,KWP Poznań,348,25-29,18,Fatal
2006,KWP Szczecin,165,25-29,15,Fatal
2006,KSP Warszawa,168,25-29,13,Fatal
2006,Polska,4090,25-29,282,Fatal
2007,KWP Wrocław,239,25-29,29,Fatal
2007,KWP Bydgoszcz,215,25-29,12,Fatal
2007,KWP Lublin,231,25-29,14,Fatal
2007,KWP Gorzów Wielk.,152,25-29,8,Fatal
2007,KWP Łódź,297,25-29,19,Fatal
2007,KWP Kraków,253,25-29,17,Fatal
2007,KWP Radom,264,25-29,19,Fatal
2007,KWP Opole,88,25-29,4,Fatal
2007,KWP Rzeszów,145,25-29,13,Fatal
2007,KWP Białystok,160,25-29,11,Fatal
2007,KWP Gdańsk,208,25-29,13,Fatal
2007,KWP Katowice,346,25-29,24,Fatal
2007,KWP Kielce,123,25-29,10,Fatal
2007,KWP Olsztyn,157,25-29,10,Fatal
2007,KWP Poznań,360,25-29,24,Fatal
2007,KWP Szczecin,138,25-29,11,Fatal
2007,KSP Warszawa,154,25-29,11,Fatal
2007,Polska,3530,25-29,249,Fatal
2008,KWP Wrocław,272,25-29,20,Fatal
2008,KWP Bydgoszcz,269,25-29,18,Fatal
2008,KWP Lublin,299,25-29,27,Fatal
2008,KWP Gorzów Wielk.,129,25-29,5,Fatal
2008,KWP Łódź,301,25-29,15,Fatal
2008,KWP Kraków,302,25-29,26,Fatal
2008,KWP Radom,435,25-29,41,Fatal
2008,KWP Opole,85,25-29,5,Fatal
2008,KWP Rzeszów,162,25-29,12,Fatal
2008,KWP Białystok,182,25-29,15,Fatal
2008,KWP Gdańsk,228,25-29,13,Fatal
2008,KWP Katowice,368,25-29,44,Fatal
2008,KWP Kielce,119,25-29,12,Fatal
2008,KWP Olsztyn,178,25-29,13,Fatal
2008,KWP Poznań,296,25-29,18,Fatal
2008,KWP Szczecin,152,25-29,18,Fatal
2008,KSP Warszawa,187,25-29,19,Fatal
2008,Polska,3964,25-29,321,Fatal
2009,KWP Wrocław,248,25-29,25,Fatal
2009,KWP Bydgoszcz,276,25-29,16,Fatal
2009,KWP Lublin,309,25-29,25,Fatal
2009,KWP Gorzów Wielk.,170,25-29,13,Fatal
2009,KWP Łódź,369,25-29,29,Fatal
2009,KWP Kraków,363,25-29,26,Fatal
2009,KWP Radom,385,25-29,29,Fatal
2009,KWP Opole,116,25-29,4,Fatal
2009,KWP Rzeszów,176,25-29,6,Fatal
2009,KWP Białystok,173,25-29,13,Fatal
2009,KWP Gdańsk,260,25-29,16,Fatal
2009,KWP Katowice,468,25-29,21,Fatal
2009,KWP Kielce,127,25-29,6,Fatal
2009,KWP Olsztyn,188,25-29,14,Fatal
2009,KWP Poznań,380,25-29,13,Fatal
2009,KWP Szczecin,168,25-29,19,Fatal
2009,KSP Warszawa,208,25-29,16,Fatal
2009,Polska,4384,25-29,291,Fatal
2010,KWP Wrocław,241,25-29,25,Fatal
2010,KWP Bydgoszcz,252,25-29,24,Fatal
2010,KWP Lublin,285,25-29,24,Fatal
2010,KWP Gorzów Wielk.,129,25-29,4,Fatal
2010,KWP Łódź,334,25-29,24,Fatal
2010,KWP Kraków,349,25-29,33,Fatal
2010,KWP Radom,354,25-29,26,Fatal
2010,KWP Opole,94,25-29,4,Fatal
2010,KWP Rzeszów,191,25-29,13,Fatal
2010,KWP Białystok,168,25-29,12,Fatal
2010,KWP Gdańsk,207,25-29,11,Fatal
2010,KWP Katowice,468,25-29,36,Fatal
2010,KWP Kielce,184,25-29,21,Fatal
2010,KWP Olsztyn,197,25-29,13,Fatal
2010,KWP Poznań,308,25-29,15,Fatal
2010,KWP Szczecin,136,25-29,11,Fatal
2010,KSP Warszawa,190,25-29,14,Fatal
2010,Polska,4087,25-29,310,Fatal
2011,KWP Wrocław,208,25-29,12,Fatal
2011,KWP Bydgoszcz,271,25-29,26,Fatal
2011,KWP Lublin,249,25-29,18,Fatal
2011,KWP Gorzów Wielk.,137,25-29,13,Fatal
2011,KWP Łódź,342,25-29,35,Fatal
2011,KWP Kraków,342,25-29,26,Fatal
2011,KWP Radom,328,25-29,25,Fatal
2011,KWP Opole,68,25-29,3,Fatal
2011,KWP Rzeszów,152,25-29,8,Fatal
2011,KWP Białystok,162,25-29,14,Fatal
2011,KWP Gdańsk,212,25-29,10,Fatal
2011,KWP Katowice,435,25-29,39,Fatal
2011,KWP Kielce,154,25-29,9,Fatal
2011,KWP Olsztyn,173,25-29,16,Fatal
2011,KWP Poznań,266,25-29,16,Fatal
2011,KWP Szczecin,155,25-29,10,Fatal
2011,KSP Warszawa,185,25-29,12,Fatal
2011,Polska,3839,25-29,292,Fatal
2012,KWP Wrocław,231,25-29,16,Fatal
2012,KWP Bydgoszcz,291,25-29,27,Fatal
2012,KWP Lublin,236,25-29,16,Fatal
2012,KWP Gorzów Wielk.,154,25-29,15,Fatal
2012,KWP Łódź,373,25-29,26,Fatal
2012,KWP Kraków,333,25-29,20,Fatal
2012,KWP Radom,323,25-29,23,Fatal
2012,KWP Opole,99,25-29,13,Fatal
2012,KWP Rzeszów,192,25-29,11,Fatal
2012,KWP Białystok,176,25-29,22,Fatal
2012,KWP Gdańsk,194,25-29,14,Fatal
2012,KWP Katowice,379,25-29,26,Fatal
2012,KWP Kielce,311,25-29,20,Fatal
2012,KWP Olsztyn,194,25-29,20,Fatal
2012,KWP Poznań,245,25-29,13,Fatal
2012,KWP Szczecin,128,25-29,6,Fatal
2012,KSP Warszawa,318,25-29,26,Fatal
2012,Polska,4177,25-29,314,Fatal
1999,KWP Wrocław,339,30-34,25,Fatal
1999,KWP Bydgoszcz,248,30-34,15,Fatal
1999,KWP Lublin,261,30-34,14,Fatal
1999,KWP Gorzów Wielk.,179,30-34,12,Fatal
1999,KWP Łódź,392,30-34,17,Fatal
1999,KWP Kraków,282,30-34,21,Fatal
1999,KWP Radom,394,30-34,27,Fatal
1999,KWP Opole,155,30-34,9,Fatal
1999,KWP Rzeszów,189,30-34,15,Fatal
1999,KWP Białystok,190,30-34,12,Fatal
1999,KWP Gdańsk,300,30-34,27,Fatal
1999,KWP Katowice,488,30-34,39,Fatal
1999,KWP Kielce,190,30-34,23,Fatal
1999,KWP Olsztyn,179,30-34,7,Fatal
1999,KWP Poznań,572,30-34,42,Fatal
1999,KWP Szczecin,236,30-34,15,Fatal
1999,KSP Warszawa,101,30-34,7,Fatal
1999,Polska,4695,30-34,327,Fatal
2000,KWP Wrocław,394,30-34,19,Fatal
2000,KWP Bydgoszcz,240,30-34,14,Fatal
2000,KWP Lublin,259,30-34,17,Fatal
2000,KWP Gorzów Wielk.,156,30-34,9,Fatal
2000,KWP Łódź,366,30-34,24,Fatal
2000,KWP Kraków,474,30-34,41,Fatal
2000,KWP Radom,408,30-34,26,Fatal
2000,KWP Opole,154,30-34,10,Fatal
2000,KWP Rzeszów,314,30-34,22,Fatal
2000,KWP Białystok,205,30-34,16,Fatal
2000,KWP Gdańsk,300,30-34,15,Fatal
2000,KWP Katowice,491,30-34,41,Fatal
2000,KWP Kielce,184,30-34,12,Fatal
2000,KWP Olsztyn,137,30-34,11,Fatal
2000,KWP Poznań,551,30-34,37,Fatal
2000,KWP Szczecin,219,30-34,19,Fatal
2000,KSP Warszawa,95,30-34,5,Fatal
2000,Polska,4947,30-34,338,Fatal
2001,KWP Wrocław,332,30-34,25,Fatal
2001,KWP Bydgoszcz,245,30-34,16,Fatal
2001,KWP Lublin,271,30-34,14,Fatal
2001,KWP Gorzów Wielk.,210,30-34,14,Fatal
2001,KWP Łódź,342,30-34,17,Fatal
2001,KWP Kraków,508,30-34,36,Fatal
2001,KWP Radom,426,30-34,38,Fatal
2001,KWP Opole,134,30-34,9,Fatal
2001,KWP Rzeszów,293,30-34,29,Fatal
2001,KWP Białystok,187,30-34,12,Fatal
2001,KWP Gdańsk,325,30-34,21,Fatal
2001,KWP Katowice,473,30-34,22,Fatal
2001,KWP Kielce,179,30-34,12,Fatal
2001,KWP Olsztyn,206,30-34,10,Fatal
2001,KWP Poznań,551,30-34,35,Fatal
2001,KWP Szczecin,208,30-34,15,Fatal
2001,KSP Warszawa,81,30-34,7,Fatal
2001,Polska,4971,30-34,332,Fatal
2002,KWP Wrocław,347,30-34,20,Fatal
2002,KWP Bydgoszcz,216,30-34,11,Fatal
2002,KWP Lublin,288,30-34,18,Fatal
2002,KWP Gorzów Wielk.,194,30-34,14,Fatal
2002,KWP Łódź,338,30-34,19,Fatal
2002,KWP Kraków,542,30-34,33,Fatal
2002,KWP Radom,369,30-34,24,Fatal
2002,KWP Opole,134,30-34,7,Fatal
2002,KWP Rzeszów,320,30-34,22,Fatal
2002,KWP Białystok,198,30-34,12,Fatal
2002,KWP Gdańsk,360,30-34,22,Fatal
2002,KWP Katowice,544,30-34,30,Fatal
2002,KWP Kielce,190,30-34,12,Fatal
2002,KWP Olsztyn,228,30-34,21,Fatal
2002,KWP Poznań,506,30-34,35,Fatal
2002,KWP Szczecin,210,30-34,17,Fatal
2002,KSP Warszawa,116,30-34,13,Fatal
2002,Polska,5100,30-34,330,Fatal
2003,KWP Wrocław,375,30-34,24,Fatal
2003,KWP Bydgoszcz,183,30-34,11,Fatal
2003,KWP Lublin,355,30-34,23,Fatal
2003,KWP Gorzów Wielk.,143,30-34,11,Fatal
2003,KWP Łódź,300,30-34,19,Fatal
2003,KWP Kraków,416,30-34,28,Fatal
2003,KWP Radom,310,30-34,25,Fatal
2003,KWP Opole,128,30-34,8,Fatal
2003,KWP Rzeszów,229,30-34,15,Fatal
2003,KWP Białystok,217,30-34,16,Fatal
2003,KWP Gdańsk,296,30-34,22,Fatal
2003,KWP Katowice,522,30-34,27,Fatal
2003,KWP Kielce,169,30-34,23,Fatal
2003,KWP Olsztyn,199,30-34,17,Fatal
2003,KWP Poznań,406,30-34,23,Fatal
2003,KWP Szczecin,219,30-34,19,Fatal
2003,KSP Warszawa,167,30-34,10,Fatal
2003,Polska,4634,30-34,321,Fatal
2004,KWP Wrocław,397,30-34,24,Fatal
2004,KWP Bydgoszcz,325,30-34,18,Fatal
2004,KWP Lublin,342,30-34,26,Fatal
2004,KWP Gorzów Wielk.,155,30-34,6,Fatal
2004,KWP Łódź,338,30-34,19,Fatal
2004,KWP Kraków,441,30-34,28,Fatal
2004,KWP Radom,312,30-34,23,Fatal
2004,KWP Opole,148,30-34,8,Fatal
2004,KWP Rzeszów,212,30-34,22,Fatal
2004,KWP Białystok,180,30-34,13,Fatal
2004,KWP Gdańsk,261,30-34,18,Fatal
2004,KWP Katowice,486,30-34,28,Fatal
2004,KWP Kielce,215,30-34,13,Fatal
2004,KWP Olsztyn,219,30-34,15,Fatal
2004,KWP Poznań,424,30-34,19,Fatal
2004,KWP Szczecin,197,30-34,17,Fatal
2004,KSP Warszawa,241,30-34,27,Fatal
2004,Polska,4893,30-34,324,Fatal
2005,KWP Wrocław,306,30-34,21,Fatal
2005,KWP Bydgoszcz,277,30-34,21,Fatal
2005,KWP Lublin,309,30-34,21,Fatal
2005,KWP Gorzów Wielk.,142,30-34,12,Fatal
2005,KWP Łódź,313,30-34,20,Fatal
2005,KWP Kraków,411,30-34,25,Fatal
2005,KWP Radom,341,30-34,26,Fatal
2005,KWP Opole,111,30-34,5,Fatal
2005,KWP Rzeszów,223,30-34,16,Fatal
2005,KWP Białystok,181,30-34,11,Fatal
2005,KWP Gdańsk,290,30-34,18,Fatal
2005,KWP Katowice,505,30-34,26,Fatal
2005,KWP Kielce,157,30-34,13,Fatal
2005,KWP Olsztyn,205,30-34,14,Fatal
2005,KWP Poznań,416,30-34,37,Fatal
2005,KWP Szczecin,209,30-34,12,Fatal
2005,KSP Warszawa,225,30-34,26,Fatal
2005,Polska,4621,30-34,324,Fatal
2006,KWP Wrocław,289,30-34,35,Fatal
2006,KWP Bydgoszcz,225,30-34,16,Fatal
2006,KWP Lublin,276,30-34,12,Fatal
2006,KWP Gorzów Wielk.,160,30-34,11,Fatal
2006,KWP Łódź,314,30-34,20,Fatal
2006,KWP Kraków,317,30-34,22,Fatal
2006,KWP Radom,277,30-34,19,Fatal
2006,KWP Opole,107,30-34,9,Fatal
2006,KWP Rzeszów,216,30-34,17,Fatal
2006,KWP Białystok,129,30-34,9,Fatal
2006,KWP Gdańsk,292,30-34,19,Fatal
2006,KWP Katowice,448,30-34,33,Fatal
2006,KWP Kielce,173,30-34,9,Fatal
2006,KWP Olsztyn,186,30-34,14,Fatal
2006,KWP Poznań,348,30-34,16,Fatal
2006,KWP Szczecin,165,30-34,16,Fatal
2006,KSP Warszawa,168,30-34,15,Fatal
2006,Polska,4090,30-34,292,Fatal
2007,KWP Wrocław,239,30-34,18,Fatal
2007,KWP Bydgoszcz,215,30-34,12,Fatal
2007,KWP Lublin,231,30-34,15,Fatal
2007,KWP Gorzów Wielk.,152,30-34,11,Fatal
2007,KWP Łódź,297,30-34,24,Fatal
2007,KWP Kraków,253,30-34,14,Fatal
2007,KWP Radom,264,30-34,19,Fatal
2007,KWP Opole,88,30-34,7,Fatal
2007,KWP Rzeszów,145,30-34,10,Fatal
2007,KWP Białystok,160,30-34,7,Fatal
2007,KWP Gdańsk,208,30-34,9,Fatal
2007,KWP Katowice,346,30-34,26,Fatal
2007,KWP Kielce,123,30-34,9,Fatal
2007,KWP Olsztyn,157,30-34,13,Fatal
2007,KWP Poznań,360,30-34,27,Fatal
2007,KWP Szczecin,138,30-34,12,Fatal
2007,KSP Warszawa,154,30-34,15,Fatal
2007,Polska,3530,30-34,248,Fatal
2008,KWP Wrocław,272,30-34,20,Fatal
2008,KWP Bydgoszcz,269,30-34,24,Fatal
2008,KWP Lublin,299,30-34,28,Fatal
2008,KWP Gorzów Wielk.,129,30-34,8,Fatal
2008,KWP Łódź,301,30-34,9,Fatal
2008,KWP Kraków,302,30-34,22,Fatal
2008,KWP Radom,435,30-34,31,Fatal
2008,KWP Opole,85,30-34,5,Fatal
2008,KWP Rzeszów,162,30-34,11,Fatal
2008,KWP Białystok,182,30-34,10,Fatal
2008,KWP Gdańsk,228,30-34,18,Fatal
2008,KWP Katowice,368,30-34,22,Fatal
2008,KWP Kielce,119,30-34,7,Fatal
2008,KWP Olsztyn,178,30-34,13,Fatal
2008,KWP Poznań,296,30-34,31,Fatal
2008,KWP Szczecin,152,30-34,15,Fatal
2008,KSP Warszawa,187,30-34,13,Fatal
2008,Polska,3964,30-34,287,Fatal
2009,KWP Wrocław,248,30-34,16,Fatal
2009,KWP Bydgoszcz,276,30-34,20,Fatal
2009,KWP Lublin,309,30-34,27,Fatal
2009,KWP Gorzów Wielk.,170,30-34,9,Fatal
2009,KWP Łódź,369,30-34,24,Fatal
2009,KWP Kraków,363,30-34,28,Fatal
2009,KWP Radom,385,30-34,28,Fatal
2009,KWP Opole,116,30-34,9,Fatal
2009,KWP Rzeszów,176,30-34,8,Fatal
2009,KWP Białystok,173,30-34,10,Fatal
2009,KWP Gdańsk,260,30-34,17,Fatal
2009,KWP Katowice,468,30-34,40,Fatal
2009,KWP Kielce,127,30-34,5,Fatal
2009,KWP Olsztyn,188,30-34,14,Fatal
2009,KWP Poznań,380,30-34,30,Fatal
2009,KWP Szczecin,168,30-34,11,Fatal
2009,KSP Warszawa,208,30-34,13,Fatal
2009,Polska,4384,30-34,309,Fatal
2010,KWP Wrocław,241,30-34,16,Fatal
2010,KWP Bydgoszcz,252,30-34,22,Fatal
2010,KWP Lublin,285,30-34,17,Fatal
2010,KWP Gorzów Wielk.,129,30-34,7,Fatal
2010,KWP Łódź,334,30-34,26,Fatal
2010,KWP Kraków,349,30-34,26,Fatal
2010,KWP Radom,354,30-34,15,Fatal
2010,KWP Opole,94,30-34,6,Fatal
2010,KWP Rzeszów,191,30-34,11,Fatal
2010,KWP Białystok,168,30-34,12,Fatal
2010,KWP Gdańsk,207,30-34,18,Fatal
2010,KWP Katowice,468,30-34,32,Fatal
2010,KWP Kielce,184,30-34,10,Fatal
2010,KWP Olsztyn,197,30-34,14,Fatal
2010,KWP Poznań,308,30-34,31,Fatal
2010,KWP Szczecin,136,30-34,9,Fatal
2010,KSP Warszawa,190,30-34,18,Fatal
2010,Polska,4087,30-34,290,Fatal
2011,KWP Wrocław,208,30-34,16,Fatal
2011,KWP Bydgoszcz,271,30-34,17,Fatal
2011,KWP Lublin,249,30-34,20,Fatal
2011,KWP Gorzów Wielk.,137,30-34,15,Fatal
2011,KWP Łódź,342,30-34,28,Fatal
2011,KWP Kraków,342,30-34,26,Fatal
2011,KWP Radom,328,30-34,21,Fatal
2011,KWP Opole,68,30-34,3,Fatal
2011,KWP Rzeszów,152,30-34,9,Fatal
2011,KWP Białystok,162,30-34,14,Fatal
2011,KWP Gdańsk,212,30-34,19,Fatal
2011,KWP Katowice,435,30-34,38,Fatal
2011,KWP Kielce,154,30-34,10,Fatal
2011,KWP Olsztyn,173,30-34,13,Fatal
2011,KWP Poznań,266,30-34,22,Fatal
2011,KWP Szczecin,155,30-34,7,Fatal
2011,KSP Warszawa,185,30-34,15,Fatal
2011,Polska,3839,30-34,293,Fatal
2012,KWP Wrocław,231,30-34,16,Fatal
2012,KWP Bydgoszcz,291,30-34,26,Fatal
2012,KWP Lublin,236,30-34,20,Fatal
2012,KWP Gorzów Wielk.,154,30-34,7,Fatal
2012,KWP Łódź,373,30-34,32,Fatal
2012,KWP Kraków,333,30-34,26,Fatal
2012,KWP Radom,323,30-34,33,Fatal
2012,KWP Opole,99,30-34,4,Fatal
2012,KWP Rzeszów,192,30-34,14,Fatal
2012,KWP Białystok,176,30-34,16,Fatal
2012,KWP Gdańsk,194,30-34,23,Fatal
2012,KWP Katowice,379,30-34,33,Fatal
2012,KWP Kielce,311,30-34,26,Fatal
2012,KWP Olsztyn,194,30-34,16,Fatal
2012,KWP Poznań,245,30-34,14,Fatal
2012,KWP Szczecin,128,30-34,8,Fatal
2012,KSP Warszawa,318,30-34,23,Fatal
2012,Polska,4177,30-34,337,Fatal
1999,KWP Wrocław,339,35-39,35,Fatal
1999,KWP Bydgoszcz,248,35-39,31,Fatal
1999,KWP Lublin,261,35-39,19,Fatal
1999,KWP Gorzów Wielk.,179,35-39,22,Fatal
1999,KWP Łódź,392,35-39,34,Fatal
1999,KWP Kraków,282,35-39,22,Fatal
1999,KWP Radom,394,35-39,42,Fatal
1999,KWP Opole,155,35-39,19,Fatal
1999,KWP Rzeszów,189,35-39,17,Fatal
1999,KWP Białystok,190,35-39,13,Fatal
1999,KWP Gdańsk,300,35-39,32,Fatal
1999,KWP Katowice,488,35-39,51,Fatal
1999,KWP Kielce,190,35-39,23,Fatal
1999,KWP Olsztyn,179,35-39,11,Fatal
1999,KWP Poznań,572,35-39,54,Fatal
1999,KWP Szczecin,236,35-39,26,Fatal
1999,KSP Warszawa,101,35-39,5,Fatal
1999,Polska,4695,35-39,456,Fatal
2000,KWP Wrocław,394,35-39,31,Fatal
2000,KWP Bydgoszcz,240,35-39,22,Fatal
2000,KWP Lublin,259,35-39,24,Fatal
2000,KWP Gorzów Wielk.,156,35-39,16,Fatal
2000,KWP Łódź,366,35-39,31,Fatal
2000,KWP Kraków,474,35-39,43,Fatal
2000,KWP Radom,408,35-39,39,Fatal
2000,KWP Opole,154,35-39,11,Fatal
2000,KWP Rzeszów,314,35-39,25,Fatal
2000,KWP Białystok,205,35-39,22,Fatal
2000,KWP Gdańsk,300,35-39,25,Fatal
2000,KWP Katowice,491,35-39,43,Fatal
2000,KWP Kielce,184,35-39,11,Fatal
2000,KWP Olsztyn,137,35-39,14,Fatal
2000,KWP Poznań,551,35-39,51,Fatal
2000,KWP Szczecin,219,35-39,24,Fatal
2000,KSP Warszawa,95,35-39,8,Fatal
2000,Polska,4947,35-39,440,Fatal
2001,KWP Wrocław,332,35-39,31,Fatal
2001,KWP Bydgoszcz,245,35-39,23,Fatal
2001,KWP Lublin,271,35-39,15,Fatal
2001,KWP Gorzów Wielk.,210,35-39,19,Fatal
2001,KWP Łódź,342,35-39,30,Fatal
2001,KWP Kraków,508,35-39,40,Fatal
2001,KWP Radom,426,35-39,35,Fatal
2001,KWP Opole,134,35-39,12,Fatal
2001,KWP Rzeszów,293,35-39,21,Fatal
2001,KWP Białystok,187,35-39,17,Fatal
2001,KWP Gdańsk,325,35-39,29,Fatal
2001,KWP Katowice,473,35-39,37,Fatal
2001,KWP Kielce,179,35-39,14,Fatal
2001,KWP Olsztyn,206,35-39,21,Fatal
2001,KWP Poznań,551,35-39,46,Fatal
2001,KWP Szczecin,208,35-39,14,Fatal
2001,KSP Warszawa,81,35-39,5,Fatal
2001,Polska,4971,35-39,409,Fatal
2002,KWP Wrocław,347,35-39,23,Fatal
2002,KWP Bydgoszcz,216,35-39,17,Fatal
2002,KWP Lublin,288,35-39,30,Fatal
2002,KWP Gorzów Wielk.,194,35-39,16,Fatal
2002,KWP Łódź,338,35-39,33,Fatal
2002,KWP Kraków,542,35-39,32,Fatal
2002,KWP Radom,369,35-39,32,Fatal
2002,KWP Opole,134,35-39,7,Fatal
2002,KWP Rzeszów,320,35-39,23,Fatal
2002,KWP Białystok,198,35-39,15,Fatal
2002,KWP Gdańsk,360,35-39,30,Fatal
2002,KWP Katowice,544,35-39,41,Fatal
2002,KWP Kielce,190,35-39,22,Fatal
2002,KWP Olsztyn,228,35-39,21,Fatal
2002,KWP Poznań,506,35-39,40,Fatal
2002,KWP Szczecin,210,35-39,18,Fatal
2002,KSP Warszawa,116,35-39,8,Fatal
2002,Polska,5100,35-39,408,Fatal
2003,KWP Wrocław,375,35-39,31,Fatal
2003,KWP Bydgoszcz,183,35-39,12,Fatal
2003,KWP Lublin,355,35-39,26,Fatal
2003,KWP Gorzów Wielk.,143,35-39,10,Fatal
2003,KWP Łódź,300,35-39,18,Fatal
2003,KWP Kraków,416,35-39,25,Fatal
2003,KWP Radom,310,35-39,21,Fatal
2003,KWP Opole,128,35-39,10,Fatal
2003,KWP Rzeszów,229,35-39,22,Fatal
2003,KWP Białystok,217,35-39,16,Fatal
2003,KWP Gdańsk,296,35-39,30,Fatal
2003,KWP Katowice,522,35-39,49,Fatal
2003,KWP Kielce,169,35-39,9,Fatal
2003,KWP Olsztyn,199,35-39,18,Fatal
2003,KWP Poznań,406,35-39,33,Fatal
2003,KWP Szczecin,219,35-39,20,Fatal
2003,KSP Warszawa,167,35-39,10,Fatal
2003,Polska,4634,35-39,360,Fatal
2004,KWP Wrocław,397,35-39,22,Fatal
2004,KWP Bydgoszcz,325,35-39,28,Fatal
2004,KWP Lublin,342,35-39,21,Fatal
2004,KWP Gorzów Wielk.,155,35-39,6,Fatal
2004,KWP Łódź,338,35-39,19,Fatal
