year,garnizon,place,suicides,outcome
2017,Gorzów Wlkp.,river/lake,0,Fatal
2017,Gorzów Wlkp.,railway,3,Fatal
2017,Gorzów Wlkp.,farm building,13,Fatal
2017,Gorzów Wlkp.,workplace,1,Fatal
2017,Gorzów Wlkp.,school,0,Fatal
2017,Katowice,street,25,Fatal
2017,Katowice,legal_isolation,0,Fatal
2017,Katowice,apartment,285,Fatal
2017,Katowice,park/forest,71,Fatal
2017,Katowice,garage/basement/attic,95,Fatal
2017,Katowice,medical facility,12,Fatal
2017,Katowice,military area,0,Fatal
2017,Katowice,river/lake,4,Fatal
2017,Katowice,railway,17,Fatal
2017,Katowice,farm building,33,Fatal
2017,Katowice,workplace,6,Fatal
2017,Katowice,school,1,Fatal
2017,Kielce,street,3,Fatal
2017,Kielce,legal_isolation,0,Fatal
2017,Kielce,apartment,83,Fatal
2017,Kielce,park/forest,21,Fatal
2017,Kielce,garage/basement/attic,30,Fatal
2017,Kielce,medical facility,0,Fatal
2017,Kielce,military area,0,Fatal
2017,Kielce,river/lake,0,Fatal
2017,Kielce,railway,1,Fatal
2017,Kielce,farm building,40,Fatal
2017,Kielce,workplace,1,Fatal
2017,Kielce,school,0,Fatal
2017,Kraków,street,11,Fatal
2017,Kraków,legal_isolation,1,Fatal
2017,Kraków,apartment,171,Fatal
2017,Kraków,park/forest,39,Fatal
2017,Kraków,garage/basement/attic,55,Fatal
2017,Kraków,medical facility,6,Fatal
2017,Kraków,military area,0,Fatal
2017,Kraków,river/lake,10,Fatal
2017,Kraków,railway,7,Fatal
2017,Kraków,farm building,68,Fatal
2017,Kraków,workplace,3,Fatal
2017,Kraków,school,0,Fatal
2017,Łódź,street,16,Fatal
2017,Łódź,legal_isolation,1,Fatal
2017,Łódź,apartment,165,Fatal
2017,Łódź,park/forest,30,Fatal
2017,Łódź,garage/basement/attic,54,Fatal
2017,Łódź,medical facility,2,Fatal
2017,Łódź,military area,0,Fatal
2017,Łódź,river/lake,1,Fatal
2017,Łódź,railway,6,Fatal
2017,Łódź,farm building,62,Fatal
2017,Łódź,workplace,1,Fatal
2017,Łódź,school,1,Fatal
2017,Lublin,street,6,Fatal
2017,Lublin,legal_isolation,0,Fatal
2017,Lublin,apartment,129,Fatal
2017,Lublin,park/forest,34,Fatal
2017,Lublin,garage/basement/attic,28,Fatal
2017,Lublin,medical facility,6,Fatal
2017,Lublin,military area,0,Fatal
2017,Lublin,river/lake,3,Fatal
2017,Lublin,railway,7,Fatal
2017,Lublin,farm building,78,Fatal
2017,Lublin,workplace,2,Fatal
2017,Lublin,school,1,Fatal
2017,Olsztyn,street,5,Fatal
2017,Olsztyn,legal_isolation,2,Fatal
2017,Olsztyn,apartment,98,Fatal
2017,Olsztyn,park/forest,32,Fatal
2017,Olsztyn,garage/basement/attic,25,Fatal
2017,Olsztyn,medical facility,3,Fatal
2017,Olsztyn,military area,0,Fatal
2017,Olsztyn,river/lake,1,Fatal
2017,Olsztyn,railway,2,Fatal
2017,Olsztyn,farm building,33,Fatal
2017,Olsztyn,workplace,3,Fatal
2017,Olsztyn,school,0,Fatal
2017,Opole,street,2,Fatal
2017,Opole,legal_isolation,0,Fatal
2017,Opole,apartment,50,Fatal
2017,Opole,park/forest,13,Fatal
2017,Opole,garage/basement/attic,15,Fatal
2017,Opole,medical facility,3,Fatal
2017,Opole,military area,0,Fatal
2017,Opole,river/lake,4,Fatal
2017,Opole,railway,2,Fatal
2017,Opole,farm building,24,Fatal
2017,Opole,workplace,0,Fatal
2017,Opole,school,0,Fatal
2017,Poznań,street,5,Fatal
2017,Poznań,legal_isolation,1,Fatal
2017,Poznań,apartment,147,Fatal
2017,Poznań,park/forest,34,Fatal
2017,Poznań,garage/basement/attic,70,Fatal
2017,Poznań,medical facility,5,Fatal
2017,Poznań,military area,0,Fatal
2017,Poznań,river/lake,4,Fatal
2017,Poznań,railway,30,Fatal
2017,Poznań,farm building,70,Fatal
2017,Poznań,workplace,3,Fatal
2017,Poznań,school,0,Fatal
2017,Rzeszów,street,8,Fatal
2017,Rzeszów,legal_isolation,0,Fatal
2017,Rzeszów,apartment,109,Fatal
2017,Rzeszów,park/forest,31,Fatal
2017,Rzeszów,garage/basement/attic,35,Fatal
2017,Rzeszów,medical facility,3,Fatal
2017,Rzeszów,military area,0,Fatal
2017,Rzeszów,river/lake,2,Fatal
2017,Rzeszów,railway,3,Fatal
2017,Rzeszów,farm building,63,Fatal
2017,Rzeszów,workplace,2,Fatal
2017,Rzeszów,school,0,Fatal
2017,Szczecin,street,7,Fatal
2017,Szczecin,legal_isolation,2,Fatal
2017,Szczecin,apartment,116,Fatal
2017,Szczecin,park/forest,14,Fatal
2017,Szczecin,garage/basement/attic,32,Fatal
2017,Szczecin,medical facility,0,Fatal
2017,Szczecin,military area,0,Fatal
2017,Szczecin,river/lake,2,Fatal
2017,Szczecin,railway,8,Fatal
2017,Szczecin,farm building,26,Fatal
2017,Szczecin,workplace,5,Fatal
2017,Szczecin,school,1,Fatal
2017,Warszawa,street,24,Fatal
2017,Warszawa,legal_isolation,4,Fatal
2017,Warszawa,apartment,174,Fatal
2017,Warszawa,park/forest,32,Fatal
2017,Warszawa,garage/basement/attic,32,Fatal
2017,Warszawa,medical facility,8,Fatal
2017,Warszawa,military area,0,Fatal
2017,Warszawa,river/lake,1,Fatal
2017,Warszawa,railway,5,Fatal
2017,Warszawa,farm building,27,Fatal
2017,Warszawa,workplace,5,Fatal
2017,Warszawa,school,0,Fatal
2017,Radom,street,5,Fatal
2017,Radom,legal_isolation,2,Fatal
2017,Radom,apartment,140,Fatal
2017,Radom,park/forest,34,Fatal
2017,Radom,garage/basement/attic,56,Fatal
2017,Radom,medical facility,1,Fatal
2017,Radom,military area,1,Fatal
2017,Radom,river/lake,5,Fatal
2017,Radom,railway,4,Fatal
2017,Radom,farm building,86,Fatal
2017,Radom,workplace,1,Fatal
2017,Radom,school,3,Fatal
2017,Wrocław,street,13,Fatal
2017,Wrocław,legal_isolation,1,Fatal
2017,Wrocław,apartment,229,Fatal
2017,Wrocław,park/forest,40,Fatal
2017,Wrocław,garage/basement/attic,52,Fatal
2017,Wrocław,medical facility,8,Fatal
2017,Wrocław,military area,1,Fatal
2017,Wrocław,river/lake,4,Fatal
2017,Wrocław,railway,11,Fatal
2017,Wrocław,farm building,31,Fatal
2017,Wrocław,workplace,3,Fatal
2017,Wrocław,school,0,Fatal
2018,Bydgoszcz,street,12,Fatal
2018,Bydgoszcz,legal_isolation,1,Fatal
2018,Bydgoszcz,apartment,123,Fatal
2018,Bydgoszcz,park/forest,27,Fatal
2018,Bydgoszcz,garage/basement/attic,46,Fatal
2018,Bydgoszcz,medical facility,5,Fatal
2018,Bydgoszcz,military area,0,Fatal
2018,Bydgoszcz,river/lake,6,Fatal
2018,Bydgoszcz,railway,9,Fatal
2018,Bydgoszcz,farm building,30,Fatal
2018,Bydgoszcz,workplace,2,Fatal
2018,Bydgoszcz,school,0,Fatal
2018,Białystok,street,3,Fatal
2018,Białystok,legal_isolation,1,Fatal
2018,Białystok,apartment,54,Fatal
2018,Białystok,park/forest,17,Fatal
2018,Białystok,garage/basement/attic,14,Fatal
2018,Białystok,medical facility,2,Fatal
2018,Białystok,military area,0,Fatal
2018,Białystok,river/lake,2,Fatal
2018,Białystok,railway,1,Fatal
2018,Białystok,farm building,30,Fatal
2018,Białystok,workplace,0,Fatal
2018,Białystok,school,0,Fatal
2018,Gdańsk,street,9,Fatal
2018,Gdańsk,legal_isolation,3,Fatal
2018,Gdańsk,apartment,118,Fatal
2018,Gdańsk,park/forest,33,Fatal
2018,Gdańsk,garage/basement/attic,40,Fatal
2018,Gdańsk,medical facility,3,Fatal
2018,Gdańsk,military area,0,Fatal
2018,Gdańsk,river/lake,5,Fatal
2018,Gdańsk,railway,6,Fatal
2018,Gdańsk,farm building,25,Fatal
2018,Gdańsk,workplace,3,Fatal
2018,Gdańsk,school,1,Fatal
2018,Gorzów Wlkp.,street,2,Fatal
2018,Gorzów Wlkp.,legal_isolation,2,Fatal
2018,Gorzów Wlkp.,apartment,70,Fatal
2018,Gorzów Wlkp.,park/forest,18,Fatal
2018,Gorzów Wlkp.,garage/basement/attic,26,Fatal
2018,Gorzów Wlkp.,medical facility,2,Fatal
2018,Gorzów Wlkp.,military area,0,Fatal
2018,Gorzów Wlkp.,river/lake,0,Fatal
2018,Gorzów Wlkp.,railway,3,Fatal
2018,Gorzów Wlkp.,farm building,20,Fatal
2018,Gorzów Wlkp.,workplace,1,Fatal
2018,Gorzów Wlkp.,school,0,Fatal
2018,Katowice,street,28,Fatal
2018,Katowice,legal_isolation,2,Fatal
2018,Katowice,apartment,289,Fatal
2018,Katowice,park/forest,54,Fatal
2018,Katowice,garage/basement/attic,76,Fatal
2018,Katowice,medical facility,8,Fatal
2018,Katowice,military area,0,Fatal
2018,Katowice,river/lake,1,Fatal
2018,Katowice,railway,12,Fatal
2018,Katowice,farm building,46,Fatal
2018,Katowice,workplace,5,Fatal
2018,Katowice,school,1,Fatal
2018,Kielce,street,6,Fatal
2018,Kielce,legal_isolation,1,Fatal
2018,Kielce,apartment,74,Fatal
2018,Kielce,park/forest,15,Fatal
2018,Kielce,garage/basement/attic,27,Fatal
2018,Kielce,medical facility,2,Fatal
2018,Kielce,military area,0,Fatal
2018,Kielce,river/lake,0,Fatal
2018,Kielce,railway,4,Fatal
2018,Kielce,farm building,31,Fatal
2018,Kielce,workplace,0,Fatal
2018,Kielce,school,0,Fatal
2018,Kraków,street,18,Fatal
2018,Kraków,legal_isolation,0,Fatal
2018,Kraków,apartment,158,Fatal
2018,Kraków,park/forest,44,Fatal
2018,Kraków,garage/basement/attic,41,Fatal
2018,Kraków,medical facility,7,Fatal
2018,Kraków,military area,0,Fatal
2018,Kraków,river/lake,3,Fatal
2018,Kraków,railway,7,Fatal
2018,Kraków,farm building,62,Fatal
2018,Kraków,workplace,5,Fatal
2018,Kraków,school,0,Fatal
2018,Łódź,street,14,Fatal
2018,Łódź,legal_isolation,0,Fatal
2018,Łódź,apartment,157,Fatal
2018,Łódź,park/forest,51,Fatal
2018,Łódź,garage/basement/attic,47,Fatal
2018,Łódź,medical facility,3,Fatal
2018,Łódź,military area,0,Fatal
2018,Łódź,river/lake,0,Fatal
2018,Łódź,railway,9,Fatal
2018,Łódź,farm building,58,Fatal
2018,Łódź,workplace,3,Fatal
2018,Łódź,school,1,Fatal
2018,Lublin,street,4,Fatal
2018,Lublin,legal_isolation,0,Fatal
2018,Lublin,apartment,112,Fatal
2018,Lublin,park/forest,31,Fatal
2018,Lublin,garage/basement/attic,51,Fatal
2018,Lublin,medical facility,6,Fatal
2018,Lublin,military area,0,Fatal
2018,Lublin,river/lake,2,Fatal
2018,Lublin,railway,10,Fatal
2018,Lublin,farm building,63,Fatal
2018,Lublin,workplace,1,Fatal
2018,Lublin,school,1,Fatal
2018,Olsztyn,street,5,Fatal
2018,Olsztyn,legal_isolation,1,Fatal
2018,Olsztyn,apartment,103,Fatal
2018,Olsztyn,park/forest,26,Fatal
2018,Olsztyn,garage/basement/attic,27,Fatal
2018,Olsztyn,medical facility,3,Fatal
2018,Olsztyn,military area,0,Fatal
2018,Olsztyn,river/lake,2,Fatal
2018,Olsztyn,railway,3,Fatal
2018,Olsztyn,farm building,26,Fatal
2018,Olsztyn,workplace,1,Fatal
2018,Olsztyn,school,0,Fatal
2018,Opole,street,0,Fatal
2018,Opole,legal_isolation,0,Fatal
2018,Opole,apartment,44,Fatal
2018,Opole,park/forest,22,Fatal
2018,Opole,garage/basement/attic,8,Fatal
2018,Opole,medical facility,3,Fatal
2018,Opole,military area,0,Fatal
2018,Opole,river/lake,1,Fatal
2018,Opole,railway,2,Fatal
2018,Opole,farm building,15,Fatal
2018,Opole,workplace,2,Fatal
2018,Opole,school,0,Fatal
2018,Poznań,street,11,Fatal
2018,Poznań,legal_isolation,2,Fatal
2018,Poznań,apartment,142,Fatal
2018,Poznań,park/forest,40,Fatal
2018,Poznań,garage/basement/attic,59,Fatal
2018,Poznań,medical facility,3,Fatal
2018,Poznań,military area,0,Fatal
2018,Poznań,river/lake,1,Fatal
2018,Poznań,railway,19,Fatal
2018,Poznań,farm building,68,Fatal
2018,Poznań,workplace,3,Fatal
2018,Poznań,school,0,Fatal
2018,Rzeszów,street,2,Fatal
2018,Rzeszów,legal_isolation,0,Fatal
2018,Rzeszów,apartment,109,Fatal
2018,Rzeszów,park/forest,27,Fatal
2018,Rzeszów,garage/basement/attic,44,Fatal
2018,Rzeszów,medical facility,3,Fatal
2018,Rzeszów,military area,0,Fatal
2018,Rzeszów,river/lake,1,Fatal
2018,Rzeszów,railway,4,Fatal
2018,Rzeszów,farm building,45,Fatal
2018,Rzeszów,workplace,2,Fatal
2018,Rzeszów,school,0,Fatal
2018,Szczecin,street,8,Fatal
2018,Szczecin,legal_isolation,2,Fatal
2018,Szczecin,apartment,107,Fatal
2018,Szczecin,park/forest,34,Fatal
2018,Szczecin,garage/basement/attic,38,Fatal
2018,Szczecin,medical facility,4,Fatal
2018,Szczecin,military area,0,Fatal
2018,Szczecin,river/lake,0,Fatal
2018,Szczecin,railway,9,Fatal
2018,Szczecin,farm building,24,Fatal
2018,Szczecin,workplace,2,Fatal
2018,Szczecin,school,1,Fatal
2018,Warszawa,street,18,Fatal
2018,Warszawa,legal_isolation,1,Fatal
2018,Warszawa,apartment,186,Fatal
2018,Warszawa,park/forest,36,Fatal
2018,Warszawa,garage/basement/attic,32,Fatal
2018,Warszawa,medical facility,3,Fatal
2018,Warszawa,military area,0,Fatal
2018,Warszawa,river/lake,2,Fatal
2018,Warszawa,railway,17,Fatal
2018,Warszawa,farm building,29,Fatal
2018,Warszawa,workplace,1,Fatal
2018,Warszawa,school,0,Fatal
2018,Radom,street,5,Fatal
2018,Radom,legal_isolation,0,Fatal
2018,Radom,apartment,147,Fatal
2018,Radom,park/forest,51,Fatal
2018,Radom,garage/basement/attic,57,Fatal
2018,Radom,medical facility,3,Fatal
2018,Radom,military area,0,Fatal
2018,Radom,river/lake,3,Fatal
2018,Radom,railway,0,Fatal
2018,Radom,farm building,77,Fatal
2018,Radom,workplace,4,Fatal
2018,Radom,school,0,Fatal
2018,Wrocław,street,15,Fatal
2018,Wrocław,legal_isolation,2,Fatal
2018,Wrocław,apartment,198,Fatal
2018,Wrocław,park/forest,60,Fatal
2018,Wrocław,garage/basement/attic,46,Fatal
2018,Wrocław,medical facility,2,Fatal
2018,Wrocław,military area,0,Fatal
2018,Wrocław,river/lake,5,Fatal
2018,Wrocław,railway,6,Fatal
2018,Wrocław,farm building,37,Fatal
2018,Wrocław,workplace,2,Fatal
2018,Wrocław,school,2,Fatal
2019,Bydgoszcz,street,12,Fatal
2019,Bydgoszcz,legal_isolation,0,Fatal
2019,Bydgoszcz,apartment,103,Fatal
2019,Bydgoszcz,park/forest,36,Fatal
2019,Bydgoszcz,garage/basement/attic,41,Fatal
2019,Bydgoszcz,medical facility,3,Fatal
2019,Bydgoszcz,military area,0,Fatal
2019,Bydgoszcz,river/lake,2,Fatal
2019,Bydgoszcz,railway,2,Fatal
2019,Bydgoszcz,farm building,33,Fatal
2019,Bydgoszcz,workplace,2,Fatal
2019,Bydgoszcz,school,0,Fatal
2019,Białystok,street,6,Fatal
2019,Białystok,legal_isolation,0,Fatal
2019,Białystok,apartment,74,Fatal
2019,Białystok,park/forest,22,Fatal
2019,Białystok,garage/basement/attic,15,Fatal
2019,Białystok,medical facility,1,Fatal
2019,Białystok,military area,0,Fatal
2019,Białystok,river/lake,1,Fatal
2019,Białystok,railway,5,Fatal
2019,Białystok,farm building,28,Fatal
2019,Białystok,workplace,0,Fatal
2019,Białystok,school,1,Fatal
2019,Gdańsk,street,14,Fatal
2019,Gdańsk,legal_isolation,0,Fatal
2019,Gdańsk,apartment,138,Fatal
2019,Gdańsk,park/forest,34,Fatal
2019,Gdańsk,garage/basement/attic,46,Fatal
2019,Gdańsk,medical facility,3,Fatal
2019,Gdańsk,military area,0,Fatal
2019,Gdańsk,river/lake,6,Fatal
2019,Gdańsk,railway,14,Fatal
2019,Gdańsk,farm building,29,Fatal
2019,Gdańsk,workplace,5,Fatal
2019,Gdańsk,school,0,Fatal
2019,Gorzów Wlkp.,street,4,Fatal
2019,Gorzów Wlkp.,legal_isolation,0,Fatal
2019,Gorzów Wlkp.,apartment,68,Fatal
2019,Gorzów Wlkp.,park/forest,39,Fatal
2019,Gorzów Wlkp.,garage/basement/attic,21,Fatal
2019,Gorzów Wlkp.,medical facility,3,Fatal
2019,Gorzów Wlkp.,military area,0,Fatal
2019,Gorzów Wlkp.,river/lake,3,Fatal
2019,Gorzów Wlkp.,railway,1,Fatal
2019,Gorzów Wlkp.,farm building,20,Fatal
2019,Gorzów Wlkp.,workplace,0,Fatal
2019,Gorzów Wlkp.,school,0,Fatal
2019,Katowice,street,30,Fatal
2019,Katowice,legal_isolation,1,Fatal
2019,Katowice,apartment,264,Fatal
2019,Katowice,park/forest,67,Fatal
2019,Katowice,garage/basement/attic,70,Fatal
2019,Katowice,medical facility,5,Fatal
2019,Katowice,military area,0,Fatal
2019,Katowice,river/lake,4,Fatal
2019,Katowice,railway,24,Fatal
2019,Katowice,farm building,30,Fatal
2019,Katowice,workplace,7,Fatal
2019,Katowice,school,0,Fatal
2019,Kielce,street,3,Fatal
2019,Kielce,legal_isolation,0,Fatal
2019,Kielce,apartment,67,Fatal
2019,Kielce,park/forest,14,Fatal
2019,Kielce,garage/basement/attic,27,Fatal
2019,Kielce,medical facility,1,Fatal
2019,Kielce,military area,0,Fatal
2019,Kielce,river/lake,1,Fatal
2019,Kielce,railway,7,Fatal
2019,Kielce,farm building,49,Fatal
2019,Kielce,workplace,1,Fatal
2019,Kielce,school,1,Fatal
2019,Kraków,street,7,Fatal
2019,Kraków,legal_isolation,1,Fatal
2019,Kraków,apartment,199,Fatal
2019,Kraków,park/forest,40,Fatal
2019,Kraków,garage/basement/attic,43,Fatal
2019,Kraków,medical facility,5,Fatal
2019,Kraków,military area,0,Fatal
2019,Kraków,river/lake,12,Fatal
2019,Kraków,railway,9,Fatal
2019,Kraków,farm building,65,Fatal
2019,Kraków,workplace,4,Fatal
2019,Kraków,school,0,Fatal
2019,Łódź,street,11,Fatal
2019,Łódź,legal_isolation,0,Fatal
2019,Łódź,apartment,129,Fatal
2019,Łódź,park/forest,32,Fatal
2019,Łódź,garage/basement/attic,55,Fatal
2019,Łódź,medical facility,5,Fatal
2019,Łódź,military area,0,Fatal
2019,Łódź,river/lake,1,Fatal
2019,Łódź,railway,12,Fatal
2019,Łódź,farm building,58,Fatal
2019,Łódź,workplace,3,Fatal
2019,Łódź,school,0,Fatal
2019,Lublin,street,10,Fatal
2019,Lublin,legal_isolation,0,Fatal
2019,Lublin,apartment,115,Fatal
2019,Lublin,park/forest,29,Fatal
2019,Lublin,garage/basement/attic,44,Fatal
2019,Lublin,medical facility,3,Fatal
2019,Lublin,military area,0,Fatal
2019,Lublin,river/lake,2,Fatal
2019,Lublin,railway,2,Fatal
2019,Lublin,farm building,61,Fatal
2019,Lublin,workplace,0,Fatal
2019,Lublin,school,1,Fatal
2019,Olsztyn,street,13,Fatal
2019,Olsztyn,legal_isolation,1,Fatal
2019,Olsztyn,apartment,108,Fatal
2019,Olsztyn,park/forest,25,Fatal
2019,Olsztyn,garage/basement/attic,28,Fatal
2019,Olsztyn,medical facility,3,Fatal
2019,Olsztyn,military area,0,Fatal
2019,Olsztyn,river/lake,0,Fatal
2019,Olsztyn,railway,4,Fatal
2019,Olsztyn,farm building,32,Fatal
2019,Olsztyn,workplace,1,Fatal
2019,Olsztyn,school,0,Fatal
2019,Opole,street,4,Fatal
2019,Opole,legal_isolation,0,Fatal
2019,Opole,apartment,50,Fatal
2019,Opole,park/forest,17,Fatal
2019,Opole,garage/basement/attic,22,Fatal
2019,Opole,medical facility,2,Fatal
2019,Opole,military area,0,Fatal
2019,Opole,river/lake,2,Fatal
2019,Opole,railway,3,Fatal
2019,Opole,farm building,17,Fatal
2019,Opole,workplace,0,Fatal
2019,Opole,school,0,Fatal
2019,Poznań,street,13,Fatal
2019,Poznań,legal_isolation,0,Fatal
2019,Poznań,apartment,159,Fatal
2019,Poznań,park/forest,56,Fatal
2019,Poznań,garage/basement/attic,70,Fatal
2019,Poznań,medical facility,6,Fatal
2019,Poznań,military area,0,Fatal
2019,Poznań,river/lake,3,Fatal
2019,Poznań,railway,21,Fatal
2019,Poznań,farm building,59,Fatal
2019,Poznań,workplace,1,Fatal
2019,Poznań,school,2,Fatal
2019,Rzeszów,street,4,Fatal
2019,Rzeszów,legal_isolation,1,Fatal
2019,Rzeszów,apartment,90,Fatal
2019,Rzeszów,park/forest,27,Fatal
2019,Rzeszów,garage/basement/attic,41,Fatal
2019,Rzeszów,medical facility,2,Fatal
2019,Rzeszów,military area,0,Fatal
2019,Rzeszów,river/lake,3,Fatal
2019,Rzeszów,railway,4,Fatal
2019,Rzeszów,farm building,38,Fatal
2019,Rzeszów,workplace,0,Fatal
2019,Rzeszów,school,0,Fatal
2019,Szczecin,street,5,Fatal
2019,Szczecin,legal_isolation,1,Fatal
2019,Szczecin,apartment,128,Fatal
2019,Szczecin,park/forest,26,Fatal
2019,Szczecin,garage/basement/attic,26,Fatal
2019,Szczecin,medical facility,6,Fatal
2019,Szczecin,military area,0,Fatal
2019,Szczecin,river/lake,3,Fatal
2019,Szczecin,railway,4,Fatal
2019,Szczecin,farm building,30,Fatal
2019,Szczecin,workplace,1,Fatal
2019,Szczecin,school,0,Fatal
2019,Warszawa,street,16,Fatal
2019,Warszawa,legal_isolation,3,Fatal
2019,Warszawa,apartment,192,Fatal
2019,Warszawa,park/forest,33,Fatal
2019,Warszawa,garage/basement/attic,25,Fatal
2019,Warszawa,medical facility,4,Fatal
2019,Warszawa,military area,0,Fatal
2019,Warszawa,river/lake,1,Fatal
2019,Warszawa,railway,13,Fatal
2019,Warszawa,farm building,22,Fatal
2019,Warszawa,workplace,4,Fatal
2019,Warszawa,school,0,Fatal
2019,Radom,street,9,Fatal
2019,Radom,legal_isolation,2,Fatal
2019,Radom,apartment,151,Fatal
2019,Radom,park/forest,32,Fatal
2019,Radom,garage/basement/attic,43,Fatal
2019,Radom,medical facility,2,Fatal
2019,Radom,military area,0,Fatal
2019,Radom,river/lake,2,Fatal
2019,Radom,railway,5,Fatal
2019,Radom,farm building,105,Fatal
2019,Radom,workplace,1,Fatal
2019,Radom,school,0,Fatal
2019,Wrocław,street,22,Fatal
2019,Wrocław,legal_isolation,3,Fatal
2019,Wrocław,apartment,222,Fatal
2019,Wrocław,park/forest,43,Fatal
2019,Wrocław,garage/basement/attic,63,Fatal
2019,Wrocław,medical facility,4,Fatal
2019,Wrocław,military area,0,Fatal
2019,Wrocław,river/lake,5,Fatal
2019,Wrocław,railway,13,Fatal
2019,Wrocław,farm building,28,Fatal
2019,Wrocław,workplace,3,Fatal
2019,Wrocław,school,0,Fatal
2020,Bydgoszcz,street,6,Fatal
2020,Bydgoszcz,legal_isolation,0,Fatal
2020,Bydgoszcz,apartment,93,Fatal
2020,Bydgoszcz,park/forest,30,Fatal
2020,Bydgoszcz,garage/basement/attic,29,Fatal
2020,Bydgoszcz,medical facility,5,Fatal
2020,Bydgoszcz,military area,0,Fatal
2020,Bydgoszcz,river/lake,7,Fatal
2020,Bydgoszcz,railway,10,Fatal
2020,Bydgoszcz,farm building,34,Fatal
2020,Bydgoszcz,workplace,7,Fatal
2020,Bydgoszcz,school,2,Fatal
2020,Białystok,street,12,Fatal
2020,Białystok,legal_isolation,0,Fatal
2020,Białystok,apartment,64,Fatal
2020,Białystok,park/forest,9,Fatal
2020,Białystok,garage/basement/attic,25,Fatal
2020,Białystok,medical facility,1,Fatal
2020,Białystok,military area,0,Fatal
2020,Białystok,river/lake,3,Fatal
2020,Białystok,railway,1,Fatal
2020,Białystok,farm building,39,Fatal
2020,Białystok,workplace,1,Fatal
2020,Białystok,school,0,Fatal
2020,Gdańsk,street,14,Fatal
2020,Gdańsk,legal_isolation,0,Fatal
2020,Gdańsk,apartment,125,Fatal
2020,Gdańsk,park/forest,31,Fatal
2020,Gdańsk,garage/basement/attic,43,Fatal
2020,Gdańsk,medical facility,3,Fatal
2020,Gdańsk,military area,0,Fatal
2020,Gdańsk,river/lake,6,Fatal
2020,Gdańsk,railway,15,Fatal
2020,Gdańsk,farm building,28,Fatal
2020,Gdańsk,workplace,8,Fatal
2020,Gdańsk,school,0,Fatal
2020,Gorzów Wlkp.,street,7,Fatal
2020,Gorzów Wlkp.,legal_isolation,0,Fatal
2020,Gorzów Wlkp.,apartment,64,Fatal
2020,Gorzów Wlkp.,park/forest,16,Fatal
2020,Gorzów Wlkp.,garage/basement/attic,18,Fatal
2020,Gorzów Wlkp.,medical facility,4,Fatal
2020,Gorzów Wlkp.,military area,0,Fatal
2020,Gorzów Wlkp.,river/lake,0,Fatal
2020,Gorzów Wlkp.,railway,5,Fatal
2020,Gorzów Wlkp.,farm building,16,Fatal
2020,Gorzów Wlkp.,workplace,1,Fatal
2020,Gorzów Wlkp.,school,0,Fatal
2020,Katowice,street,26,Fatal
2020,Katowice,legal_isolation,0,Fatal
2020,Katowice,apartment,291,Fatal
2020,Katowice,park/forest,57,Fatal
2020,Katowice,garage/basement/attic,66,Fatal
2020,Katowice,medical facility,11,Fatal
2020,Katowice,military area,0,Fatal
