year,garnizon,place,suicides,outcome
2006,Gdańsk,apartment,152,Attempted
2006,Gdańsk,garage/basement/attic,32,Attempted
2006,Gdańsk,farm building,62,Attempted
2006,Gdańsk,railway,13,Attempted
2006,Gdańsk,street,3,Attempted
2006,Gdańsk,park/forest,23,Attempted
2006,Gdańsk,river/lake,11,Attempted
2006,Gdańsk,medical facility,3,Attempted
2006,Gdańsk,legal_isolation,2,Attempted
2006,Gdańsk,military area,1,Attempted
2006,Gdańsk,workplace,10,Attempted
2006,Katowice,apartment,315,Attempted
2006,Katowice,garage/basement/attic,80,Attempted
2006,Katowice,farm building,55,Attempted
2006,Katowice,railway,13,Attempted
2006,Katowice,street,11,Attempted
2006,Katowice,park/forest,49,Attempted
2006,Katowice,river/lake,5,Attempted
2006,Katowice,medical facility,11,Attempted
2006,Katowice,legal_isolation,5,Attempted
2006,Katowice,military area,1,Attempted
2006,Katowice,workplace,6,Attempted
2006,Kielce,apartment,71,Attempted
2006,Kielce,garage/basement/attic,19,Attempted
2006,Kielce,farm building,44,Attempted
2006,Kielce,railway,2,Attempted
2006,Kielce,street,1,Attempted
2006,Kielce,park/forest,25,Attempted
2006,Kielce,river/lake,3,Attempted
2006,Kielce,medical facility,2,Attempted
2006,Kielce,legal_isolation,0,Attempted
2006,Kielce,military area,2,Attempted
2006,Kielce,workplace,1,Attempted
2006,Olsztyn,apartment,145,Attempted
2006,Olsztyn,garage/basement/attic,30,Attempted
2006,Olsztyn,farm building,42,Attempted
2006,Olsztyn,railway,7,Attempted
2006,Olsztyn,street,6,Attempted
2006,Olsztyn,park/forest,20,Attempted
2006,Olsztyn,river/lake,4,Attempted
2006,Olsztyn,medical facility,1,Attempted
2006,Olsztyn,legal_isolation,2,Attempted
2006,Olsztyn,military area,0,Attempted
2006,Olsztyn,workplace,1,Attempted
2006,Poznań,apartment,166,Attempted
2006,Poznań,garage/basement/attic,43,Attempted
2006,Poznań,farm building,81,Attempted
2006,Poznań,railway,13,Attempted
2006,Poznań,street,8,Attempted
2006,Poznań,park/forest,35,Attempted
2006,Poznań,river/lake,9,Attempted
2006,Poznań,medical facility,6,Attempted
2006,Poznań,legal_isolation,1,Attempted
2006,Poznań,military area,0,Attempted
2006,Poznań,workplace,2,Attempted
2006,Szczecin,apartment,102,Attempted
2006,Szczecin,garage/basement/attic,23,Attempted
2006,Szczecin,farm building,40,Attempted
2006,Szczecin,railway,1,Attempted
2006,Szczecin,street,5,Attempted
2006,Szczecin,park/forest,15,Attempted
2006,Szczecin,river/lake,5,Attempted
2006,Szczecin,medical facility,2,Attempted
2006,Szczecin,legal_isolation,1,Attempted
2006,Szczecin,military area,0,Attempted
2006,Szczecin,workplace,1,Attempted
2006,Warszawa,apartment,100,Attempted
2006,Warszawa,garage/basement/attic,19,Attempted
2006,Warszawa,farm building,13,Attempted
2006,Warszawa,railway,4,Attempted
2006,Warszawa,street,3,Attempted
2006,Warszawa,park/forest,14,Attempted
2006,Warszawa,river/lake,5,Attempted
2006,Warszawa,medical facility,3,Attempted
2006,Warszawa,legal_isolation,0,Attempted
2006,Warszawa,military area,0,Attempted
2006,Warszawa,workplace,4,Attempted
2007,Wrocław,apartment,117,Attempted
2007,Wrocław,garage/basement/attic,40,Attempted
2007,Wrocław,farm building,25,Attempted
2007,Wrocław,railway,9,Attempted
2007,Wrocław,street,3,Attempted
2007,Wrocław,park/forest,34,Attempted
2007,Wrocław,river/lake,8,Attempted
2007,Wrocław,medical facility,0,Attempted
2007,Wrocław,legal_isolation,4,Attempted
2007,Wrocław,military area,0,Attempted
2007,Wrocław,workplace,3,Attempted
2007,Bydgoszcz,apartment,100,Attempted
2007,Bydgoszcz,garage/basement/attic,23,Attempted
2007,Bydgoszcz,farm building,53,Attempted
2007,Bydgoszcz,railway,8,Attempted
2007,Bydgoszcz,street,2,Attempted
2007,Bydgoszcz,park/forest,23,Attempted
2007,Bydgoszcz,river/lake,7,Attempted
2007,Bydgoszcz,medical facility,4,Attempted
2007,Bydgoszcz,legal_isolation,1,Attempted
2007,Bydgoszcz,military area,1,Attempted
2007,Bydgoszcz,workplace,2,Attempted
2007,Lublin,apartment,108,Attempted
2007,Lublin,garage/basement/attic,27,Attempted
2007,Lublin,farm building,70,Attempted
2007,Lublin,railway,7,Attempted
2007,Lublin,street,5,Attempted
2007,Lublin,park/forest,24,Attempted
2007,Lublin,river/lake,3,Attempted
2007,Lublin,medical facility,5,Attempted
2007,Lublin,legal_isolation,3,Attempted
2007,Lublin,military area,0,Attempted
2007,Lublin,workplace,2,Attempted
2007,Gorzów Wlkp.,apartment,74,Attempted
2007,Gorzów Wlkp.,garage/basement/attic,24,Attempted
2007,Gorzów Wlkp.,farm building,29,Attempted
2007,Gorzów Wlkp.,railway,3,Attempted
2007,Gorzów Wlkp.,street,4,Attempted
2007,Gorzów Wlkp.,park/forest,21,Attempted
2007,Gorzów Wlkp.,river/lake,4,Attempted
2007,Gorzów Wlkp.,medical facility,1,Attempted
2007,Gorzów Wlkp.,legal_isolation,1,Attempted
2007,Gorzów Wlkp.,military area,0,Attempted
2007,Gorzów Wlkp.,workplace,2,Attempted
2007,Łódź,apartment,171,Attempted
2007,Łódź,garage/basement/attic,40,Attempted
2007,Łódź,farm building,79,Attempted
2007,Łódź,railway,9,Attempted
2007,Łódź,street,4,Attempted
2007,Łódź,park/forest,28,Attempted
2007,Łódź,river/lake,3,Attempted
2007,Łódź,medical facility,1,Attempted
2007,Łódź,legal_isolation,1,Attempted
2007,Łódź,military area,0,Attempted
2007,Łódź,workplace,3,Attempted
2007,Kraków,apartment,120,Attempted
2007,Kraków,garage/basement/attic,54,Attempted
2007,Kraków,farm building,62,Attempted
2007,Kraków,railway,4,Attempted
2007,Kraków,street,1,Attempted
2007,Kraków,park/forest,39,Attempted
2007,Kraków,river/lake,5,Attempted
2007,Kraków,medical facility,5,Attempted
2007,Kraków,legal_isolation,0,Attempted
2007,Kraków,military area,0,Attempted
2007,Kraków,workplace,3,Attempted
2007,Radom,apartment,90,Attempted
2007,Radom,garage/basement/attic,35,Attempted
2007,Radom,farm building,78,Attempted
2007,Radom,railway,5,Attempted
2007,Radom,street,4,Attempted
2007,Radom,park/forest,32,Attempted
2007,Radom,river/lake,5,Attempted
2007,Radom,medical facility,3,Attempted
2007,Radom,legal_isolation,5,Attempted
2007,Radom,military area,0,Attempted
2007,Radom,workplace,2,Attempted
2007,Opole,apartment,63,Attempted
2007,Opole,garage/basement/attic,21,Attempted
2007,Opole,farm building,13,Attempted
2007,Opole,railway,3,Attempted
2007,Opole,street,2,Attempted
2007,Opole,park/forest,15,Attempted
2007,Opole,river/lake,4,Attempted
2007,Opole,medical facility,1,Attempted
2007,Opole,legal_isolation,2,Attempted
2007,Opole,military area,0,Attempted
2007,Opole,workplace,1,Attempted
2007,Rzeszów,apartment,63,Attempted
2007,Rzeszów,garage/basement/attic,26,Attempted
2007,Rzeszów,farm building,43,Attempted
2007,Rzeszów,railway,3,Attempted
2007,Rzeszów,street,2,Attempted
2007,Rzeszów,park/forest,17,Attempted
2007,Rzeszów,river/lake,9,Attempted
2007,Rzeszów,medical facility,5,Attempted
2007,Rzeszów,legal_isolation,0,Attempted
2007,Rzeszów,military area,0,Attempted
2007,Rzeszów,workplace,1,Attempted
2007,Białystok,apartment,81,Attempted
2007,Białystok,garage/basement/attic,31,Attempted
2007,Białystok,farm building,46,Attempted
2007,Białystok,railway,2,Attempted
2007,Białystok,street,1,Attempted
2007,Białystok,park/forest,17,Attempted
2007,Białystok,river/lake,5,Attempted
2007,Białystok,medical facility,5,Attempted
2007,Białystok,legal_isolation,0,Attempted
2007,Białystok,military area,0,Attempted
2007,Białystok,workplace,1,Attempted
2007,Gdańsk,apartment,107,Attempted
2007,Gdańsk,garage/basement/attic,31,Attempted
2007,Gdańsk,farm building,33,Attempted
2007,Gdańsk,railway,6,Attempted
2007,Gdańsk,street,8,Attempted
2007,Gdańsk,park/forest,31,Attempted
2007,Gdańsk,river/lake,3,Attempted
2007,Gdańsk,medical facility,1,Attempted
2007,Gdańsk,legal_isolation,2,Attempted
2007,Gdańsk,military area,0,Attempted
2007,Gdańsk,workplace,2,Attempted
2007,Katowice,apartment,243,Attempted
2007,Katowice,garage/basement/attic,69,Attempted
2007,Katowice,farm building,54,Attempted
2007,Katowice,railway,13,Attempted
2007,Katowice,street,7,Attempted
2007,Katowice,park/forest,37,Attempted
2007,Katowice,river/lake,6,Attempted
2007,Katowice,medical facility,8,Attempted
2007,Katowice,legal_isolation,4,Attempted
2007,Katowice,military area,0,Attempted
2007,Katowice,workplace,8,Attempted
2007,Kielce,apartment,44,Attempted
2007,Kielce,garage/basement/attic,16,Attempted
2007,Kielce,farm building,47,Attempted
2007,Kielce,railway,1,Attempted
2007,Kielce,street,1,Attempted
2007,Kielce,park/forest,13,Attempted
2007,Kielce,river/lake,3,Attempted
2007,Kielce,medical facility,1,Attempted
2007,Kielce,legal_isolation,1,Attempted
2007,Kielce,military area,0,Attempted
2007,Kielce,workplace,0,Attempted
2007,Olsztyn,apartment,140,Attempted
2007,Olsztyn,garage/basement/attic,44,Attempted
2007,Olsztyn,farm building,48,Attempted
2007,Olsztyn,railway,8,Attempted
2007,Olsztyn,street,2,Attempted
2007,Olsztyn,park/forest,10,Attempted
2007,Olsztyn,river/lake,8,Attempted
2007,Olsztyn,medical facility,3,Attempted
2007,Olsztyn,legal_isolation,0,Attempted
2007,Olsztyn,military area,0,Attempted
2007,Olsztyn,workplace,1,Attempted
2007,Poznań,apartment,161,Attempted
2007,Poznań,garage/basement/attic,51,Attempted
2007,Poznań,farm building,90,Attempted
2007,Poznań,railway,20,Attempted
2007,Poznań,street,4,Attempted
2007,Poznań,park/forest,39,Attempted
2007,Poznań,river/lake,12,Attempted
2007,Poznań,medical facility,10,Attempted
2007,Poznań,legal_isolation,2,Attempted
2007,Poznań,military area,0,Attempted
2007,Poznań,workplace,3,Attempted
2007,Szczecin,apartment,109,Attempted
2007,Szczecin,garage/basement/attic,24,Attempted
2007,Szczecin,farm building,24,Attempted
2007,Szczecin,railway,5,Attempted
2007,Szczecin,street,4,Attempted
2007,Szczecin,park/forest,15,Attempted
2007,Szczecin,river/lake,7,Attempted
2007,Szczecin,medical facility,0,Attempted
2007,Szczecin,legal_isolation,2,Attempted
2007,Szczecin,military area,0,Attempted
2007,Szczecin,workplace,1,Attempted
2007,Warszawa,apartment,100,Attempted
2007,Warszawa,garage/basement/attic,16,Attempted
2007,Warszawa,farm building,14,Attempted
2007,Warszawa,railway,6,Attempted
2007,Warszawa,street,0,Attempted
2007,Warszawa,park/forest,10,Attempted
2007,Warszawa,river/lake,2,Attempted
2007,Warszawa,medical facility,2,Attempted
2007,Warszawa,legal_isolation,1,Attempted
2007,Warszawa,military area,0,Attempted
2007,Warszawa,workplace,4,Attempted
2008,Wrocław,apartment,128,Attempted
2008,Wrocław,garage/basement/attic,51,Attempted
2008,Wrocław,farm building,41,Attempted
2008,Wrocław,railway,10,Attempted
2008,Wrocław,street,6,Attempted
2008,Wrocław,park/forest,33,Attempted
2008,Wrocław,river/lake,6,Attempted
2008,Wrocław,medical facility,2,Attempted
2008,Wrocław,legal_isolation,1,Attempted
2008,Wrocław,military area,0,Attempted
2008,Wrocław,workplace,2,Attempted
2008,Bydgoszcz,apartment,127,Attempted
2008,Bydgoszcz,garage/basement/attic,44,Attempted
2008,Bydgoszcz,farm building,53,Attempted
2008,Bydgoszcz,railway,6,Attempted
2008,Bydgoszcz,street,2,Attempted
2008,Bydgoszcz,park/forest,36,Attempted
2008,Bydgoszcz,river/lake,8,Attempted
2008,Bydgoszcz,medical facility,1,Attempted
2008,Bydgoszcz,legal_isolation,2,Attempted
2008,Bydgoszcz,military area,0,Attempted
2008,Bydgoszcz,workplace,0,Attempted
2008,Lublin,apartment,142,Attempted
2008,Lublin,garage/basement/attic,37,Attempted
2008,Lublin,farm building,127,Attempted
2008,Lublin,railway,7,Attempted
2008,Lublin,street,2,Attempted
2008,Lublin,park/forest,20,Attempted
2008,Lublin,river/lake,6,Attempted
2008,Lublin,medical facility,2,Attempted
2008,Lublin,legal_isolation,1,Attempted
2008,Lublin,military area,0,Attempted
2008,Lublin,workplace,2,Attempted
2008,Gorzów Wlkp.,apartment,88,Attempted
2008,Gorzów Wlkp.,garage/basement/attic,27,Attempted
2008,Gorzów Wlkp.,farm building,25,Attempted
2008,Gorzów Wlkp.,railway,3,Attempted
2008,Gorzów Wlkp.,street,2,Attempted
2008,Gorzów Wlkp.,park/forest,16,Attempted
2008,Gorzów Wlkp.,river/lake,6,Attempted
2008,Gorzów Wlkp.,medical facility,0,Attempted
2008,Gorzów Wlkp.,legal_isolation,1,Attempted
2008,Gorzów Wlkp.,military area,0,Attempted
2008,Gorzów Wlkp.,workplace,1,Attempted
2008,Łódź,apartment,154,Attempted
2008,Łódź,garage/basement/attic,45,Attempted
2008,Łódź,farm building,79,Attempted
2008,Łódź,railway,9,Attempted
2008,Łódź,street,5,Attempted
2008,Łódź,park/forest,33,Attempted
2008,Łódź,river/lake,3,Attempted
2008,Łódź,medical facility,1,Attempted
2008,Łódź,legal_isolation,1,Attempted
2008,Łódź,military area,0,Attempted
2008,Łódź,workplace,2,Attempted
2008,Kraków,apartment,147,Attempted
2008,Kraków,garage/basement/attic,52,Attempted
2008,Kraków,farm building,68,Attempted
2008,Kraków,railway,4,Attempted
2008,Kraków,street,5,Attempted
2008,Kraków,park/forest,27,Attempted
2008,Kraków,river/lake,6,Attempted
2008,Kraków,medical facility,2,Attempted
2008,Kraków,legal_isolation,0,Attempted
2008,Kraków,military area,0,Attempted
2008,Kraków,workplace,3,Attempted
2008,Radom,apartment,149,Attempted
2008,Radom,garage/basement/attic,45,Attempted
2008,Radom,farm building,162,Attempted
2008,Radom,railway,3,Attempted
2008,Radom,street,7,Attempted
2008,Radom,park/forest,37,Attempted
2008,Radom,river/lake,6,Attempted
2008,Radom,medical facility,2,Attempted
2008,Radom,legal_isolation,4,Attempted
2008,Radom,military area,0,Attempted
2008,Radom,workplace,3,Attempted
2008,Opole,apartment,65,Attempted
2008,Opole,garage/basement/attic,11,Attempted
2008,Opole,farm building,26,Attempted
2008,Opole,railway,5,Attempted
2008,Opole,street,6,Attempted
2008,Opole,park/forest,15,Attempted
2008,Opole,river/lake,6,Attempted
2008,Opole,medical facility,1,Attempted
2008,Opole,legal_isolation,1,Attempted
2008,Opole,military area,0,Attempted
2008,Opole,workplace,2,Attempted
2008,Rzeszów,apartment,76,Attempted
2008,Rzeszów,garage/basement/attic,34,Attempted
2008,Rzeszów,farm building,51,Attempted
2008,Rzeszów,railway,7,Attempted
2008,Rzeszów,street,5,Attempted
2008,Rzeszów,park/forest,19,Attempted
2008,Rzeszów,river/lake,9,Attempted
2008,Rzeszów,medical facility,1,Attempted
2008,Rzeszów,legal_isolation,2,Attempted
2008,Rzeszów,military area,1,Attempted
2008,Rzeszów,workplace,0,Attempted
2008,Białystok,apartment,87,Attempted
2008,Białystok,garage/basement/attic,35,Attempted
2008,Białystok,farm building,60,Attempted
2008,Białystok,railway,3,Attempted
2008,Białystok,street,1,Attempted
2008,Białystok,park/forest,29,Attempted
2008,Białystok,river/lake,4,Attempted
2008,Białystok,medical facility,3,Attempted
2008,Białystok,legal_isolation,1,Attempted
2008,Białystok,military area,0,Attempted
2008,Białystok,workplace,1,Attempted
2008,Gdańsk,apartment,122,Attempted
2008,Gdańsk,garage/basement/attic,35,Attempted
2008,Gdańsk,farm building,44,Attempted
2008,Gdańsk,railway,4,Attempted
2008,Gdańsk,street,7,Attempted
2008,Gdańsk,park/forest,23,Attempted
2008,Gdańsk,river/lake,4,Attempted
2008,Gdańsk,medical facility,5,Attempted
2008,Gdańsk,legal_isolation,1,Attempted
2008,Gdańsk,military area,0,Attempted
2008,Gdańsk,workplace,1,Attempted
2008,Katowice,apartment,259,Attempted
2008,Katowice,garage/basement/attic,79,Attempted
2008,Katowice,farm building,39,Attempted
2008,Katowice,railway,26,Attempted
2008,Katowice,street,8,Attempted
2008,Katowice,park/forest,43,Attempted
2008,Katowice,river/lake,4,Attempted
2008,Katowice,medical facility,4,Attempted
2008,Katowice,legal_isolation,3,Attempted
2008,Katowice,military area,0,Attempted
2008,Katowice,workplace,4,Attempted
2008,Kielce,apartment,43,Attempted
2008,Kielce,garage/basement/attic,15,Attempted
2008,Kielce,farm building,33,Attempted
2008,Kielce,railway,1,Attempted
2008,Kielce,street,1,Attempted
2008,Kielce,park/forest,19,Attempted
2008,Kielce,river/lake,4,Attempted
2008,Kielce,medical facility,3,Attempted
2008,Kielce,legal_isolation,0,Attempted
2008,Kielce,military area,0,Attempted
2008,Kielce,workplace,0,Attempted
2008,Olsztyn,apartment,189,Attempted
2008,Olsztyn,garage/basement/attic,45,Attempted
2008,Olsztyn,farm building,45,Attempted
2008,Olsztyn,railway,8,Attempted
2008,Olsztyn,street,7,Attempted
2008,Olsztyn,park/forest,22,Attempted
2008,Olsztyn,river/lake,7,Attempted
2008,Olsztyn,medical facility,3,Attempted
2008,Olsztyn,legal_isolation,0,Attempted
2008,Olsztyn,military area,0,Attempted
2008,Olsztyn,workplace,2,Attempted
2008,Poznań,apartment,131,Attempted
2008,Poznań,garage/basement/attic,35,Attempted
2008,Poznań,farm building,80,Attempted
2008,Poznań,railway,14,Attempted
2008,Poznań,street,6,Attempted
2008,Poznań,park/forest,31,Attempted
2008,Poznań,river/lake,9,Attempted
2008,Poznań,medical facility,4,Attempted
2008,Poznań,legal_isolation,1,Attempted
2008,Poznań,military area,0,Attempted
2008,Poznań,workplace,6,Attempted
2008,Szczecin,apartment,122,Attempted
2008,Szczecin,garage/basement/attic,25,Attempted
2008,Szczecin,farm building,23,Attempted
2008,Szczecin,railway,1,Attempted
2008,Szczecin,street,2,Attempted
2008,Szczecin,park/forest,25,Attempted
2008,Szczecin,river/lake,1,Attempted
2008,Szczecin,medical facility,0,Attempted
2008,Szczecin,legal_isolation,0,Attempted
2008,Szczecin,military area,0,Attempted
2008,Szczecin,workplace,2,Attempted
2008,Warszawa,apartment,106,Attempted
2008,Warszawa,garage/basement/attic,23,Attempted
2008,Warszawa,farm building,21,Attempted
2008,Warszawa,railway,5,Attempted
2008,Warszawa,street,5,Attempted
2008,Warszawa,park/forest,12,Attempted
2008,Warszawa,river/lake,9,Attempted
2008,Warszawa,medical facility,3,Attempted
2008,Warszawa,legal_isolation,0,Attempted
2008,Warszawa,military area,0,Attempted
2008,Warszawa,workplace,1,Attempted
2009,Wrocław,apartment,117,Attempted
2009,Wrocław,garage/basement/attic,44,Attempted
2009,Wrocław,farm building,41,Attempted
2009,Wrocław,railway,9,Attempted
2009,Wrocław,street,4,Attempted
2009,Wrocław,park/forest,32,Attempted
2009,Wrocław,river/lake,3,Attempted
2009,Wrocław,medical facility,2,Attempted
2009,Wrocław,legal_isolation,1,Attempted
2009,Wrocław,military area,0,Attempted
2009,Wrocław,workplace,4,Attempted
2009,Bydgoszcz,apartment,122,Attempted
2009,Bydgoszcz,garage/basement/attic,53,Attempted
2009,Bydgoszcz,farm building,56,Attempted
2009,Bydgoszcz,railway,5,Attempted
2009,Bydgoszcz,street,5,Attempted
2009,Bydgoszcz,park/forest,24,Attempted
2009,Bydgoszcz,river/lake,6,Attempted
2009,Bydgoszcz,medical facility,4,Attempted
2009,Bydgoszcz,legal_isolation,3,Attempted
2009,Bydgoszcz,military area,0,Attempted
2009,Bydgoszcz,workplace,5,Attempted
2009,Lublin,apartment,135,Attempted
2009,Lublin,garage/basement/attic,45,Attempted
2009,Lublin,farm building,107,Attempted
2009,Lublin,railway,3,Attempted
2009,Lublin,street,5,Attempted
2009,Lublin,park/forest,30,Attempted
2009,Lublin,river/lake,4,Attempted
2009,Lublin,medical facility,4,Attempted
2009,Lublin,legal_isolation,0,Attempted
2009,Lublin,military area,0,Attempted
2009,Lublin,workplace,3,Attempted
2009,Gorzów Wlkp.,apartment,127,Attempted
2009,Gorzów Wlkp.,garage/basement/attic,38,Attempted
2009,Gorzów Wlkp.,farm building,28,Attempted
2009,Gorzów Wlkp.,railway,7,Attempted
2009,Gorzów Wlkp.,street,2,Attempted
2009,Gorzów Wlkp.,park/forest,26,Attempted
2009,Gorzów Wlkp.,river/lake,13,Attempted
2009,Gorzów Wlkp.,medical facility,1,Attempted
2009,Gorzów Wlkp.,legal_isolation,0,Attempted
2009,Gorzów Wlkp.,military area,0,Attempted
2009,Gorzów Wlkp.,workplace,1,Attempted
2009,Łódź,apartment,183,Attempted
2009,Łódź,garage/basement/attic,59,Attempted
2009,Łódź,farm building,105,Attempted
2009,Łódź,railway,13,Attempted
2009,Łódź,street,4,Attempted
2009,Łódź,park/forest,32,Attempted
2009,Łódź,river/lake,7,Attempted
2009,Łódź,medical facility,9,Attempted
2009,Łódź,legal_isolation,0,Attempted
2009,Łódź,military area,0,Attempted
2009,Łódź,workplace,2,Attempted
2009,Kraków,apartment,173,Attempted
2009,Kraków,garage/basement/attic,62,Attempted
2009,Kraków,farm building,91,Attempted
2009,Kraków,railway,2,Attempted
2009,Kraków,street,7,Attempted
2009,Kraków,park/forest,47,Attempted
2009,Kraków,river/lake,11,Attempted
2009,Kraków,medical facility,7,Attempted
2009,Kraków,legal_isolation,0,Attempted
2009,Kraków,military area,0,Attempted
2009,Kraków,workplace,4,Attempted
2009,Radom,apartment,129,Attempted
2009,Radom,garage/basement/attic,57,Attempted
2009,Radom,farm building,130,Attempted
2009,Radom,railway,5,Attempted
2009,Radom,street,7,Attempted
2009,Radom,park/forest,39,Attempted
2009,Radom,river/lake,3,Attempted
2009,Radom,medical facility,3,Attempted
2009,Radom,legal_isolation,2,Attempted
2009,Radom,military area,0,Attempted
2009,Radom,workplace,1,Attempted
2009,Opole,apartment,73,Attempted
2009,Opole,garage/basement/attic,29,Attempted
2009,Opole,farm building,32,Attempted
2009,Opole,railway,1,Attempted
2009,Opole,street,3,Attempted
2009,Opole,park/forest,12,Attempted
2009,Opole,river/lake,6,Attempted
2009,Opole,medical facility,3,Attempted
2009,Opole,legal_isolation,3,Attempted
2009,Opole,military area,0,Attempted
2009,Opole,workplace,1,Attempted
2009,Rzeszów,apartment,74,Attempted
2009,Rzeszów,garage/basement/attic,26,Attempted
2009,Rzeszów,farm building,64,Attempted
2009,Rzeszów,railway,4,Attempted
2009,Rzeszów,street,4,Attempted
2009,Rzeszów,park/forest,14,Attempted
2009,Rzeszów,river/lake,11,Attempted
2009,Rzeszów,medical facility,3,Attempted
2009,Rzeszów,legal_isolation,1,Attempted
2009,Rzeszów,military area,0,Attempted
2009,Rzeszów,workplace,1,Attempted
2009,Białystok,apartment,110,Attempted
2009,Białystok,garage/basement/attic,27,Attempted
2009,Białystok,farm building,59,Attempted
2009,Białystok,railway,0,Attempted
2009,Białystok,street,4,Attempted
2009,Białystok,park/forest,16,Attempted
2009,Białystok,river/lake,3,Attempted
2009,Białystok,medical facility,3,Attempted
2009,Białystok,legal_isolation,0,Attempted
2009,Białystok,military area,0,Attempted
2009,Białystok,workplace,2,Attempted
2009,Gdańsk,apartment,155,Attempted
2009,Gdańsk,garage/basement/attic,27,Attempted
2009,Gdańsk,farm building,56,Attempted
2009,Gdańsk,railway,6,Attempted
2009,Gdańsk,street,10,Attempted
2009,Gdańsk,park/forest,38,Attempted
2009,Gdańsk,river/lake,10,Attempted
2009,Gdańsk,medical facility,4,Attempted
2009,Gdańsk,legal_isolation,1,Attempted
2009,Gdańsk,military area,0,Attempted
2009,Gdańsk,workplace,2,Attempted
2009,Katowice,apartment,356,Attempted
2009,Katowice,garage/basement/attic,85,Attempted
2009,Katowice,farm building,59,Attempted
2009,Katowice,railway,17,Attempted
2009,Katowice,street,5,Attempted
2009,Katowice,park/forest,59,Attempted
2009,Katowice,river/lake,14,Attempted
2009,Katowice,medical facility,15,Attempted
2009,Katowice,legal_isolation,2,Attempted
2009,Katowice,military area,0,Attempted
2009,Katowice,workplace,8,Attempted
2009,Kielce,apartment,59,Attempted
2009,Kielce,garage/basement/attic,10,Attempted
2009,Kielce,farm building,38,Attempted
2009,Kielce,railway,2,Attempted
2009,Kielce,street,0,Attempted
2009,Kielce,park/forest,23,Attempted
2009,Kielce,river/lake,1,Attempted
2009,Kielce,medical facility,1,Attempted
2009,Kielce,legal_isolation,1,Attempted
2009,Kielce,military area,0,Attempted
2009,Kielce,workplace,1,Attempted
2009,Olsztyn,apartment,206,Attempted
2009,Olsztyn,garage/basement/attic,32,Attempted
2009,Olsztyn,farm building,58,Attempted
2009,Olsztyn,railway,3,Attempted
2009,Olsztyn,street,4,Attempted
2009,Olsztyn,park/forest,28,Attempted
2009,Olsztyn,river/lake,12,Attempted
2009,Olsztyn,medical facility,0,Attempted
2009,Olsztyn,legal_isolation,0,Attempted
2009,Olsztyn,military area,0,Attempted
2009,Olsztyn,workplace,3,Attempted
2009,Poznań,apartment,146,Attempted
2009,Poznań,garage/basement/attic,58,Attempted
2009,Poznań,farm building,89,Attempted
2009,Poznań,railway,22,Attempted
2009,Poznań,street,5,Attempted
2009,Poznań,park/forest,40,Attempted
2009,Poznań,river/lake,11,Attempted
2009,Poznań,medical facility,7,Attempted
2009,Poznań,legal_isolation,3,Attempted
2009,Poznań,military area,0,Attempted
2009,Poznań,workplace,10,Attempted
2009,Szczecin,apartment,124,Attempted
2009,Szczecin,garage/basement/attic,31,Attempted
2009,Szczecin,farm building,24,Attempted
2009,Szczecin,railway,1,Attempted
2009,Szczecin,street,3,Attempted
2009,Szczecin,park/forest,16,Attempted
2009,Szczecin,river/lake,8,Attempted
2009,Szczecin,medical facility,5,Attempted
2009,Szczecin,legal_isolation,1,Attempted
2009,Szczecin,military area,0,Attempted
2009,Szczecin,workplace,3,Attempted
2009,Warszawa,apartment,117,Attempted
2009,Warszawa,garage/basement/attic,21,Attempted
2009,Warszawa,farm building,20,Attempted
2009,Warszawa,railway,4,Attempted
2009,Warszawa,street,3,Attempted
2009,Warszawa,park/forest,17,Attempted
2009,Warszawa,river/lake,3,Attempted
2009,Warszawa,medical facility,4,Attempted
2009,Warszawa,legal_isolation,1,Attempted
2009,Warszawa,military area,0,Attempted
2009,Warszawa,workplace,2,Attempted
2010,Wrocław,apartment,122,Attempted
2010,Wrocław,garage/basement/attic,38,Attempted
2010,Wrocław,farm building,28,Attempted
2010,Wrocław,railway,8,Attempted
2010,Wrocław,street,2,Attempted
2010,Wrocław,park/forest,17,Attempted
2010,Wrocław,river/lake,6,Attempted
2010,Wrocław,medical facility,2,Attempted
2010,Wrocław,legal_isolation,0,Attempted
2010,Wrocław,military area,0,Attempted
2010,Wrocław,workplace,2,Attempted
2010,Bydgoszcz,apartment,116,Attempted
2010,Bydgoszcz,garage/basement/attic,36,Attempted
2010,Bydgoszcz,farm building,66,Attempted
2010,Bydgoszcz,railway,3,Attempted
2010,Bydgoszcz,street,2,Attempted
2010,Bydgoszcz,park/forest,24,Attempted
2010,Bydgoszcz,river/lake,7,Attempted
2010,Bydgoszcz,medical facility,2,Attempted
2010,Bydgoszcz,legal_isolation,1,Attempted
2010,Bydgoszcz,military area,0,Attempted
2010,Bydgoszcz,workplace,2,Attempted
2010,Lublin,apartment,127,Attempted
2010,Lublin,garage/basement/attic,40,Attempted
2010,Lublin,farm building,101,Attempted
2010,Lublin,railway,0,Attempted
2010,Lublin,street,2,Attempted
2010,Lublin,park/forest,30,Attempted
2010,Lublin,river/lake,3,Attempted
2010,Lublin,medical facility,5,Attempted
2010,Lublin,legal_isolation,1,Attempted
2010,Lublin,military area,0,Attempted
2010,Lublin,workplace,2,Attempted
2010,Gorzów Wlkp.,apartment,85,Attempted
2010,Gorzów Wlkp.,garage/basement/attic,15,Attempted
2010,Gorzów Wlkp.,farm building,22,Attempted
