year,garnizon,education,suicides,outcome
2021,Katowice,medium,187,Attempted
2021,Katowice,post-secondary,1,Attempted
2021,Katowice,higher,41,Attempted
2021,Kielce,basic incomplete,13,Attempted
2021,Kielce,basic,78,Attempted
2021,Kielce,junior high,15,Attempted
2021,Kielce,technical/professional,77,Attempted
2021,Kielce,medium,127,Attempted
2021,Kielce,post-secondary,1,Attempted
2021,Kielce,higher,30,Attempted
2021,Kraków,basic incomplete,27,Attempted
2021,Kraków,basic,104,Attempted
2021,Kraków,junior high,38,Attempted
2021,Kraków,technical/professional,107,Attempted
2021,Kraków,medium,83,Attempted
2021,Kraków,post-secondary,1,Attempted
2021,Kraków,higher,22,Attempted
2021,Łódź,basic incomplete,31,Attempted
2021,Łódź,basic,118,Attempted
2021,Łódź,junior high,34,Attempted
2021,Łódź,technical/professional,76,Attempted
2021,Łódź,medium,120,Attempted
2021,Łódź,post-secondary,3,Attempted
2021,Łódź,higher,34,Attempted
2021,Lublin,basic incomplete,13,Attempted
2021,Lublin,basic,57,Attempted
2021,Lublin,junior high,24,Attempted
2021,Lublin,technical/professional,54,Attempted
2021,Lublin,medium,74,Attempted
2021,Lublin,post-secondary,0,Attempted
2021,Lublin,higher,19,Attempted
2021,Olsztyn,basic incomplete,18,Attempted
2021,Olsztyn,basic,54,Attempted
2021,Olsztyn,junior high,12,Attempted
2021,Olsztyn,technical/professional,47,Attempted
2021,Olsztyn,medium,40,Attempted
2021,Olsztyn,post-secondary,0,Attempted
2021,Olsztyn,higher,11,Attempted
2021,Opole,basic incomplete,3,Attempted
2021,Opole,basic,24,Attempted
2021,Opole,junior high,4,Attempted
2021,Opole,technical/professional,30,Attempted
2021,Opole,medium,21,Attempted
2021,Opole,post-secondary,1,Attempted
2021,Opole,higher,7,Attempted
2021,Poznań,basic incomplete,13,Attempted
2021,Poznań,basic,72,Attempted
2021,Poznań,junior high,25,Attempted
2021,Poznań,technical/professional,117,Attempted
2021,Poznań,medium,68,Attempted
2021,Poznań,post-secondary,2,Attempted
2021,Poznań,higher,22,Attempted
2021,Rzeszów,basic incomplete,15,Attempted
2021,Rzeszów,basic,64,Attempted
2021,Rzeszów,junior high,22,Attempted
2021,Rzeszów,technical/professional,58,Attempted
2021,Rzeszów,medium,75,Attempted
2021,Rzeszów,post-secondary,0,Attempted
2021,Rzeszów,higher,15,Attempted
2021,Szczecin,basic incomplete,12,Attempted
2021,Szczecin,basic,72,Attempted
2021,Szczecin,junior high,25,Attempted
2021,Szczecin,technical/professional,38,Attempted
2021,Szczecin,medium,33,Attempted
2021,Szczecin,post-secondary,0,Attempted
2021,Szczecin,higher,11,Attempted
2021,Warszawa,basic incomplete,8,Attempted
2021,Warszawa,basic,31,Attempted
2021,Warszawa,junior high,10,Attempted
2021,Warszawa,technical/professional,22,Attempted
2021,Warszawa,medium,53,Attempted
2021,Warszawa,post-secondary,1,Attempted
2021,Warszawa,higher,16,Attempted
2021,Radom,basic incomplete,14,Attempted
2021,Radom,basic,71,Attempted
2021,Radom,junior high,9,Attempted
2021,Radom,technical/professional,57,Attempted
2021,Radom,medium,56,Attempted
2021,Radom,post-secondary,1,Attempted
2021,Radom,higher,12,Attempted
2021,Wrocław,basic incomplete,17,Attempted
2021,Wrocław,basic,64,Attempted
2021,Wrocław,junior high,13,Attempted
2021,Wrocław,technical/professional,72,Attempted
2021,Wrocław,medium,76,Attempted
2021,Wrocław,post-secondary,1,Attempted
2021,Wrocław,higher,23,Attempted
2022,Bydgoszcz,basic incomplete,12,Attempted
2022,Bydgoszcz,basic,28,Attempted
2022,Bydgoszcz,junior high,6,Attempted
2022,Bydgoszcz,technical/professional,22,Attempted
2022,Bydgoszcz,medium,23,Attempted
2022,Bydgoszcz,post-secondary,1,Attempted
2022,Bydgoszcz,higher,7,Attempted
2022,Białystok,basic incomplete,12,Attempted
2022,Białystok,basic,66,Attempted
2022,Białystok,junior high,13,Attempted
2022,Białystok,technical/professional,20,Attempted
2022,Białystok,medium,42,Attempted
2022,Białystok,post-secondary,0,Attempted
2022,Białystok,higher,2,Attempted
2022,Gdańsk,basic incomplete,89,Attempted
2022,Gdańsk,basic,231,Attempted
2022,Gdańsk,junior high,31,Attempted
2022,Gdańsk,technical/professional,85,Attempted
2022,Gdańsk,medium,134,Attempted
2022,Gdańsk,post-secondary,0,Attempted
2022,Gdańsk,higher,24,Attempted
2022,Gorzów Wlkp.,basic incomplete,7,Attempted
2022,Gorzów Wlkp.,basic,22,Attempted
2022,Gorzów Wlkp.,junior high,6,Attempted
2022,Gorzów Wlkp.,technical/professional,13,Attempted
2022,Gorzów Wlkp.,medium,13,Attempted
2022,Gorzów Wlkp.,post-secondary,1,Attempted
2022,Gorzów Wlkp.,higher,6,Attempted
2022,Katowice,basic incomplete,59,Attempted
2022,Katowice,basic,221,Attempted
2022,Katowice,junior high,54,Attempted
2022,Katowice,technical/professional,126,Attempted
2022,Katowice,medium,162,Attempted
2022,Katowice,post-secondary,5,Attempted
2022,Katowice,higher,54,Attempted
2022,Kielce,basic incomplete,17,Attempted
2022,Kielce,basic,84,Attempted
2022,Kielce,junior high,23,Attempted
2022,Kielce,technical/professional,70,Attempted
2022,Kielce,medium,115,Attempted
2022,Kielce,post-secondary,3,Attempted
2022,Kielce,higher,26,Attempted
2022,Kraków,basic incomplete,37,Attempted
2022,Kraków,basic,146,Attempted
2022,Kraków,junior high,36,Attempted
2022,Kraków,technical/professional,91,Attempted
2022,Kraków,medium,111,Attempted
2022,Kraków,post-secondary,2,Attempted
2022,Kraków,higher,25,Attempted
2022,Łódź,basic incomplete,43,Attempted
2022,Łódź,basic,158,Attempted
2022,Łódź,junior high,38,Attempted
2022,Łódź,technical/professional,84,Attempted
2022,Łódź,medium,113,Attempted
2022,Łódź,post-secondary,4,Attempted
2022,Łódź,higher,35,Attempted
2022,Lublin,basic incomplete,30,Attempted
2022,Lublin,basic,89,Attempted
2022,Lublin,junior high,42,Attempted
2022,Lublin,technical/professional,57,Attempted
2022,Lublin,medium,91,Attempted
2022,Lublin,post-secondary,1,Attempted
2022,Lublin,higher,20,Attempted
2022,Olsztyn,basic incomplete,19,Attempted
2022,Olsztyn,basic,71,Attempted
2022,Olsztyn,junior high,12,Attempted
2022,Olsztyn,technical/professional,42,Attempted
2022,Olsztyn,medium,44,Attempted
2022,Olsztyn,post-secondary,1,Attempted
2022,Olsztyn,higher,10,Attempted
2022,Opole,basic incomplete,6,Attempted
2022,Opole,basic,19,Attempted
2022,Opole,junior high,9,Attempted
2022,Opole,technical/professional,25,Attempted
2022,Opole,medium,20,Attempted
2022,Opole,post-secondary,0,Attempted
2022,Opole,higher,5,Attempted
2022,Poznań,basic incomplete,27,Attempted
2022,Poznań,basic,104,Attempted
2022,Poznań,junior high,20,Attempted
2022,Poznań,technical/professional,134,Attempted
2022,Poznań,medium,96,Attempted
2022,Poznań,post-secondary,1,Attempted
2022,Poznań,higher,26,Attempted
2022,Rzeszów,basic incomplete,20,Attempted
2022,Rzeszów,basic,87,Attempted
2022,Rzeszów,junior high,16,Attempted
2022,Rzeszów,technical/professional,90,Attempted
2022,Rzeszów,medium,72,Attempted
2022,Rzeszów,post-secondary,1,Attempted
2022,Rzeszów,higher,22,Attempted
2022,Szczecin,basic incomplete,14,Attempted
2022,Szczecin,basic,70,Attempted
2022,Szczecin,junior high,19,Attempted
2022,Szczecin,technical/professional,38,Attempted
2022,Szczecin,medium,40,Attempted
2022,Szczecin,post-secondary,2,Attempted
2022,Szczecin,higher,16,Attempted
2022,Warszawa,basic incomplete,9,Attempted
2022,Warszawa,basic,57,Attempted
2022,Warszawa,junior high,6,Attempted
2022,Warszawa,technical/professional,17,Attempted
2022,Warszawa,medium,63,Attempted
2022,Warszawa,post-secondary,0,Attempted
2022,Warszawa,higher,32,Attempted
2022,Radom,basic incomplete,12,Attempted
2022,Radom,basic,82,Attempted
2022,Radom,junior high,20,Attempted
2022,Radom,technical/professional,65,Attempted
2022,Radom,medium,63,Attempted
2022,Radom,post-secondary,2,Attempted
2022,Radom,higher,22,Attempted
2022,Wrocław,basic incomplete,16,Attempted
2022,Wrocław,basic,82,Attempted
2022,Wrocław,junior high,20,Attempted
2022,Wrocław,technical/professional,56,Attempted
2022,Wrocław,medium,70,Attempted
2022,Wrocław,post-secondary,0,Attempted
2022,Wrocław,higher,19,Attempted
2023,Bydgoszcz,basic incomplete,9,Attempted
2023,Bydgoszcz,basic,52,Attempted
2023,Bydgoszcz,junior high,8,Attempted
2023,Bydgoszcz,technical/professional,23,Attempted
2023,Bydgoszcz,medium,37,Attempted
2023,Bydgoszcz,post-secondary,0,Attempted
2023,Bydgoszcz,higher,20,Attempted
2023,Białystok,basic incomplete,19,Attempted
2023,Białystok,basic,72,Attempted
2023,Białystok,junior high,20,Attempted
2023,Białystok,technical/professional,24,Attempted
2023,Białystok,medium,52,Attempted
2023,Białystok,post-secondary,0,Attempted
2023,Białystok,higher,12,Attempted
2023,Gdańsk,basic incomplete,88,Attempted
2023,Gdańsk,basic,272,Attempted
2023,Gdańsk,junior high,32,Attempted
2023,Gdańsk,technical/professional,64,Attempted
2023,Gdańsk,medium,136,Attempted
2023,Gdańsk,post-secondary,2,Attempted
2023,Gdańsk,higher,39,Attempted
2023,Gorzów Wlkp.,basic incomplete,4,Attempted
2023,Gorzów Wlkp.,basic,17,Attempted
2023,Gorzów Wlkp.,junior high,8,Attempted
2023,Gorzów Wlkp.,technical/professional,8,Attempted
2023,Gorzów Wlkp.,medium,14,Attempted
2023,Gorzów Wlkp.,post-secondary,0,Attempted
2023,Gorzów Wlkp.,higher,7,Attempted
2023,Katowice,basic incomplete,57,Attempted
2023,Katowice,basic,192,Attempted
2023,Katowice,junior high,46,Attempted
2023,Katowice,technical/professional,129,Attempted
2023,Katowice,medium,224,Attempted
2023,Katowice,post-secondary,2,Attempted
2023,Katowice,higher,53,Attempted
2023,Kielce,basic incomplete,17,Attempted
2023,Kielce,basic,94,Attempted
2023,Kielce,junior high,13,Attempted
2023,Kielce,technical/professional,66,Attempted
2023,Kielce,medium,123,Attempted
2023,Kielce,post-secondary,3,Attempted
2023,Kielce,higher,35,Attempted
2023,Kraków,basic incomplete,29,Attempted
2023,Kraków,basic,133,Attempted
2023,Kraków,junior high,26,Attempted
2023,Kraków,technical/professional,84,Attempted
2023,Kraków,medium,111,Attempted
2023,Kraków,post-secondary,3,Attempted
2023,Kraków,higher,30,Attempted
2023,Łódź,basic incomplete,52,Attempted
2023,Łódź,basic,164,Attempted
2023,Łódź,junior high,36,Attempted
2023,Łódź,technical/professional,61,Attempted
2023,Łódź,medium,149,Attempted
2023,Łódź,post-secondary,3,Attempted
2023,Łódź,higher,60,Attempted
2023,Lublin,basic incomplete,18,Attempted
2023,Lublin,basic,109,Attempted
2023,Lublin,junior high,30,Attempted
2023,Lublin,technical/professional,56,Attempted
2023,Lublin,medium,70,Attempted
2023,Lublin,post-secondary,1,Attempted
2023,Lublin,higher,31,Attempted
2023,Olsztyn,basic incomplete,21,Attempted
2023,Olsztyn,basic,88,Attempted
2023,Olsztyn,junior high,16,Attempted
2023,Olsztyn,technical/professional,41,Attempted
2023,Olsztyn,medium,38,Attempted
2023,Olsztyn,post-secondary,2,Attempted
2023,Olsztyn,higher,16,Attempted
2023,Opole,basic incomplete,8,Attempted
2023,Opole,basic,20,Attempted
2023,Opole,junior high,7,Attempted
2023,Opole,technical/professional,23,Attempted
2023,Opole,medium,20,Attempted
2023,Opole,post-secondary,0,Attempted
2023,Opole,higher,8,Attempted
2023,Poznań,basic incomplete,21,Attempted
2023,Poznań,basic,152,Attempted
2023,Poznań,junior high,31,Attempted
2023,Poznań,technical/professional,152,Attempted
2023,Poznań,medium,111,Attempted
2023,Poznań,post-secondary,2,Attempted
2023,Poznań,higher,32,Attempted
2023,Rzeszów,basic incomplete,14,Attempted
2023,Rzeszów,basic,66,Attempted
2023,Rzeszów,junior high,16,Attempted
2023,Rzeszów,technical/professional,73,Attempted
2023,Rzeszów,medium,65,Attempted
2023,Rzeszów,post-secondary,2,Attempted
2023,Rzeszów,higher,21,Attempted
2023,Szczecin,basic incomplete,21,Attempted
2023,Szczecin,basic,69,Attempted
2023,Szczecin,junior high,14,Attempted
2023,Szczecin,technical/professional,42,Attempted
2023,Szczecin,medium,46,Attempted
2023,Szczecin,post-secondary,1,Attempted
2023,Szczecin,higher,19,Attempted
2023,Warszawa,basic incomplete,14,Attempted
2023,Warszawa,basic,54,Attempted
2023,Warszawa,junior high,14,Attempted
2023,Warszawa,technical/professional,19,Attempted
2023,Warszawa,medium,65,Attempted
2023,Warszawa,post-secondary,2,Attempted
2023,Warszawa,higher,41,Attempted
2023,Radom,basic incomplete,15,Attempted
2023,Radom,basic,96,Attempted
2023,Radom,junior high,13,Attempted
2023,Radom,technical/professional,48,Attempted
2023,Radom,medium,56,Attempted
2023,Radom,post-secondary,1,Attempted
2023,Radom,higher,20,Attempted
2023,Wrocław,basic incomplete,13,Attempted
2023,Wrocław,basic,72,Attempted
2023,Wrocław,junior high,20,Attempted
2023,Wrocław,technical/professional,69,Attempted
2023,Wrocław,medium,72,Attempted
2023,Wrocław,post-secondary,2,Attempted
2023,Wrocław,higher,24,Attempted
1999,Wrocław,basic incomplete,13,Fatal
1999,Wrocław,basic,74,Fatal
1999,Wrocław,technical/professional,88,Fatal
1999,Wrocław,medium,29,Fatal
1999,Wrocław,higher,3,Fatal
1999,Bydgoszcz,basic incomplete,11,Fatal
1999,Bydgoszcz,basic,75,Fatal
1999,Bydgoszcz,technical/professional,60,Fatal
1999,Bydgoszcz,medium,24,Fatal
1999,Bydgoszcz,higher,2,Fatal
1999,Lublin,basic incomplete,17,Fatal
1999,Lublin,basic,96,Fatal
1999,Lublin,technical/professional,54,Fatal
1999,Lublin,medium,20,Fatal
1999,Lublin,higher,4,Fatal
1999,Gorzów Wlkp.,basic incomplete,3,Fatal
1999,Gorzów Wlkp.,basic,31,Fatal
1999,Gorzów Wlkp.,technical/professional,39,Fatal
1999,Gorzów Wlkp.,medium,15,Fatal
1999,Gorzów Wlkp.,higher,4,Fatal
1999,Łódź,basic incomplete,37,Fatal
1999,Łódź,basic,138,Fatal
1999,Łódź,technical/professional,72,Fatal
1999,Łódź,medium,22,Fatal
1999,Łódź,higher,10,Fatal
1999,Kraków,basic incomplete,8,Fatal
1999,Kraków,basic,81,Fatal
1999,Kraków,technical/professional,93,Fatal
1999,Kraków,medium,27,Fatal
1999,Kraków,higher,6,Fatal
1999,Radom,basic incomplete,32,Fatal
1999,Radom,basic,125,Fatal
1999,Radom,technical/professional,93,Fatal
1999,Radom,medium,32,Fatal
1999,Radom,higher,4,Fatal
1999,Opole,basic incomplete,8,Fatal
1999,Opole,basic,42,Fatal
1999,Opole,technical/professional,39,Fatal
1999,Opole,medium,8,Fatal
1999,Opole,higher,4,Fatal
1999,Rzeszów,basic incomplete,9,Fatal
1999,Rzeszów,basic,54,Fatal
1999,Rzeszów,technical/professional,51,Fatal
1999,Rzeszów,medium,23,Fatal
1999,Rzeszów,higher,4,Fatal
1999,Białystok,basic incomplete,23,Fatal
1999,Białystok,basic,64,Fatal
1999,Białystok,technical/professional,32,Fatal
1999,Białystok,medium,17,Fatal
1999,Białystok,higher,6,Fatal
1999,Gdańsk,basic incomplete,6,Fatal
1999,Gdańsk,basic,73,Fatal
1999,Gdańsk,technical/professional,52,Fatal
1999,Gdańsk,medium,19,Fatal
1999,Gdańsk,higher,6,Fatal
1999,Katowice,basic incomplete,21,Fatal
1999,Katowice,basic,78,Fatal
1999,Katowice,technical/professional,134,Fatal
1999,Katowice,medium,32,Fatal
1999,Katowice,higher,6,Fatal
1999,Kielce,basic incomplete,12,Fatal
1999,Kielce,basic,60,Fatal
1999,Kielce,technical/professional,60,Fatal
1999,Kielce,medium,15,Fatal
1999,Kielce,higher,5,Fatal
1999,Olsztyn,basic incomplete,21,Fatal
1999,Olsztyn,basic,48,Fatal
1999,Olsztyn,technical/professional,34,Fatal
1999,Olsztyn,medium,16,Fatal
1999,Olsztyn,higher,3,Fatal
1999,Poznań,basic incomplete,26,Fatal
1999,Poznań,basic,156,Fatal
1999,Poznań,technical/professional,184,Fatal
1999,Poznań,medium,49,Fatal
1999,Poznań,higher,17,Fatal
1999,Szczecin,basic incomplete,8,Fatal
1999,Szczecin,basic,77,Fatal
1999,Szczecin,technical/professional,55,Fatal
1999,Szczecin,medium,18,Fatal
1999,Szczecin,higher,2,Fatal
1999,Warszawa,basic incomplete,2,Fatal
1999,Warszawa,basic,9,Fatal
1999,Warszawa,technical/professional,27,Fatal
1999,Warszawa,medium,24,Fatal
1999,Warszawa,higher,1,Fatal
2000,Wrocław,basic incomplete,16,Fatal
2000,Wrocław,basic,81,Fatal
2000,Wrocław,technical/professional,90,Fatal
2000,Wrocław,medium,30,Fatal
2000,Wrocław,higher,6,Fatal
2000,Bydgoszcz,basic incomplete,7,Fatal
2000,Bydgoszcz,basic,63,Fatal
2000,Bydgoszcz,technical/professional,53,Fatal
2000,Bydgoszcz,medium,15,Fatal
2000,Bydgoszcz,higher,5,Fatal
2000,Lublin,basic incomplete,22,Fatal
2000,Lublin,basic,80,Fatal
2000,Lublin,technical/professional,54,Fatal
2000,Lublin,medium,16,Fatal
2000,Lublin,higher,4,Fatal
2000,Gorzów Wlkp.,basic incomplete,5,Fatal
2000,Gorzów Wlkp.,basic,21,Fatal
2000,Gorzów Wlkp.,technical/professional,33,Fatal
2000,Gorzów Wlkp.,medium,10,Fatal
2000,Gorzów Wlkp.,higher,3,Fatal
2000,Łódź,basic incomplete,25,Fatal
2000,Łódź,basic,101,Fatal
2000,Łódź,technical/professional,75,Fatal
2000,Łódź,medium,23,Fatal
2000,Łódź,higher,4,Fatal
2000,Kraków,basic incomplete,15,Fatal
2000,Kraków,basic,131,Fatal
2000,Kraków,technical/professional,116,Fatal
2000,Kraków,medium,41,Fatal
2000,Kraków,higher,18,Fatal
2000,Radom,basic incomplete,24,Fatal
2000,Radom,basic,128,Fatal
2000,Radom,technical/professional,88,Fatal
2000,Radom,medium,24,Fatal
2000,Radom,higher,6,Fatal
2000,Opole,basic incomplete,2,Fatal
2000,Opole,basic,30,Fatal
2000,Opole,technical/professional,31,Fatal
2000,Opole,medium,10,Fatal
2000,Opole,higher,2,Fatal
2000,Rzeszów,basic incomplete,17,Fatal
2000,Rzeszów,basic,98,Fatal
2000,Rzeszów,technical/professional,92,Fatal
2000,Rzeszów,medium,27,Fatal
2000,Rzeszów,higher,9,Fatal
2000,Białystok,basic incomplete,17,Fatal
2000,Białystok,basic,67,Fatal
2000,Białystok,technical/professional,28,Fatal
2000,Białystok,medium,19,Fatal
2000,Białystok,higher,4,Fatal
2000,Gdańsk,basic incomplete,14,Fatal
2000,Gdańsk,basic,56,Fatal
2000,Gdańsk,technical/professional,53,Fatal
2000,Gdańsk,medium,19,Fatal
2000,Gdańsk,higher,8,Fatal
2000,Katowice,basic incomplete,14,Fatal
2000,Katowice,basic,76,Fatal
2000,Katowice,technical/professional,145,Fatal
2000,Katowice,medium,42,Fatal
2000,Katowice,higher,9,Fatal
2000,Kielce,basic incomplete,13,Fatal
2000,Kielce,basic,46,Fatal
2000,Kielce,technical/professional,48,Fatal
2000,Kielce,medium,24,Fatal
2000,Kielce,higher,5,Fatal
2000,Olsztyn,basic incomplete,6,Fatal
2000,Olsztyn,basic,45,Fatal
2000,Olsztyn,technical/professional,19,Fatal
2000,Olsztyn,medium,12,Fatal
2000,Olsztyn,higher,1,Fatal
2000,Poznań,basic incomplete,17,Fatal
2000,Poznań,basic,144,Fatal
2000,Poznań,technical/professional,145,Fatal
2000,Poznań,medium,39,Fatal
2000,Poznań,higher,13,Fatal
2000,Szczecin,basic incomplete,11,Fatal
2000,Szczecin,basic,50,Fatal
2000,Szczecin,technical/professional,41,Fatal
2000,Szczecin,medium,14,Fatal
2000,Szczecin,higher,2,Fatal
2000,Warszawa,basic incomplete,2,Fatal
2000,Warszawa,basic,7,Fatal
2000,Warszawa,technical/professional,15,Fatal
2000,Warszawa,medium,16,Fatal
2000,Warszawa,higher,9,Fatal
2001,Wrocław,basic incomplete,8,Fatal
2001,Wrocław,basic,64,Fatal
2001,Wrocław,technical/professional,82,Fatal
2001,Wrocław,medium,23,Fatal
2001,Wrocław,higher,3,Fatal
2001,Bydgoszcz,basic incomplete,8,Fatal
2001,Bydgoszcz,basic,68,Fatal
2001,Bydgoszcz,technical/professional,55,Fatal
2001,Bydgoszcz,medium,19,Fatal
2001,Bydgoszcz,higher,2,Fatal
2001,Lublin,basic incomplete,14,Fatal
2001,Lublin,basic,88,Fatal
2001,Lublin,technical/professional,70,Fatal
2001,Lublin,medium,22,Fatal
2001,Lublin,higher,7,Fatal
2001,Gorzów Wlkp.,basic incomplete,5,Fatal
2001,Gorzów Wlkp.,basic,26,Fatal
2001,Gorzów Wlkp.,technical/professional,41,Fatal
2001,Gorzów Wlkp.,medium,13,Fatal
2001,Gorzów Wlkp.,higher,6,Fatal
2001,Łódź,basic incomplete,26,Fatal
2001,Łódź,basic,87,Fatal
2001,Łódź,technical/professional,76,Fatal
2001,Łódź,medium,20,Fatal
2001,Łódź,higher,10,Fatal
2001,Kraków,basic incomplete,13,Fatal
2001,Kraków,basic,104,Fatal
2001,Kraków,technical/professional,124,Fatal
2001,Kraków,medium,42,Fatal
2001,Kraków,higher,21,Fatal
2001,Radom,basic incomplete,38,Fatal
2001,Radom,basic,106,Fatal
2001,Radom,technical/professional,89,Fatal
2001,Radom,medium,36,Fatal
2001,Radom,higher,3,Fatal
2001,Opole,basic incomplete,3,Fatal
2001,Opole,basic,33,Fatal
2001,Opole,technical/professional,35,Fatal
2001,Opole,medium,9,Fatal
2001,Opole,higher,3,Fatal
2001,Rzeszów,basic incomplete,19,Fatal
2001,Rzeszów,basic,77,Fatal
2001,Rzeszów,technical/professional,80,Fatal
2001,Rzeszów,medium,22,Fatal
2001,Rzeszów,higher,6,Fatal
2001,Białystok,basic incomplete,17,Fatal
2001,Białystok,basic,55,Fatal
2001,Białystok,technical/professional,37,Fatal
2001,Białystok,medium,8,Fatal
2001,Białystok,higher,3,Fatal
2001,Gdańsk,basic incomplete,3,Fatal
2001,Gdańsk,basic,58,Fatal
2001,Gdańsk,technical/professional,56,Fatal
2001,Gdańsk,medium,19,Fatal
2001,Gdańsk,higher,10,Fatal
2001,Katowice,basic incomplete,4,Fatal
2001,Katowice,basic,67,Fatal
2001,Katowice,technical/professional,124,Fatal
2001,Katowice,medium,30,Fatal
2001,Katowice,higher,8,Fatal
2001,Kielce,basic incomplete,12,Fatal
2001,Kielce,basic,46,Fatal
2001,Kielce,technical/professional,55,Fatal
2001,Kielce,medium,18,Fatal
2001,Kielce,higher,4,Fatal
2001,Olsztyn,basic incomplete,11,Fatal
2001,Olsztyn,basic,62,Fatal
2001,Olsztyn,technical/professional,29,Fatal
2001,Olsztyn,medium,8,Fatal
2001,Olsztyn,higher,6,Fatal
2001,Poznań,basic incomplete,19,Fatal
2001,Poznań,basic,115,Fatal
2001,Poznań,technical/professional,153,Fatal
2001,Poznań,medium,44,Fatal
2001,Poznań,higher,10,Fatal
2001,Szczecin,basic incomplete,9,Fatal
2001,Szczecin,basic,47,Fatal
2001,Szczecin,technical/professional,36,Fatal
2001,Szczecin,medium,11,Fatal
2001,Szczecin,higher,3,Fatal
2001,Warszawa,basic incomplete,0,Fatal
2001,Warszawa,basic,7,Fatal
2001,Warszawa,technical/professional,7,Fatal
2001,Warszawa,medium,13,Fatal
2001,Warszawa,higher,6,Fatal
2002,Wrocław,basic incomplete,7,Fatal
2002,Wrocław,basic,76,Fatal
2002,Wrocław,technical/professional,62,Fatal
2002,Wrocław,medium,36,Fatal
2002,Wrocław,higher,6,Fatal
2002,Bydgoszcz,basic incomplete,8,Fatal
2002,Bydgoszcz,basic,48,Fatal
2002,Bydgoszcz,technical/professional,52,Fatal
2002,Bydgoszcz,medium,16,Fatal
2002,Bydgoszcz,higher,3,Fatal
2002,Lublin,basic incomplete,14,Fatal
2002,Lublin,basic,95,Fatal
2002,Lublin,technical/professional,63,Fatal
2002,Lublin,medium,21,Fatal
2002,Lublin,higher,5,Fatal
2002,Gorzów Wlkp.,basic incomplete,1,Fatal
2002,Gorzów Wlkp.,basic,22,Fatal
2002,Gorzów Wlkp.,technical/professional,27,Fatal
2002,Gorzów Wlkp.,medium,13,Fatal
2002,Gorzów Wlkp.,higher,0,Fatal
2002,Łódź,basic incomplete,17,Fatal
2002,Łódź,basic,88,Fatal
2002,Łódź,technical/professional,68,Fatal
2002,Łódź,medium,26,Fatal
2002,Łódź,higher,4,Fatal
2002,Kraków,basic incomplete,10,Fatal
2002,Kraków,basic,102,Fatal
2002,Kraków,technical/professional,102,Fatal
2002,Kraków,medium,46,Fatal
2002,Kraków,higher,12,Fatal
2002,Radom,basic incomplete,20,Fatal
2002,Radom,basic,93,Fatal
2002,Radom,technical/professional,72,Fatal
2002,Radom,medium,27,Fatal
2002,Radom,higher,3,Fatal
2002,Opole,basic incomplete,4,Fatal
2002,Opole,basic,27,Fatal
2002,Opole,technical/professional,21,Fatal
2002,Opole,medium,5,Fatal
2002,Opole,higher,3,Fatal
2002,Rzeszów,basic incomplete,9,Fatal
2002,Rzeszów,basic,80,Fatal
2002,Rzeszów,technical/professional,86,Fatal
2002,Rzeszów,medium,36,Fatal
2002,Rzeszów,higher,9,Fatal
2002,Białystok,basic incomplete,19,Fatal
2002,Białystok,basic,44,Fatal
2002,Białystok,technical/professional,30,Fatal
2002,Białystok,medium,18,Fatal
2002,Białystok,higher,5,Fatal
2002,Gdańsk,basic incomplete,2,Fatal
2002,Gdańsk,basic,59,Fatal
2002,Gdańsk,technical/professional,57,Fatal
2002,Gdańsk,medium,14,Fatal
2002,Gdańsk,higher,3,Fatal
2002,Katowice,basic incomplete,8,Fatal
2002,Katowice,basic,67,Fatal
2002,Katowice,technical/professional,128,Fatal
2002,Katowice,medium,35,Fatal
2002,Katowice,higher,9,Fatal
2002,Kielce,basic incomplete,15,Fatal
2002,Kielce,basic,62,Fatal
2002,Kielce,technical/professional,55,Fatal
2002,Kielce,medium,14,Fatal
2002,Kielce,higher,1,Fatal
2002,Olsztyn,basic incomplete,8,Fatal
2002,Olsztyn,basic,65,Fatal
2002,Olsztyn,technical/professional,34,Fatal
2002,Olsztyn,medium,19,Fatal
2002,Olsztyn,higher,1,Fatal
2002,Poznań,basic incomplete,18,Fatal
2002,Poznań,basic,95,Fatal
2002,Poznań,technical/professional,123,Fatal
2002,Poznań,medium,34,Fatal
2002,Poznań,higher,13,Fatal
2002,Szczecin,basic incomplete,14,Fatal
2002,Szczecin,basic,44,Fatal
2002,Szczecin,technical/professional,45,Fatal
2002,Szczecin,medium,9,Fatal
2002,Szczecin,higher,1,Fatal
2002,Warszawa,basic incomplete,1,Fatal
2002,Warszawa,basic,12,Fatal
2002,Warszawa,technical/professional,15,Fatal
2002,Warszawa,medium,12,Fatal
2002,Warszawa,higher,4,Fatal
2003,Wrocław,basic incomplete,3,Fatal
2003,Wrocław,basic,65,Fatal
2003,Wrocław,technical/professional,75,Fatal
2003,Wrocław,medium,22,Fatal
2003,Wrocław,higher,11,Fatal
2003,Bydgoszcz,basic incomplete,3,Fatal
2003,Bydgoszcz,basic,32,Fatal
2003,Bydgoszcz,technical/professional,43,Fatal
2003,Bydgoszcz,medium,19,Fatal
2003,Bydgoszcz,higher,6,Fatal
2003,Lublin,basic incomplete,13,Fatal
2003,Lublin,basic,93,Fatal
2003,Lublin,technical/professional,68,Fatal
2003,Lublin,medium,28,Fatal
2003,Lublin,higher,4,Fatal
2003,Gorzów Wlkp.,basic incomplete,3,Fatal
2003,Gorzów Wlkp.,basic,18,Fatal
