year,garnizon,civil_status,suicides,outcome
2020,Lublin,separated,4,Attempted
2020,Olsztyn,single,232,Attempted
2020,Olsztyn,married,168,Attempted
2020,Olsztyn,concubine,27,Attempted
2020,Olsztyn,widower,16,Attempted
2020,Olsztyn,divorced,40,Attempted
2020,Olsztyn,separated,6,Attempted
2020,Opole,single,91,Attempted
2020,Opole,married,57,Attempted
2020,Opole,concubine,19,Attempted
2020,Opole,widower,14,Attempted
2020,Opole,divorced,12,Attempted
2020,Opole,separated,0,Attempted
2020,Poznań,single,286,Attempted
2020,Poznań,married,261,Attempted
2020,Poznań,concubine,31,Attempted
2020,Poznań,widower,29,Attempted
2020,Poznań,divorced,59,Attempted
2020,Poznań,separated,2,Attempted
2020,Rzeszów,single,250,Attempted
2020,Rzeszów,married,216,Attempted
2020,Rzeszów,concubine,10,Attempted
2020,Rzeszów,widower,23,Attempted
2020,Rzeszów,divorced,31,Attempted
2020,Rzeszów,separated,1,Attempted
2020,Szczecin,single,226,Attempted
2020,Szczecin,married,138,Attempted
2020,Szczecin,concubine,38,Attempted
2020,Szczecin,widower,25,Attempted
2020,Szczecin,divorced,33,Attempted
2020,Szczecin,separated,2,Attempted
2020,Warszawa,single,249,Attempted
2020,Warszawa,married,173,Attempted
2020,Warszawa,concubine,21,Attempted
2020,Warszawa,widower,29,Attempted
2020,Warszawa,divorced,47,Attempted
2020,Warszawa,separated,1,Attempted
2020,Radom,single,230,Attempted
2020,Radom,married,250,Attempted
2020,Radom,concubine,39,Attempted
2020,Radom,widower,40,Attempted
2020,Radom,divorced,41,Attempted
2020,Radom,separated,0,Attempted
2020,Wrocław,single,396,Attempted
2020,Wrocław,married,218,Attempted
2020,Wrocław,concubine,56,Attempted
2020,Wrocław,widower,41,Attempted
2020,Wrocław,divorced,64,Attempted
2020,Wrocław,separated,4,Attempted
2021,Bydgoszcz,single,156,Attempted
2021,Bydgoszcz,married,149,Attempted
2021,Bydgoszcz,concubine,21,Attempted
2021,Bydgoszcz,widower,22,Attempted
2021,Bydgoszcz,divorced,37,Attempted
2021,Bydgoszcz,separated,2,Attempted
2021,Białystok,single,239,Attempted
2021,Białystok,married,144,Attempted
2021,Białystok,concubine,24,Attempted
2021,Białystok,widower,12,Attempted
2021,Białystok,divorced,36,Attempted
2021,Białystok,separated,2,Attempted
2021,Gdańsk,single,817,Attempted
2021,Gdańsk,married,365,Attempted
2021,Gdańsk,concubine,73,Attempted
2021,Gdańsk,widower,38,Attempted
2021,Gdańsk,divorced,67,Attempted
2021,Gdańsk,separated,4,Attempted
2021,Gorzów Wlkp.,single,113,Attempted
2021,Gorzów Wlkp.,married,100,Attempted
2021,Gorzów Wlkp.,concubine,14,Attempted
2021,Gorzów Wlkp.,widower,16,Attempted
2021,Gorzów Wlkp.,divorced,19,Attempted
2021,Gorzów Wlkp.,separated,1,Attempted
2021,Katowice,single,757,Attempted
2021,Katowice,married,498,Attempted
2021,Katowice,concubine,87,Attempted
2021,Katowice,widower,70,Attempted
2021,Katowice,divorced,130,Attempted
2021,Katowice,separated,6,Attempted
2021,Kielce,single,260,Attempted
2021,Kielce,married,161,Attempted
2021,Kielce,concubine,21,Attempted
2021,Kielce,widower,24,Attempted
2021,Kielce,divorced,48,Attempted
2021,Kielce,separated,2,Attempted
2021,Kraków,single,599,Attempted
2021,Kraków,married,400,Attempted
2021,Kraków,concubine,37,Attempted
2021,Kraków,widower,56,Attempted
2021,Kraków,divorced,90,Attempted
2021,Kraków,separated,4,Attempted
2021,Łódź,single,570,Attempted
2021,Łódź,married,347,Attempted
2021,Łódź,concubine,112,Attempted
2021,Łódź,widower,60,Attempted
2021,Łódź,divorced,76,Attempted
2021,Łódź,separated,4,Attempted
2021,Lublin,single,293,Attempted
2021,Lublin,married,240,Attempted
2021,Lublin,concubine,34,Attempted
2021,Lublin,widower,39,Attempted
2021,Lublin,divorced,57,Attempted
2021,Lublin,separated,5,Attempted
2021,Olsztyn,single,245,Attempted
2021,Olsztyn,married,159,Attempted
2021,Olsztyn,concubine,32,Attempted
2021,Olsztyn,widower,30,Attempted
2021,Olsztyn,divorced,31,Attempted
2021,Olsztyn,separated,1,Attempted
2021,Opole,single,94,Attempted
2021,Opole,married,77,Attempted
2021,Opole,concubine,16,Attempted
2021,Opole,widower,9,Attempted
2021,Opole,divorced,16,Attempted
2021,Opole,separated,2,Attempted
2021,Poznań,single,307,Attempted
2021,Poznań,married,287,Attempted
2021,Poznań,concubine,38,Attempted
2021,Poznań,widower,43,Attempted
2021,Poznań,divorced,49,Attempted
2021,Poznań,separated,5,Attempted
2021,Rzeszów,single,274,Attempted
2021,Rzeszów,married,228,Attempted
2021,Rzeszów,concubine,10,Attempted
2021,Rzeszów,widower,22,Attempted
2021,Rzeszów,divorced,40,Attempted
2021,Rzeszów,separated,3,Attempted
2021,Szczecin,single,257,Attempted
2021,Szczecin,married,164,Attempted
2021,Szczecin,concubine,33,Attempted
2021,Szczecin,widower,19,Attempted
2021,Szczecin,divorced,30,Attempted
2021,Szczecin,separated,2,Attempted
2021,Warszawa,single,292,Attempted
2021,Warszawa,married,188,Attempted
2021,Warszawa,concubine,24,Attempted
2021,Warszawa,widower,23,Attempted
2021,Warszawa,divorced,55,Attempted
2021,Warszawa,separated,3,Attempted
2021,Radom,single,286,Attempted
2021,Radom,married,234,Attempted
2021,Radom,concubine,27,Attempted
2021,Radom,widower,22,Attempted
2021,Radom,divorced,41,Attempted
2021,Radom,separated,3,Attempted
2021,Wrocław,single,418,Attempted
2021,Wrocław,married,237,Attempted
2021,Wrocław,concubine,49,Attempted
2021,Wrocław,widower,40,Attempted
2021,Wrocław,divorced,58,Attempted
2021,Wrocław,separated,1,Attempted
2022,Bydgoszcz,single,192,Attempted
2022,Bydgoszcz,married,149,Attempted
2022,Bydgoszcz,concubine,16,Attempted
2022,Bydgoszcz,widower,23,Attempted
2022,Bydgoszcz,divorced,38,Attempted
2022,Bydgoszcz,separated,2,Attempted
2022,Białystok,single,245,Attempted
2022,Białystok,married,154,Attempted
2022,Białystok,concubine,24,Attempted
2022,Białystok,widower,25,Attempted
2022,Białystok,divorced,23,Attempted
2022,Białystok,separated,0,Attempted
2022,Gdańsk,single,927,Attempted
2022,Gdańsk,married,365,Attempted
2022,Gdańsk,concubine,65,Attempted
2022,Gdańsk,widower,40,Attempted
2022,Gdańsk,divorced,59,Attempted
2022,Gdańsk,separated,1,Attempted
2022,Gorzów Wlkp.,single,121,Attempted
2022,Gorzów Wlkp.,married,83,Attempted
2022,Gorzów Wlkp.,concubine,20,Attempted
2022,Gorzów Wlkp.,widower,10,Attempted
2022,Gorzów Wlkp.,divorced,24,Attempted
2022,Gorzów Wlkp.,separated,1,Attempted
2022,Katowice,single,844,Attempted
2022,Katowice,married,550,Attempted
2022,Katowice,concubine,75,Attempted
2022,Katowice,widower,99,Attempted
2022,Katowice,divorced,111,Attempted
2022,Katowice,separated,5,Attempted
2022,Kielce,single,268,Attempted
2022,Kielce,married,155,Attempted
2022,Kielce,concubine,16,Attempted
2022,Kielce,widower,26,Attempted
2022,Kielce,divorced,29,Attempted
2022,Kielce,separated,1,Attempted
2022,Kraków,single,694,Attempted
2022,Kraków,married,365,Attempted
2022,Kraków,concubine,33,Attempted
2022,Kraków,widower,51,Attempted
2022,Kraków,divorced,78,Attempted
2022,Kraków,separated,1,Attempted
2022,Łódź,single,642,Attempted
2022,Łódź,married,348,Attempted
2022,Łódź,concubine,82,Attempted
2022,Łódź,widower,58,Attempted
2022,Łódź,divorced,78,Attempted
2022,Łódź,separated,4,Attempted
2022,Lublin,single,370,Attempted
2022,Lublin,married,252,Attempted
2022,Lublin,concubine,31,Attempted
2022,Lublin,widower,31,Attempted
2022,Lublin,divorced,33,Attempted
2022,Lublin,separated,3,Attempted
2022,Olsztyn,single,258,Attempted
2022,Olsztyn,married,177,Attempted
2022,Olsztyn,concubine,43,Attempted
2022,Olsztyn,widower,21,Attempted
2022,Olsztyn,divorced,47,Attempted
2022,Olsztyn,separated,3,Attempted
2022,Opole,single,101,Attempted
2022,Opole,married,79,Attempted
2022,Opole,concubine,9,Attempted
2022,Opole,widower,15,Attempted
2022,Opole,divorced,29,Attempted
2022,Opole,separated,0,Attempted
2022,Poznań,single,377,Attempted
2022,Poznań,married,256,Attempted
2022,Poznań,concubine,26,Attempted
2022,Poznań,widower,40,Attempted
2022,Poznań,divorced,68,Attempted
2022,Poznań,separated,1,Attempted
2022,Rzeszów,single,328,Attempted
2022,Rzeszów,married,234,Attempted
2022,Rzeszów,concubine,12,Attempted
2022,Rzeszów,widower,24,Attempted
2022,Rzeszów,divorced,38,Attempted
2022,Rzeszów,separated,2,Attempted
2022,Szczecin,single,276,Attempted
2022,Szczecin,married,148,Attempted
2022,Szczecin,concubine,41,Attempted
2022,Szczecin,widower,26,Attempted
2022,Szczecin,divorced,28,Attempted
2022,Szczecin,separated,0,Attempted
2022,Warszawa,single,308,Attempted
2022,Warszawa,married,167,Attempted
2022,Warszawa,concubine,27,Attempted
2022,Warszawa,widower,41,Attempted
2022,Warszawa,divorced,47,Attempted
2022,Warszawa,separated,0,Attempted
2022,Radom,single,289,Attempted
2022,Radom,married,249,Attempted
2022,Radom,concubine,24,Attempted
2022,Radom,widower,41,Attempted
2022,Radom,divorced,50,Attempted
2022,Radom,separated,4,Attempted
2022,Wrocław,single,413,Attempted
2022,Wrocław,married,227,Attempted
2022,Wrocław,concubine,50,Attempted
2022,Wrocław,widower,31,Attempted
2022,Wrocław,divorced,55,Attempted
2022,Wrocław,separated,3,Attempted
2023,Bydgoszcz,single,237,Attempted
2023,Bydgoszcz,married,159,Attempted
2023,Bydgoszcz,concubine,17,Attempted
2023,Bydgoszcz,widower,25,Attempted
2023,Bydgoszcz,divorced,32,Attempted
2023,Bydgoszcz,separated,1,Attempted
2023,Białystok,single,254,Attempted
2023,Białystok,married,167,Attempted
2023,Białystok,concubine,27,Attempted
2023,Białystok,widower,18,Attempted
2023,Białystok,divorced,31,Attempted
2023,Białystok,separated,2,Attempted
2023,Gdańsk,single,1019,Attempted
2023,Gdańsk,married,400,Attempted
2023,Gdańsk,concubine,73,Attempted
2023,Gdańsk,widower,37,Attempted
2023,Gdańsk,divorced,103,Attempted
2023,Gdańsk,separated,5,Attempted
2023,Gorzów Wlkp.,single,118,Attempted
2023,Gorzów Wlkp.,married,65,Attempted
2023,Gorzów Wlkp.,concubine,22,Attempted
2023,Gorzów Wlkp.,widower,11,Attempted
2023,Gorzów Wlkp.,divorced,20,Attempted
2023,Gorzów Wlkp.,separated,0,Attempted
2023,Katowice,single,949,Attempted
2023,Katowice,married,571,Attempted
2023,Katowice,concubine,102,Attempted
2023,Katowice,widower,69,Attempted
2023,Katowice,divorced,108,Attempted
2023,Katowice,separated,4,Attempted
2023,Kielce,single,272,Attempted
2023,Kielce,married,180,Attempted
2023,Kielce,concubine,18,Attempted
2023,Kielce,widower,21,Attempted
2023,Kielce,divorced,47,Attempted
2023,Kielce,separated,2,Attempted
2023,Kraków,single,576,Attempted
2023,Kraków,married,343,Attempted
2023,Kraków,concubine,35,Attempted
2023,Kraków,widower,45,Attempted
2023,Kraków,divorced,74,Attempted
2023,Kraków,separated,3,Attempted
2023,Łódź,single,703,Attempted
2023,Łódź,married,349,Attempted
2023,Łódź,concubine,99,Attempted
2023,Łódź,widower,55,Attempted
2023,Łódź,divorced,86,Attempted
2023,Łódź,separated,1,Attempted
2023,Lublin,single,353,Attempted
2023,Lublin,married,222,Attempted
2023,Lublin,concubine,31,Attempted
2023,Lublin,widower,37,Attempted
2023,Lublin,divorced,49,Attempted
2023,Lublin,separated,2,Attempted
2023,Olsztyn,single,285,Attempted
2023,Olsztyn,married,149,Attempted
2023,Olsztyn,concubine,22,Attempted
2023,Olsztyn,widower,23,Attempted
2023,Olsztyn,divorced,49,Attempted
2023,Olsztyn,separated,1,Attempted
2023,Opole,single,126,Attempted
2023,Opole,married,70,Attempted
2023,Opole,concubine,14,Attempted
2023,Opole,widower,12,Attempted
2023,Opole,divorced,26,Attempted
2023,Opole,separated,2,Attempted
2023,Poznań,single,437,Attempted
2023,Poznań,married,309,Attempted
2023,Poznań,concubine,34,Attempted
2023,Poznań,widower,51,Attempted
2023,Poznań,divorced,80,Attempted
2023,Poznań,separated,3,Attempted
2023,Rzeszów,single,302,Attempted
2023,Rzeszów,married,222,Attempted
2023,Rzeszów,concubine,18,Attempted
2023,Rzeszów,widower,21,Attempted
2023,Rzeszów,divorced,43,Attempted
2023,Rzeszów,separated,2,Attempted
2023,Szczecin,single,286,Attempted
2023,Szczecin,married,180,Attempted
2023,Szczecin,concubine,45,Attempted
2023,Szczecin,widower,25,Attempted
2023,Szczecin,divorced,41,Attempted
2023,Szczecin,separated,1,Attempted
2023,Warszawa,single,343,Attempted
2023,Warszawa,married,182,Attempted
2023,Warszawa,concubine,32,Attempted
2023,Warszawa,widower,26,Attempted
2023,Warszawa,divorced,45,Attempted
2023,Warszawa,separated,2,Attempted
2023,Radom,single,305,Attempted
2023,Radom,married,276,Attempted
2023,Radom,concubine,18,Attempted
2023,Radom,widower,37,Attempted
2023,Radom,divorced,37,Attempted
2023,Radom,separated,1,Attempted
2023,Wrocław,single,430,Attempted
2023,Wrocław,married,225,Attempted
2023,Wrocław,concubine,45,Attempted
2023,Wrocław,widower,45,Attempted
2023,Wrocław,divorced,64,Attempted
2023,Wrocław,separated,1,Attempted
1999,Wrocław,single,100,Fatal
1999,Wrocław,married,145,Fatal
1999,Wrocław,concubine,17,Fatal
1999,Wrocław,widower,33,Fatal
1999,Wrocław,divorced,24,Fatal
1999,Wrocław,separated,4,Fatal
1999,Bydgoszcz,single,85,Fatal
1999,Bydgoszcz,married,116,Fatal
1999,Bydgoszcz,concubine,4,Fatal
1999,Bydgoszcz,widower,14,Fatal
1999,Bydgoszcz,divorced,17,Fatal
1999,Bydgoszcz,separated,6,Fatal
1999,Lublin,single,74,Fatal
1999,Lublin,married,133,Fatal
1999,Lublin,concubine,4,Fatal
1999,Lublin,widower,28,Fatal
1999,Lublin,divorced,7,Fatal
1999,Lublin,separated,6,Fatal
1999,Gorzów Wlkp.,single,48,Fatal
1999,Gorzów Wlkp.,married,77,Fatal
1999,Gorzów Wlkp.,concubine,11,Fatal
1999,Gorzów Wlkp.,widower,14,Fatal
1999,Gorzów Wlkp.,divorced,13,Fatal
1999,Gorzów Wlkp.,separated,1,Fatal
1999,Łódź,single,116,Fatal
1999,Łódź,married,170,Fatal
1999,Łódź,concubine,10,Fatal
1999,Łódź,widower,36,Fatal
1999,Łódź,divorced,30,Fatal
1999,Łódź,separated,9,Fatal
1999,Kraków,single,92,Fatal
1999,Kraków,married,138,Fatal
1999,Kraków,concubine,3,Fatal
1999,Kraków,widower,25,Fatal
1999,Kraków,divorced,11,Fatal
1999,Kraków,separated,5,Fatal
1999,Radom,single,132,Fatal
1999,Radom,married,190,Fatal
1999,Radom,concubine,6,Fatal
1999,Radom,widower,28,Fatal
1999,Radom,divorced,10,Fatal
1999,Radom,separated,5,Fatal
1999,Opole,single,32,Fatal
1999,Opole,married,87,Fatal
1999,Opole,concubine,7,Fatal
1999,Opole,widower,13,Fatal
1999,Opole,divorced,9,Fatal
1999,Opole,separated,0,Fatal
1999,Rzeszów,single,67,Fatal
1999,Rzeszów,married,100,Fatal
1999,Rzeszów,concubine,1,Fatal
1999,Rzeszów,widower,7,Fatal
1999,Rzeszów,divorced,8,Fatal
1999,Rzeszów,separated,2,Fatal
1999,Białystok,single,59,Fatal
1999,Białystok,married,88,Fatal
1999,Białystok,concubine,5,Fatal
1999,Białystok,widower,17,Fatal
1999,Białystok,divorced,13,Fatal
1999,Białystok,separated,0,Fatal
1999,Gdańsk,single,71,Fatal
1999,Gdańsk,married,146,Fatal
1999,Gdańsk,concubine,10,Fatal
1999,Gdańsk,widower,28,Fatal
1999,Gdańsk,divorced,14,Fatal
1999,Gdańsk,separated,2,Fatal
1999,Katowice,single,142,Fatal
1999,Katowice,married,242,Fatal
1999,Katowice,concubine,12,Fatal
1999,Katowice,widower,40,Fatal
1999,Katowice,divorced,27,Fatal
1999,Katowice,separated,5,Fatal
1999,Kielce,single,57,Fatal
1999,Kielce,married,108,Fatal
1999,Kielce,concubine,1,Fatal
1999,Kielce,widower,15,Fatal
1999,Kielce,divorced,7,Fatal
1999,Kielce,separated,1,Fatal
1999,Olsztyn,single,59,Fatal
1999,Olsztyn,married,84,Fatal
1999,Olsztyn,concubine,0,Fatal
1999,Olsztyn,widower,15,Fatal
1999,Olsztyn,divorced,12,Fatal
1999,Olsztyn,separated,3,Fatal
1999,Poznań,single,168,Fatal
1999,Poznań,married,297,Fatal
1999,Poznań,concubine,8,Fatal
1999,Poznań,widower,42,Fatal
1999,Poznań,divorced,29,Fatal
1999,Poznań,separated,6,Fatal
1999,Szczecin,single,78,Fatal
1999,Szczecin,married,103,Fatal
1999,Szczecin,concubine,12,Fatal
1999,Szczecin,widower,13,Fatal
1999,Szczecin,divorced,22,Fatal
1999,Szczecin,separated,3,Fatal
1999,Warszawa,single,39,Fatal
1999,Warszawa,married,31,Fatal
1999,Warszawa,concubine,3,Fatal
1999,Warszawa,widower,8,Fatal
1999,Warszawa,divorced,14,Fatal
1999,Warszawa,separated,1,Fatal
2000,Wrocław,single,116,Fatal
2000,Wrocław,married,184,Fatal
2000,Wrocław,concubine,13,Fatal
2000,Wrocław,widower,35,Fatal
2000,Wrocław,divorced,25,Fatal
2000,Wrocław,separated,2,Fatal
2000,Bydgoszcz,single,71,Fatal
2000,Bydgoszcz,married,114,Fatal
2000,Bydgoszcz,concubine,9,Fatal
2000,Bydgoszcz,widower,22,Fatal
2000,Bydgoszcz,divorced,13,Fatal
2000,Bydgoszcz,separated,2,Fatal
2000,Lublin,single,76,Fatal
2000,Lublin,married,123,Fatal
2000,Lublin,concubine,8,Fatal
2000,Lublin,widower,25,Fatal
2000,Lublin,divorced,12,Fatal
2000,Lublin,separated,3,Fatal
2000,Gorzów Wlkp.,single,41,Fatal
2000,Gorzów Wlkp.,married,64,Fatal
2000,Gorzów Wlkp.,concubine,12,Fatal
2000,Gorzów Wlkp.,widower,13,Fatal
2000,Gorzów Wlkp.,divorced,6,Fatal
2000,Gorzów Wlkp.,separated,5,Fatal
2000,Łódź,single,97,Fatal
2000,Łódź,married,173,Fatal
2000,Łódź,concubine,9,Fatal
2000,Łódź,widower,38,Fatal
2000,Łódź,divorced,26,Fatal
2000,Łódź,separated,2,Fatal
2000,Kraków,single,162,Fatal
2000,Kraków,married,235,Fatal
2000,Kraków,concubine,10,Fatal
2000,Kraków,widower,38,Fatal
2000,Kraków,divorced,14,Fatal
2000,Kraków,separated,3,Fatal
2000,Radom,single,129,Fatal
2000,Radom,married,201,Fatal
2000,Radom,concubine,4,Fatal
2000,Radom,widower,30,Fatal
2000,Radom,divorced,12,Fatal
2000,Radom,separated,13,Fatal
2000,Opole,single,39,Fatal
2000,Opole,married,75,Fatal
2000,Opole,concubine,7,Fatal
2000,Opole,widower,11,Fatal
2000,Opole,divorced,11,Fatal
2000,Opole,separated,3,Fatal
2000,Rzeszów,single,112,Fatal
2000,Rzeszów,married,153,Fatal
2000,Rzeszów,concubine,2,Fatal
2000,Rzeszów,widower,28,Fatal
2000,Rzeszów,divorced,10,Fatal
2000,Rzeszów,separated,2,Fatal
2000,Białystok,single,73,Fatal
2000,Białystok,married,82,Fatal
2000,Białystok,concubine,6,Fatal
2000,Białystok,widower,16,Fatal
2000,Białystok,divorced,11,Fatal
2000,Białystok,separated,2,Fatal
2000,Gdańsk,single,76,Fatal
2000,Gdańsk,married,140,Fatal
2000,Gdańsk,concubine,5,Fatal
2000,Gdańsk,widower,23,Fatal
2000,Gdańsk,divorced,20,Fatal
2000,Gdańsk,separated,2,Fatal
2000,Katowice,single,132,Fatal
2000,Katowice,married,232,Fatal
2000,Katowice,concubine,18,Fatal
2000,Katowice,widower,37,Fatal
2000,Katowice,divorced,28,Fatal
2000,Katowice,separated,5,Fatal
2000,Kielce,single,54,Fatal
2000,Kielce,married,96,Fatal
2000,Kielce,concubine,3,Fatal
2000,Kielce,widower,10,Fatal
2000,Kielce,divorced,7,Fatal
2000,Kielce,separated,7,Fatal
2000,Olsztyn,single,48,Fatal
2000,Olsztyn,married,58,Fatal
2000,Olsztyn,concubine,4,Fatal
2000,Olsztyn,widower,11,Fatal
2000,Olsztyn,divorced,6,Fatal
2000,Olsztyn,separated,0,Fatal
2000,Poznań,single,126,Fatal
2000,Poznań,married,294,Fatal
2000,Poznań,concubine,10,Fatal
2000,Poznań,widower,52,Fatal
2000,Poznań,divorced,27,Fatal
2000,Poznań,separated,7,Fatal
2000,Szczecin,single,66,Fatal
2000,Szczecin,married,103,Fatal
2000,Szczecin,concubine,12,Fatal
2000,Szczecin,widower,14,Fatal
2000,Szczecin,divorced,11,Fatal
2000,Szczecin,separated,2,Fatal
2000,Warszawa,single,29,Fatal
2000,Warszawa,married,31,Fatal
2000,Warszawa,concubine,2,Fatal
2000,Warszawa,widower,12,Fatal
2000,Warszawa,divorced,10,Fatal
2000,Warszawa,separated,1,Fatal
2001,Wrocław,single,103,Fatal
2001,Wrocław,married,145,Fatal
2001,Wrocław,concubine,16,Fatal
2001,Wrocław,widower,29,Fatal
2001,Wrocław,divorced,21,Fatal
2001,Wrocław,separated,2,Fatal
2001,Bydgoszcz,single,80,Fatal
2001,Bydgoszcz,married,109,Fatal
2001,Bydgoszcz,concubine,5,Fatal
2001,Bydgoszcz,widower,23,Fatal
2001,Bydgoszcz,divorced,14,Fatal
2001,Bydgoszcz,separated,5,Fatal
2001,Lublin,single,86,Fatal
2001,Lublin,married,137,Fatal
2001,Lublin,concubine,3,Fatal
2001,Lublin,widower,24,Fatal
2001,Lublin,divorced,8,Fatal
2001,Lublin,separated,9,Fatal
2001,Gorzów Wlkp.,single,63,Fatal
2001,Gorzów Wlkp.,married,98,Fatal
2001,Gorzów Wlkp.,concubine,8,Fatal
2001,Gorzów Wlkp.,widower,15,Fatal
2001,Gorzów Wlkp.,divorced,14,Fatal
2001,Gorzów Wlkp.,separated,0,Fatal
2001,Łódź,single,95,Fatal
2001,Łódź,married,158,Fatal
2001,Łódź,concubine,10,Fatal
2001,Łódź,widower,32,Fatal
2001,Łódź,divorced,24,Fatal
2001,Łódź,separated,6,Fatal
2001,Kraków,single,171,Fatal
2001,Kraków,married,230,Fatal
2001,Kraków,concubine,8,Fatal
2001,Kraków,widower,36,Fatal
2001,Kraków,divorced,26,Fatal
2001,Kraków,separated,7,Fatal
2001,Radom,single,168,Fatal
2001,Radom,married,160,Fatal
2001,Radom,concubine,7,Fatal
2001,Radom,widower,28,Fatal
2001,Radom,divorced,25,Fatal
2001,Radom,separated,9,Fatal
2001,Opole,single,36,Fatal
2001,Opole,married,74,Fatal
2001,Opole,concubine,2,Fatal
2001,Opole,widower,9,Fatal
2001,Opole,divorced,7,Fatal
2001,Opole,separated,0,Fatal
2001,Rzeszów,single,105,Fatal
2001,Rzeszów,married,139,Fatal
2001,Rzeszów,concubine,6,Fatal
2001,Rzeszów,widower,21,Fatal
2001,Rzeszów,divorced,8,Fatal
2001,Rzeszów,separated,4,Fatal
2001,Białystok,single,69,Fatal
2001,Białystok,married,78,Fatal
2001,Białystok,concubine,3,Fatal
2001,Białystok,widower,15,Fatal
2001,Białystok,divorced,10,Fatal
2001,Białystok,separated,1,Fatal
2001,Gdańsk,single,83,Fatal
2001,Gdańsk,married,166,Fatal
2001,Gdańsk,concubine,8,Fatal
2001,Gdańsk,widower,19,Fatal
2001,Gdańsk,divorced,13,Fatal
2001,Gdańsk,separated,6,Fatal
2001,Katowice,single,100,Fatal
2001,Katowice,married,248,Fatal
2001,Katowice,concubine,11,Fatal
2001,Katowice,widower,37,Fatal
2001,Katowice,divorced,35,Fatal
2001,Katowice,separated,6,Fatal
2001,Kielce,single,64,Fatal
2001,Kielce,married,95,Fatal
2001,Kielce,concubine,2,Fatal
2001,Kielce,widower,12,Fatal
2001,Kielce,divorced,3,Fatal
2001,Kielce,separated,1,Fatal
2001,Olsztyn,single,68,Fatal
2001,Olsztyn,married,89,Fatal
2001,Olsztyn,concubine,11,Fatal
2001,Olsztyn,widower,14,Fatal
2001,Olsztyn,divorced,11,Fatal
2001,Olsztyn,separated,2,Fatal
2001,Poznań,single,137,Fatal
2001,Poznań,married,292,Fatal
2001,Poznań,concubine,15,Fatal
2001,Poznań,widower,41,Fatal
2001,Poznań,divorced,23,Fatal
2001,Poznań,separated,6,Fatal
2001,Szczecin,single,46,Fatal
2001,Szczecin,married,103,Fatal
2001,Szczecin,concubine,10,Fatal
2001,Szczecin,widower,18,Fatal
2001,Szczecin,divorced,11,Fatal
2001,Szczecin,separated,2,Fatal
2001,Warszawa,single,24,Fatal
2001,Warszawa,married,37,Fatal
2001,Warszawa,concubine,5,Fatal
2001,Warszawa,widower,5,Fatal
2001,Warszawa,divorced,4,Fatal
2001,Warszawa,separated,0,Fatal
2002,Wrocław,single,103,Fatal
2002,Wrocław,married,137,Fatal
2002,Wrocław,concubine,9,Fatal
2002,Wrocław,widower,38,Fatal
2002,Wrocław,divorced,31,Fatal
2002,Wrocław,separated,2,Fatal
2002,Bydgoszcz,single,63,Fatal
2002,Bydgoszcz,married,109,Fatal
2002,Bydgoszcz,concubine,7,Fatal
2002,Bydgoszcz,widower,15,Fatal
2002,Bydgoszcz,divorced,7,Fatal
2002,Bydgoszcz,separated,1,Fatal
2002,Lublin,single,95,Fatal
2002,Lublin,married,140,Fatal
2002,Lublin,concubine,8,Fatal
2002,Lublin,widower,19,Fatal
2002,Lublin,divorced,12,Fatal
2002,Lublin,separated,5,Fatal
2002,Gorzów Wlkp.,single,62,Fatal
2002,Gorzów Wlkp.,married,82,Fatal
2002,Gorzów Wlkp.,concubine,9,Fatal
2002,Gorzów Wlkp.,widower,11,Fatal
2002,Gorzów Wlkp.,divorced,9,Fatal
2002,Gorzów Wlkp.,separated,3,Fatal
2002,Łódź,single,99,Fatal
2002,Łódź,married,157,Fatal
2002,Łódź,concubine,15,Fatal
2002,Łódź,widower,33,Fatal
2002,Łódź,divorced,14,Fatal
2002,Łódź,separated,2,Fatal
2002,Kraków,single,155,Fatal
2002,Kraków,married,260,Fatal
2002,Kraków,concubine,9,Fatal
2002,Kraków,widower,50,Fatal
2002,Kraków,divorced,23,Fatal
2002,Kraków,separated,4,Fatal
2002,Radom,single,108,Fatal
2002,Radom,married,174,Fatal
2002,Radom,concubine,6,Fatal
2002,Radom,widower,33,Fatal
2002,Radom,divorced,18,Fatal
2002,Radom,separated,8,Fatal
2002,Opole,single,38,Fatal
2002,Opole,married,64,Fatal
2002,Opole,concubine,6,Fatal
2002,Opole,widower,12,Fatal
2002,Opole,divorced,6,Fatal
2002,Opole,separated,0,Fatal
2002,Rzeszów,single,109,Fatal
2002,Rzeszów,married,136,Fatal
2002,Rzeszów,concubine,6,Fatal
2002,Rzeszów,widower,34,Fatal
2002,Rzeszów,divorced,16,Fatal
2002,Rzeszów,separated,4,Fatal
2002,Białystok,single,78,Fatal
2002,Białystok,married,79,Fatal
2002,Białystok,concubine,6,Fatal
2002,Białystok,widower,18,Fatal
2002,Białystok,divorced,6,Fatal
2002,Białystok,separated,3,Fatal
2002,Gdańsk,single,96,Fatal
2002,Gdańsk,married,165,Fatal
2002,Gdańsk,concubine,10,Fatal
2002,Gdańsk,widower,21,Fatal
2002,Gdańsk,divorced,17,Fatal
2002,Gdańsk,separated,4,Fatal
2002,Katowice,single,121,Fatal
2002,Katowice,married,262,Fatal
2002,Katowice,concubine,24,Fatal
2002,Katowice,widower,47,Fatal
2002,Katowice,divorced,33,Fatal
2002,Katowice,separated,10,Fatal
2002,Kielce,single,54,Fatal
