Year,Garnizon,Total,Age,Suicides by age,Result,Sex,Suicides by sex,Population,Percentage
2021,Polska,5201,45-49,465,Fatal,Male,4413,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,45-49,NA,Fatal,Male,NA,NA,NA
2017,KWP Bydgoszcz,247,50-54,19,Fatal,Male,216,354006,6.977282870911793e-4
2017,KWP Białystok,142,50-54,11,Fatal,Male,111,293407,4.8396936678402356e-4
2017,KWP Gdańsk,318,50-54,27,Fatal,Male,266,582205,5.461993627674101e-4
2017,KWP Gorzów Wlkp.,166,50-54,13,Fatal,Male,139,122141,0.00135908499193555
2017,KWP Katowice,601,50-54,51,Fatal,Male,513,302397,0.0019874535792352437
2017,KWP Kielce,199,50-54,21,Fatal,Male,179,195942,0.001015606659113411
2017,KWP Kraków,414,50-54,29,Fatal,Male,340,766683,5.399884958972613e-4
2017,KWP Łódź,380,50-54,31,Fatal,Male,325,696708,5.454221854779908e-4
2017,KWP Lublin,331,50-54,26,Fatal,Male,283,342039,9.677259026017501e-4
2017,KWP Olsztyn,226,50-54,22,Fatal,Male,192,173718,0.0013009590255471512
2017,KWP Opole,126,50-54,10,Fatal,Male,109,118303,0.0010650617482227838
2017,KWP Poznań,411,50-54,31,Fatal,Male,353,540365,7.605970038770091e-4
2017,KWP Rzeszów,285,50-54,34,Fatal,Male,249,183901,0.0015497468746771361
2017,KWP Szczecin,249,50-54,26,Fatal,Male,203,404461,6.156341402508524e-4
2017,KSP Warszawa,348,50-54,23,Fatal,Male,304,1790658,1.9434196814802158e-4
2017,KWP Radom,393,50-54,31,Fatal,Male,351,213715,0.001838897597267389
2017,KWP Wrocław,440,50-54,37,Fatal,Male,391,638659,6.889435520363763e-4
2017,Polska,5276,50-54,442,Fatal,Male,4524,NA,NA
2018,KWP Bydgoszcz,281,50-54,19,Fatal,Male,239,354006,7.937718569741756e-4
2018,KWP Białystok,139,50-54,14,Fatal,Male,124,293407,4.7374466185196674e-4
2018,KWP Gdańsk,274,50-54,15,Fatal,Male,240,582205,4.7062460817066156e-4
2018,KWP Gorzów Wlkp.,153,50-54,13,Fatal,Male,129,122141,0.0012526506250972237
2018,KWP Katowice,596,50-54,40,Fatal,Male,530,302397,0.001970919023667563
2018,KWP Kielce,181,50-54,15,Fatal,Male,151,195942,9.237427401986302e-4
2018,KWP Kraków,398,50-54,39,Fatal,Male,335,766683,5.191193752828744e-4
2018,KWP Łódź,391,50-54,34,Fatal,Male,324,696708,5.612107224260379e-4
2018,KWP Lublin,321,50-54,28,Fatal,Male,279,342039,9.384894704989781e-4
2018,KWP Olsztyn,215,50-54,18,Fatal,Male,193,173718,0.0012376380110293694
2018,KWP Opole,116,50-54,8,Fatal,Male,100,118303,9.805330380463725e-4
2018,KWP Poznań,386,50-54,32,Fatal,Male,337,540365,7.14331979310281e-4
2018,KWP Rzeszów,273,50-54,26,Fatal,Male,239,183901,0.0014844943746907303
2018,KWP Szczecin,262,50-54,24,Fatal,Male,227,404461,6.477756817097322e-4
2018,KSP Warszawa,377,50-54,29,Fatal,Male,318,1790658,2.105371321603567e-4
2018,KWP Radom,392,50-54,35,Fatal,Male,349,213715,0.0018342184685211614
2018,KWP Wrocław,427,50-54,38,Fatal,Male,357,638659,6.685884016353014e-4
2018,Polska,5182,50-54,427,Fatal,Male,4471,NA,NA
2019,KWP Bydgoszcz,260,50-54,17,Fatal,Male,228,354006,7.344508285170308e-4
2019,KWP Białystok,172,50-54,22,Fatal,Male,147,293407,5.862164161045919e-4
2019,KWP Gdańsk,313,50-54,23,Fatal,Male,265,582205,5.37611322472325e-4
2019,KWP Gorzów Wlkp.,176,50-54,9,Fatal,Male,150,122141,0.0014409575818111855
2019,KWP Katowice,548,50-54,42,Fatal,Male,455,302397,0.0018121872902178262
2019,KWP Kielce,190,50-54,15,Fatal,Male,164,195942,9.696746996560206e-4
2019,KWP Kraków,432,50-54,34,Fatal,Male,362,766683,5.634662565884466e-4
2019,KWP Łódź,345,50-54,27,Fatal,Male,302,696708,4.951859315523863e-4
2019,KWP Lublin,306,50-54,30,Fatal,Male,268,342039,8.946348223448203e-4
2019,KWP Olsztyn,242,50-54,20,Fatal,Male,211,173718,0.0013930623193911973
2019,KWP Opole,129,50-54,7,Fatal,Male,105,118303,0.0010904203612757072
2019,KWP Poznań,438,50-54,36,Fatal,Male,382,540365,8.105632304090753e-4
2019,KWP Rzeszów,235,50-54,17,Fatal,Male,204,183901,0.0012778614580671122
2019,KWP Szczecin,266,50-54,15,Fatal,Male,233,404461,6.576653867740029e-4
2019,KSP Warszawa,349,50-54,19,Fatal,Male,277,1790658,1.9490042207948139e-4
2019,KWP Radom,401,50-54,36,Fatal,Male,363,213715,0.0018763306272372084
2019,KWP Wrocław,453,50-54,22,Fatal,Male,381,638659,7.09298702437451e-4
2019,Polska,5255,50-54,391,Fatal,Male,4497,NA,NA
2020,KWP Bydgoszcz,255,50-54,18,Fatal,Male,217,354006,7.203267741224725e-4
2020,KWP Białystok,173,50-54,13,Fatal,Male,150,293407,5.896246510819442e-4
2020,KWP Gdańsk,302,50-54,28,Fatal,Male,262,582205,5.187176338231379e-4
2020,KWP Gorzów Wlkp.,148,50-54,8,Fatal,Male,128,122141,0.001211714330159406
2020,KWP Katowice,562,50-54,38,Fatal,Male,463,302397,0.0018584840458073328
2020,KWP Kielce,192,50-54,15,Fatal,Male,166,195942,9.79881801757663e-4
2020,KWP Kraków,475,50-54,37,Fatal,Male,393,766683,6.195520182396114e-4
2020,KWP Łódź,329,50-54,28,Fatal,Male,278,696708,4.7222078690068147e-4
2020,KWP Lublin,302,50-54,21,Fatal,Male,261,342039,8.829402495037116e-4
2020,KWP Olsztyn,245,50-54,22,Fatal,Male,212,173718,0.001410331686986956
2020,KWP Opole,105,50-54,12,Fatal,Male,90,118303,0.00088755145685231985
2020,KWP Poznań,409,50-54,20,Fatal,Male,353,540365,7.568958019116708e-4
2020,KWP Rzeszów,250,50-54,28,Fatal,Male,220,183901,0.0013594270830501194
2020,KWP Szczecin,243,50-54,24,Fatal,Male,204,404461,6.007995826544462e-4
2020,KSP Warszawa,377,50-54,26,Fatal,Male,302,1790658,2.105371321603567e-4
2020,KWP Radom,375,50-54,38,Fatal,Male,324,213715,0.0017546732798352947
2020,KWP Wrocław,423,50-54,23,Fatal,Male,363,638659,6.623252784349708e-4
2020,Polska,5165,50-54,399,Fatal,Male,4386,NA,NA
2021,KWP Bydgoszcz,278,50-54,25,Fatal,Male,229,354006,7.852974243374406e-4
2021,KWP Białystok,147,50-54,12,Fatal,Male,126,293407,5.010105416707849e-4
2021,KWP Gdańsk,320,50-54,24,Fatal,Male,269,582205,5.496345788854442e-4
2021,KWP Gorzów Wlkp.,177,50-54,8,Fatal,Male,143,122141,0.001449144840798749
2021,KWP Katowice,582,50-54,41,Fatal,Male,494,302397,0.0019246222680780562
2021,KWP Kielce,188,50-54,13,Fatal,Male,167,195942,9.594675975543784e-4
2021,KWP Kraków,422,50-54,41,Fatal,Male,361,766683,5.504230562044548e-4
2021,KWP Łódź,325,50-54,23,Fatal,Male,279,696708,4.6647950073775525e-4
2021,KWP Lublin,321,50-54,22,Fatal,Male,263,342039,9.384894704989781e-4
2021,KWP Olsztyn,218,50-54,10,Fatal,Male,177,173718,0.001254907378625128
2021,KWP Opole,120,50-54,13,Fatal,Male,111,118303,0.001014344522116937
2021,KWP Poznań,413,50-54,40,Fatal,Male,363,540365,7.642982058423474e-4
2021,KWP Rzeszów,269,50-54,28,Fatal,Male,233,183901,0.0014627435413619284
2021,KWP Szczecin,245,50-54,18,Fatal,Male,206,404461,6.057444351865816e-4
2021,KSP Warszawa,407,50-54,37,Fatal,Male,333,1790658,2.2729075010415167e-4
2021,KWP Radom,359,50-54,30,Fatal,Male,317,213715,0.0016798072198956555
2021,KWP Wrocław,410,50-54,24,Fatal,Male,342,638659,6.41970128033896e-4
2021,Polska,5201,50-54,409,Fatal,Male,4413,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,50-54,NA,Fatal,Male,NA,NA,NA
2017,KWP Bydgoszcz,247,55-59,17,Fatal,Male,216,354006,6.977282870911793e-4
2017,KWP Białystok,142,55-59,24,Fatal,Male,111,293407,4.8396936678402356e-4
2017,KWP Gdańsk,318,55-59,34,Fatal,Male,266,582205,5.461993627674101e-4
2017,KWP Gorzów Wlkp.,166,55-59,16,Fatal,Male,139,122141,0.00135908499193555
2017,KWP Katowice,601,55-59,72,Fatal,Male,513,302397,0.0019874535792352437
2017,KWP Kielce,199,55-59,25,Fatal,Male,179,195942,0.001015606659113411
2017,KWP Kraków,414,55-59,51,Fatal,Male,340,766683,5.399884958972613e-4
2017,KWP Łódź,380,55-59,47,Fatal,Male,325,696708,5.454221854779908e-4
2017,KWP Lublin,331,55-59,47,Fatal,Male,283,342039,9.677259026017501e-4
2017,KWP Olsztyn,226,55-59,21,Fatal,Male,192,173718,0.0013009590255471512
2017,KWP Opole,126,55-59,19,Fatal,Male,109,118303,0.0010650617482227838
2017,KWP Poznań,411,55-59,45,Fatal,Male,353,540365,7.605970038770091e-4
2017,KWP Rzeszów,285,55-59,39,Fatal,Male,249,183901,0.0015497468746771361
2017,KWP Szczecin,249,55-59,25,Fatal,Male,203,404461,6.156341402508524e-4
2017,KSP Warszawa,348,55-59,29,Fatal,Male,304,1790658,1.9434196814802158e-4
2017,KWP Radom,393,55-59,42,Fatal,Male,351,213715,0.001838897597267389
2017,KWP Wrocław,440,55-59,50,Fatal,Male,391,638659,6.889435520363763e-4
2017,Polska,5276,55-59,603,Fatal,Male,4524,NA,NA
2018,KWP Bydgoszcz,281,55-59,24,Fatal,Male,239,354006,7.937718569741756e-4
2018,KWP Białystok,139,55-59,16,Fatal,Male,124,293407,4.7374466185196674e-4
2018,KWP Gdańsk,274,55-59,21,Fatal,Male,240,582205,4.7062460817066156e-4
2018,KWP Gorzów Wlkp.,153,55-59,15,Fatal,Male,129,122141,0.0012526506250972237
2018,KWP Katowice,596,55-59,71,Fatal,Male,530,302397,0.001970919023667563
2018,KWP Kielce,181,55-59,25,Fatal,Male,151,195942,9.237427401986302e-4
2018,KWP Kraków,398,55-59,38,Fatal,Male,335,766683,5.191193752828744e-4
2018,KWP Łódź,391,55-59,39,Fatal,Male,324,696708,5.612107224260379e-4
2018,KWP Lublin,321,55-59,33,Fatal,Male,279,342039,9.384894704989781e-4
2018,KWP Olsztyn,215,55-59,19,Fatal,Male,193,173718,0.0012376380110293694
2018,KWP Opole,116,55-59,11,Fatal,Male,100,118303,9.805330380463725e-4
2018,KWP Poznań,386,55-59,51,Fatal,Male,337,540365,7.14331979310281e-4
2018,KWP Rzeszów,273,55-59,40,Fatal,Male,239,183901,0.0014844943746907303
2018,KWP Szczecin,262,55-59,24,Fatal,Male,227,404461,6.477756817097322e-4
2018,KSP Warszawa,377,55-59,31,Fatal,Male,318,1790658,2.105371321603567e-4
2018,KWP Radom,392,55-59,45,Fatal,Male,349,213715,0.0018342184685211614
2018,KWP Wrocław,427,55-59,48,Fatal,Male,357,638659,6.685884016353014e-4
2018,Polska,5182,55-59,551,Fatal,Male,4471,NA,NA
2019,KWP Bydgoszcz,260,55-59,24,Fatal,Male,228,354006,7.344508285170308e-4
2019,KWP Białystok,172,55-59,15,Fatal,Male,147,293407,5.862164161045919e-4
2019,KWP Gdańsk,313,55-59,23,Fatal,Male,265,582205,5.37611322472325e-4
2019,KWP Gorzów Wlkp.,176,55-59,15,Fatal,Male,150,122141,0.0014409575818111855
2019,KWP Katowice,548,55-59,39,Fatal,Male,455,302397,0.0018121872902178262
2019,KWP Kielce,190,55-59,16,Fatal,Male,164,195942,9.696746996560206e-4
2019,KWP Kraków,432,55-59,45,Fatal,Male,362,766683,5.634662565884466e-4
2019,KWP Łódź,345,55-59,27,Fatal,Male,302,696708,4.951859315523863e-4
2019,KWP Lublin,306,55-59,26,Fatal,Male,268,342039,8.946348223448203e-4
2019,KWP Olsztyn,242,55-59,17,Fatal,Male,211,173718,0.0013930623193911973
2019,KWP Opole,129,55-59,9,Fatal,Male,105,118303,0.0010904203612757072
2019,KWP Poznań,438,55-59,42,Fatal,Male,382,540365,8.105632304090753e-4
2019,KWP Rzeszów,235,55-59,25,Fatal,Male,204,183901,0.0012778614580671122
2019,KWP Szczecin,266,55-59,28,Fatal,Male,233,404461,6.576653867740029e-4
2019,KSP Warszawa,349,55-59,26,Fatal,Male,277,1790658,1.9490042207948139e-4
2019,KWP Radom,401,55-59,49,Fatal,Male,363,213715,0.0018763306272372084
2019,KWP Wrocław,453,55-59,25,Fatal,Male,381,638659,7.09298702437451e-4
2019,Polska,5255,55-59,451,Fatal,Male,4497,NA,NA
2020,KWP Bydgoszcz,255,55-59,26,Fatal,Male,217,354006,7.203267741224725e-4
2020,KWP Białystok,173,55-59,19,Fatal,Male,150,293407,5.896246510819442e-4
2020,KWP Gdańsk,302,55-59,22,Fatal,Male,262,582205,5.187176338231379e-4
2020,KWP Gorzów Wlkp.,148,55-59,14,Fatal,Male,128,122141,0.001211714330159406
2020,KWP Katowice,562,55-59,57,Fatal,Male,463,302397,0.0018584840458073328
2020,KWP Kielce,192,55-59,24,Fatal,Male,166,195942,9.79881801757663e-4
2020,KWP Kraków,475,55-59,29,Fatal,Male,393,766683,6.195520182396114e-4
2020,KWP Łódź,329,55-59,26,Fatal,Male,278,696708,4.7222078690068147e-4
2020,KWP Lublin,302,55-59,29,Fatal,Male,261,342039,8.829402495037116e-4
2020,KWP Olsztyn,245,55-59,21,Fatal,Male,212,173718,0.001410331686986956
2020,KWP Opole,105,55-59,6,Fatal,Male,90,118303,0.00088755145685231985
2020,KWP Poznań,409,55-59,34,Fatal,Male,353,540365,7.568958019116708e-4
2020,KWP Rzeszów,250,55-59,19,Fatal,Male,220,183901,0.0013594270830501194
2020,KWP Szczecin,243,55-59,17,Fatal,Male,204,404461,6.007995826544462e-4
2020,KSP Warszawa,377,55-59,19,Fatal,Male,302,1790658,2.105371321603567e-4
2020,KWP Radom,375,55-59,38,Fatal,Male,324,213715,0.0017546732798352947
2020,KWP Wrocław,423,55-59,29,Fatal,Male,363,638659,6.623252784349708e-4
2020,Polska,5165,55-59,429,Fatal,Male,4386,NA,NA
2021,KWP Bydgoszcz,278,55-59,20,Fatal,Male,229,354006,7.852974243374406e-4
2021,KWP Białystok,147,55-59,17,Fatal,Male,126,293407,5.010105416707849e-4
2021,KWP Gdańsk,320,55-59,27,Fatal,Male,269,582205,5.496345788854442e-4
2021,KWP Gorzów Wlkp.,177,55-59,14,Fatal,Male,143,122141,0.001449144840798749
2021,KWP Katowice,582,55-59,53,Fatal,Male,494,302397,0.0019246222680780562
2021,KWP Kielce,188,55-59,20,Fatal,Male,167,195942,9.594675975543784e-4
2021,KWP Kraków,422,55-59,35,Fatal,Male,361,766683,5.504230562044548e-4
2021,KWP Łódź,325,55-59,41,Fatal,Male,279,696708,4.6647950073775525e-4
2021,KWP Lublin,321,55-59,35,Fatal,Male,263,342039,9.384894704989781e-4
2021,KWP Olsztyn,218,55-59,26,Fatal,Male,177,173718,0.001254907378625128
2021,KWP Opole,120,55-59,12,Fatal,Male,111,118303,0.001014344522116937
2021,KWP Poznań,413,55-59,37,Fatal,Male,363,540365,7.642982058423474e-4
2021,KWP Rzeszów,269,55-59,24,Fatal,Male,233,183901,0.0014627435413619284
2021,KWP Szczecin,245,55-59,14,Fatal,Male,206,404461,6.057444351865816e-4
2021,KSP Warszawa,407,55-59,22,Fatal,Male,333,1790658,2.2729075010415167e-4
2021,KWP Radom,359,55-59,34,Fatal,Male,317,213715,0.0016798072198956555
2021,KWP Wrocław,410,55-59,35,Fatal,Male,342,638659,6.41970128033896e-4
2021,Polska,5201,55-59,466,Fatal,Male,4413,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
NA,NA,NA,55-59,NA,Fatal,Male,NA,NA,NA
2017,KWP Bydgoszcz,247,60-64,29,Fatal,Male,216,354006,6.977282870911793e-4
2017,KWP Białystok,142,60-64,11,Fatal,Male,111,293407,4.8396936678402356e-4
2017,KWP Gdańsk,318,60-64,34,Fatal,Male,266,582205,5.461993627674101e-4
2017,KWP Gorzów Wlkp.,166,60-64,16,Fatal,Male,139,122141,0.00135908499193555
