Year,Garnizon,Total,Age,Suicides by age,Result,Sex,Suicides by sex,Population,Percentage
2003,KWP Kraków,481,13-18,20,Attempted,Male,385,766683,6.273779384700065e-4
2003,KWP Radom,336,13-18,13,Attempted,Male,290,213715,0.001572187258732424
2003,KWP Opole,159,13-18,10,Attempted,Male,132,118303,0.0013440064918049416
2003,KWP Rzeszów,258,13-18,15,Attempted,Male,198,183901,0.001402928749707723
2003,KWP Białystok,259,13-18,13,Attempted,Male,214,293407,8.827328591342401e-4
2003,KWP Gdańsk,321,13-18,12,Attempted,Male,270,582205,5.513521869444612e-4
2003,KWP Katowice,667,13-18,46,Attempted,Male,525,302397,0.0022057097127286315
2003,KWP Kielce,185,13-18,5,Attempted,Male,162,195942,9.441569444019149e-4
2003,KWP Olsztyn,235,13-18,14,Attempted,Male,212,173718,0.001352767128334427
2003,KWP Poznań,511,13-18,28,Attempted,Male,396,540365,9.456571021439213e-4
2003,KWP Szczecin,331,13-18,21,Attempted,Male,247,404461,8.183730940684021e-4
2003,KSP Warszawa,191,13-18,6,Attempted,Male,149,1790658,1.0666470090882793e-4
2003,Polska,5467,13-18,287,Attempted,Male,4428,NA,NA
2004,KWP Wrocław,450,13-18,23,Attempted,Male,356,638659,7.04601360037203e-4
2004,KWP Bydgoszcz,361,13-18,28,Attempted,Male,290,354006,0.001019756727287108
2004,KWP Lublin,415,13-18,29,Attempted,Male,373,342039,0.0012133119322650342
2004,KWP Gorzów Wlkp.,211,13-18,16,Attempted,Male,174,122141,0.0017275116463759098
2004,KWP Łódź,382,13-18,14,Attempted,Male,317,696708,5.482928285594539e-4
2004,KWP Kraków,510,13-18,27,Attempted,Male,419,766683,6.652032195835828e-4
2004,KWP Radom,336,13-18,16,Attempted,Male,288,213715,0.001572187258732424
2004,KWP Opole,182,13-18,14,Attempted,Male,147,118303,0.0015384225252106879
2004,KWP Rzeszów,261,13-18,12,Attempted,Male,212,183901,0.0014192418747043245
2004,KWP Białystok,229,13-18,10,Attempted,Male,195,293407,7.804858098136718e-4
