year,garnizon,sex,suicides,outcome
2013,KWP Katowice,Male,663,Fatal
2013,KWP Kielce,Male,228,Fatal
2013,KWP Kraków,Male,399,Fatal
2013,KWP Łódź,Male,402,Fatal
2013,KWP Lublin,Male,327,Fatal
2013,KWP Olsztyn,Male,222,Fatal
2013,KWP Opole,Male,128,Fatal
2013,KWP Poznań,Male,338,Fatal
2013,KWP Rzeszów,Male,235,Fatal
2013,KWP Szczecin,Male,275,Fatal
2013,KSP Warszawa,Male,368,Fatal
2013,KWP Radom,Male,406,Fatal
2013,KWP Wrocław,Male,397,Fatal
2014,KWP Bydgoszcz,Male,267,Fatal
2014,KWP Białystok,Male,151,Fatal
2014,KWP Gdańsk,Male,291,Fatal
2014,KWP Gorzów Wlkp.,Male,139,Fatal
2014,KWP Katowice,Male,605,Fatal
2014,KWP Kielce,Male,198,Fatal
2014,KWP Kraków,Male,432,Fatal
2014,KWP Łódź,Male,382,Fatal
2014,KWP Lublin,Male,311,Fatal
2014,KWP Olsztyn,Male,246,Fatal
2014,KWP Opole,Male,114,Fatal
2014,KWP Poznań,Male,388,Fatal
2014,KWP Rzeszów,Male,236,Fatal
2014,KWP Szczecin,Male,262,Fatal
2014,KSP Warszawa,Male,359,Fatal
2014,KWP Radom,Male,393,Fatal
2014,KWP Wrocław,Male,463,Fatal
2015,KWP Bydgoszcz,Male,244,Fatal
2015,KWP Białystok,Male,140,Fatal
2015,KWP Gdańsk,Male,288,Fatal
2015,KWP Gorzów Wlkp.,Male,160,Fatal
2015,KWP Katowice,Male,586,Fatal
2015,KWP Kielce,Male,199,Fatal
2015,KWP Kraków,Male,372,Fatal
2015,KWP Łódź,Male,342,Fatal
2015,KWP Lublin,Male,300,Fatal
2015,KWP Olsztyn,Male,225,Fatal
2015,KWP Opole,Male,124,Fatal
2015,KWP Poznań,Male,348,Fatal
2015,KWP Rzeszów,Male,222,Fatal
2015,KWP Szczecin,Male,246,Fatal
2015,KSP Warszawa,Male,320,Fatal
2015,KWP Radom,Male,364,Fatal
2015,KWP Wrocław,Male,409,Fatal
2016,KWP Bydgoszcz,Male,232,Fatal
2016,KWP Białystok,Male,151,Fatal
2016,KWP Gdańsk,Male,259,Fatal
2016,KWP Gorzów Wlkp.,Male,147,Fatal
2016,KWP Katowice,Male,548,Fatal
2016,KWP Kielce,Male,186,Fatal
2016,KWP Kraków,Male,380,Fatal
2016,KWP Łódź,Male,313,Fatal
2016,KWP Lublin,Male,296,Fatal
2016,KWP Olsztyn,Male,206,Fatal
2016,KWP Opole,Male,112,Fatal
2016,KWP Poznań,Male,333,Fatal
2016,KWP Rzeszów,Male,222,Fatal
2016,KWP Szczecin,Male,234,Fatal
2016,KSP Warszawa,Male,303,Fatal
2016,KWP Radom,Male,353,Fatal
2016,KWP Wrocław,Male,363,Fatal
2013,KWP Bydgoszcz,Female,43,Fatal
2013,KWP Białystok,Female,26,Fatal
2013,KWP Gdańsk,Female,38,Fatal
2013,KWP Gorzów Wlkp.,Female,30,Fatal
2013,KWP Katowice,Female,120,Fatal
2013,KWP Kielce,Female,27,Fatal
2013,KWP Kraków,Female,80,Fatal
2013,KWP Łódź,Female,72,Fatal
2013,KWP Lublin,Female,59,Fatal
2013,KWP Olsztyn,Female,26,Fatal
2013,KWP Opole,Female,24,Fatal
2013,KWP Poznań,Female,69,Fatal
2013,KWP Rzeszów,Female,29,Fatal
2013,KWP Szczecin,Female,45,Fatal
2013,KSP Warszawa,Female,76,Fatal
2013,KWP Radom,Female,53,Fatal
2013,KWP Wrocław,Female,87,Fatal
2014,KWP Bydgoszcz,Female,35,Fatal
2014,KWP Białystok,Female,25,Fatal
2014,KWP Gdańsk,Female,47,Fatal
2014,KWP Gorzów Wlkp.,Female,23,Fatal
2014,KWP Katowice,Female,115,Fatal
2014,KWP Kielce,Female,39,Fatal
2014,KWP Kraków,Female,68,Fatal
2014,KWP Łódź,Female,72,Fatal
2014,KWP Lublin,Female,54,Fatal
2014,KWP Olsztyn,Female,39,Fatal
2014,KWP Opole,Female,19,Fatal
2014,KWP Poznań,Female,66,Fatal
2014,KWP Rzeszów,Female,37,Fatal
2014,KWP Szczecin,Female,57,Fatal
2014,KSP Warszawa,Female,84,Fatal
2014,KWP Radom,Female,57,Fatal
2014,KWP Wrocław,Female,91,Fatal
2015,KWP Bydgoszcz,Female,34,Fatal
2015,KWP Białystok,Female,20,Fatal
2015,KWP Gdańsk,Female,45,Fatal
2015,KWP Gorzów Wlkp.,Female,20,Fatal
2015,KWP Katowice,Female,101,Fatal
2015,KWP Kielce,Female,34,Fatal
2015,KWP Kraków,Female,64,Fatal
2015,KWP Łódź,Female,58,Fatal
2015,KWP Lublin,Female,51,Fatal
2015,KWP Olsztyn,Female,29,Fatal
2015,KWP Opole,Female,20,Fatal
2015,KWP Poznań,Female,52,Fatal
2015,KWP Rzeszów,Female,44,Fatal
2015,KWP Szczecin,Female,38,Fatal
2015,KSP Warszawa,Female,63,Fatal
2015,KWP Radom,Female,49,Fatal
2015,KWP Wrocław,Female,77,Fatal
2016,KWP Bydgoszcz,Female,39,Fatal
2016,KWP Białystok,Female,16,Fatal
2016,KWP Gdańsk,Female,34,Fatal
2016,KWP Gorzów Wlkp.,Female,24,Fatal
2016,KWP Katowice,Female,102,Fatal
2016,KWP Kielce,Female,24,Fatal
2016,KWP Kraków,Female,63,Fatal
2016,KWP Łódź,Female,66,Fatal
2016,KWP Lublin,Female,45,Fatal
2016,KWP Olsztyn,Female,26,Fatal
2016,KWP Opole,Female,17,Fatal
2016,KWP Poznań,Female,61,Fatal
2016,KWP Rzeszów,Female,17,Fatal
2016,KWP Szczecin,Female,31,Fatal
2016,KSP Warszawa,Female,70,Fatal
2016,KWP Radom,Female,45,Fatal
2016,KWP Wrocław,Female,87,Fatal
2017,KWP Bydgoszcz,Male,216,Fatal
2017,KWP Białystok,Male,111,Fatal
2017,KWP Gdańsk,Male,266,Fatal
2017,KWP Gorzów Wlkp.,Male,139,Fatal
2017,KWP Katowice,Male,513,Fatal
2017,KWP Kielce,Male,179,Fatal
2017,KWP Kraków,Male,340,Fatal
2017,KWP Łódź,Male,325,Fatal
2017,KWP Lublin,Male,283,Fatal
2017,KWP Olsztyn,Male,192,Fatal
2017,KWP Opole,Male,109,Fatal
2017,KWP Poznań,Male,353,Fatal
2017,KWP Rzeszów,Male,249,Fatal
2017,KWP Szczecin,Male,203,Fatal
2017,KSP Warszawa,Male,304,Fatal
2017,KWP Radom,Male,351,Fatal
2017,KWP Wrocław,Male,391,Fatal
2018,KWP Bydgoszcz,Male,239,Fatal
2018,KWP Białystok,Male,124,Fatal
2018,KWP Gdańsk,Male,240,Fatal
2018,KWP Gorzów Wlkp.,Male,129,Fatal
2018,KWP Katowice,Male,530,Fatal
2018,KWP Kielce,Male,151,Fatal
2018,KWP Kraków,Male,335,Fatal
2018,KWP Łódź,Male,324,Fatal
2018,KWP Lublin,Male,279,Fatal
2018,KWP Olsztyn,Male,193,Fatal
2018,KWP Opole,Male,100,Fatal
2018,KWP Poznań,Male,337,Fatal
2018,KWP Rzeszów,Male,239,Fatal
2018,KWP Szczecin,Male,227,Fatal
2018,KSP Warszawa,Male,318,Fatal
2018,KWP Radom,Male,349,Fatal
2018,KWP Wrocław,Male,357,Fatal
2019,KWP Bydgoszcz,Male,228,Fatal
2019,KWP Białystok,Male,147,Fatal
2019,KWP Gdańsk,Male,265,Fatal
2019,KWP Gorzów Wlkp.,Male,150,Fatal
2019,KWP Katowice,Male,455,Fatal
2019,KWP Kielce,Male,164,Fatal
2019,KWP Kraków,Male,362,Fatal
2019,KWP Łódź,Male,302,Fatal
2019,KWP Lublin,Male,268,Fatal
2019,KWP Olsztyn,Male,211,Fatal
2019,KWP Opole,Male,105,Fatal
2019,KWP Poznań,Male,382,Fatal
2019,KWP Rzeszów,Male,204,Fatal
2019,KWP Szczecin,Male,233,Fatal
2019,KSP Warszawa,Male,277,Fatal
2019,KWP Radom,Male,363,Fatal
2019,KWP Wrocław,Male,381,Fatal
2020,KWP Bydgoszcz,Male,217,Fatal
2020,KWP Białystok,Male,150,Fatal
2020,KWP Gdańsk,Male,262,Fatal
2020,KWP Gorzów Wlkp.,Male,128,Fatal
2020,KWP Katowice,Male,463,Fatal
2020,KWP Kielce,Male,166,Fatal
2020,KWP Kraków,Male,393,Fatal
2020,KWP Łódź,Male,278,Fatal
2020,KWP Lublin,Male,261,Fatal
2020,KWP Olsztyn,Male,212,Fatal
2020,KWP Opole,Male,90,Fatal
2020,KWP Poznań,Male,353,Fatal
2020,KWP Rzeszów,Male,220,Fatal
2020,KWP Szczecin,Male,204,Fatal
2020,KSP Warszawa,Male,302,Fatal
2020,KWP Radom,Male,324,Fatal
2020,KWP Wrocław,Male,363,Fatal
2021,KWP Bydgoszcz,Male,229,Fatal
2021,KWP Białystok,Male,126,Fatal
2021,KWP Gdańsk,Male,269,Fatal
2021,KWP Gorzów Wlkp.,Male,143,Fatal
2021,KWP Katowice,Male,494,Fatal
2021,KWP Kielce,Male,167,Fatal
2021,KWP Kraków,Male,361,Fatal
2021,KWP Łódź,Male,279,Fatal
2021,KWP Lublin,Male,263,Fatal
2021,KWP Olsztyn,Male,177,Fatal
2021,KWP Opole,Male,111,Fatal
2021,KWP Poznań,Male,363,Fatal
2021,KWP Rzeszów,Male,233,Fatal
2021,KWP Szczecin,Male,206,Fatal
2021,KSP Warszawa,Male,333,Fatal
2021,KWP Radom,Male,317,Fatal
2021,KWP Wrocław,Male,342,Fatal
2017,KWP Bydgoszcz,Female,31,Fatal
2017,KWP Białystok,Female,31,Fatal
2017,KWP Gdańsk,Female,52,Fatal
2017,KWP Gorzów Wlkp.,Female,27,Fatal
2017,KWP Katowice,Female,88,Fatal
2017,KWP Kielce,Female,20,Fatal
2017,KWP Kraków,Female,73,Fatal
2017,KWP Łódź,Female,55,Fatal
2017,KWP Lublin,Female,48,Fatal
2017,KWP Olsztyn,Female,34,Fatal
2017,KWP Opole,Female,17,Fatal
2017,KWP Poznań,Female,58,Fatal
2017,KWP Rzeszów,Female,36,Fatal
2017,KWP Szczecin,Female,46,Fatal
2017,KSP Warszawa,Female,44,Fatal
2017,KWP Radom,Female,42,Fatal
2017,KWP Wrocław,Female,49,Fatal
2018,KWP Bydgoszcz,Female,42,Fatal
2018,KWP Białystok,Female,15,Fatal
2018,KWP Gdańsk,Female,34,Fatal
2018,KWP Gorzów Wlkp.,Female,24,Fatal
2018,KWP Katowice,Female,66,Fatal
2018,KWP Kielce,Female,30,Fatal
2018,KWP Kraków,Female,63,Fatal
2018,KWP Łódź,Female,67,Fatal
2018,KWP Lublin,Female,42,Fatal
2018,KWP Olsztyn,Female,22,Fatal
2018,KWP Opole,Female,16,Fatal
2018,KWP Poznań,Female,49,Fatal
2018,KWP Rzeszów,Female,34,Fatal
2018,KWP Szczecin,Female,35,Fatal
2018,KSP Warszawa,Female,59,Fatal
2018,KWP Radom,Female,43,Fatal
2018,KWP Wrocław,Female,70,Fatal
2019,KWP Bydgoszcz,Female,32,Fatal
2019,KWP Białystok,Female,25,Fatal
2019,KWP Gdańsk,Female,48,Fatal
2019,KWP Gorzów Wlkp.,Female,26,Fatal
2019,KWP Katowice,Female,93,Fatal
2019,KWP Kielce,Female,26,Fatal
2019,KWP Kraków,Female,70,Fatal
2019,KWP Łódź,Female,43,Fatal
2019,KWP Lublin,Female,38,Fatal
2019,KWP Olsztyn,Female,31,Fatal
2019,KWP Opole,Female,24,Fatal
2019,KWP Poznań,Female,56,Fatal
2019,KWP Rzeszów,Female,31,Fatal
2019,KWP Szczecin,Female,33,Fatal
2019,KSP Warszawa,Female,72,Fatal
2019,KWP Radom,Female,37,Fatal
2019,KWP Wrocław,Female,71,Fatal
2020,KWP Bydgoszcz,Female,37,Fatal
2020,KWP Białystok,Female,23,Fatal
2020,KWP Gdańsk,Female,40,Fatal
2020,KWP Gorzów Wlkp.,Female,20,Fatal
2020,KWP Katowice,Female,99,Fatal
2020,KWP Kielce,Female,26,Fatal
2020,KWP Kraków,Female,82,Fatal
2020,KWP Łódź,Female,51,Fatal
2020,KWP Lublin,Female,41,Fatal
2020,KWP Olsztyn,Female,33,Fatal
2020,KWP Opole,Female,15,Fatal
2020,KWP Poznań,Female,56,Fatal
2020,KWP Rzeszów,Female,30,Fatal
2020,KWP Szczecin,Female,39,Fatal
2020,KSP Warszawa,Female,75,Fatal
2020,KWP Radom,Female,51,Fatal
2020,KWP Wrocław,Female,60,Fatal
2021,KWP Bydgoszcz,Female,49,Fatal
2021,KWP Białystok,Female,21,Fatal
2021,KWP Gdańsk,Female,51,Fatal
2021,KWP Gorzów Wlkp.,Female,34,Fatal
2021,KWP Katowice,Female,88,Fatal
2021,KWP Kielce,Female,21,Fatal
2021,KWP Kraków,Female,61,Fatal
2021,KWP Łódź,Female,46,Fatal
2021,KWP Lublin,Female,57,Fatal
2021,KWP Olsztyn,Female,41,Fatal
2021,KWP Opole,Female,9,Fatal
2021,KWP Poznań,Female,50,Fatal
2021,KWP Rzeszów,Female,36,Fatal
2021,KWP Szczecin,Female,39,Fatal
2021,KSP Warszawa,Female,74,Fatal
2021,KWP Radom,Female,42,Fatal
2021,KWP Wrocław,Female,68,Fatal
